Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Jared Cook,St. Louis Rams,1,10,7,141,2,Away,Arizona Cardinals,1
Julius Thomas,Denver Broncos,1,7,5,110,2,Away,Baltimore Ravens,1
Vernon Davis,San Francisco 49ers,1,9,6,98,2,Away,Green Bay Packers,1
Jason Witten,Dallas Cowboys,1,9,8,70,2,Away,New York Giants,1
Owen Daniels,Houston Texans,1,7,5,67,2,Home,San Diego Chargers,1
Jordan Cameron,Cleveland Browns,1,13,9,108,1,Away,Miami Dolphins,1
Kellen Winslow,New York Jets,1,8,7,79,1,Away,Tampa Bay Buccaneers,1
Brandon Myers,New York Giants,1,9,7,66,1,Home,Dallas Cowboys,1
Brent Celek,Philadelphia Eagles,1,3,2,56,1,Home,Washington Redskins,1
Jermichael Finley,Green Bay Packers,1,8,5,56,1,Home,San Francisco 49ers,1
Martellus Bennett,Chicago Bears,1,6,3,49,1,Away,Cincinnati Bengals,1
Jimmy Graham,New Orleans Saints,1,7,4,45,1,Away,Atlanta Falcons,1
Tony Gonzalez,Atlanta Falcons,1,6,3,36,1,Home,New Orleans Saints,1
Dallas Clark,Baltimore Ravens,1,12,7,87,0,Home,Denver Broncos,1
Joseph Fauria,Detroit Lions,1,3,3,27,1,Away,Minnesota Vikings,1
Garrett Graham,Houston Texans,1,5,4,27,1,Home,San Diego Chargers,1
Dwayne Allen,Indianapolis Colts,1,2,1,20,1,Away,Oakland Raiders,1
Greg Olsen,Carolina Panthers,1,10,5,56,0,Away,Seattle Seahawks,1
Charles Clay,Miami Dolphins,1,6,5,54,0,Home,Cleveland Browns,1
Antonio Gates,San Diego Chargers,1,4,2,49,0,Away,Houston Texans,1
Tyler Eifert,Cincinnati Bengals,1,5,5,47,0,Home,Chicago Bears,1
Zach Miller,Seattle Seahawks,1,4,3,42,0,Home,Carolina Panthers,1
Jeron Mastrud,Oakland Raiders,1,1,1,41,0,Home,Indianapolis Colts,1
Delanie Walker,Tennessee Titans,1,4,3,40,0,Home,Pittsburgh Steelers,1
Scott Chandler,Buffalo Bills,1,6,4,38,0,Away,New England Patriots,1
Jordan Reed,Washington Redskins,1,6,5,38,0,Away,Philadelphia Eagles,1
Jermaine Gresham,Cincinnati Bengals,1,5,5,35,0,Home,Chicago Bears,1
Allen Reisner,Jacksonville Jaguars,1,5,3,31,0,Away,Kansas City Chiefs,1
Ben Watson,New Orleans Saints,1,3,3,31,0,Away,Atlanta Falcons,1
Kyle Rudolph,Minnesota Vikings,1,4,2,27,0,Home,Detroit Lions,1
Mychal Rivera,Oakland Raiders,1,3,2,26,0,Home,Indianapolis Colts,1
Lance Kendricks,St. Louis Rams,1,4,3,25,0,Away,Arizona Cardinals,1
Vance McDonald,San Francisco 49ers,1,2,1,25,0,Away,Green Bay Packers,1
Fred Davis,Washington Redskins,1,4,2,22,0,Away,Philadelphia Eagles,1
Jim Dray,Arizona Cardinals,1,2,2,21,0,Home,St. Louis Rams,1
Kory Sperry,Arizona Cardinals,1,1,1,16,0,Home,St. Louis Rams,1
Ed Dickson,Baltimore Ravens,1,5,1,13,0,Home,Denver Broncos,1
Zach Ertz,Philadelphia Eagles,1,3,1,11,0,Home,Washington Redskins,1
David Johnson,Pittsburgh Steelers,1,1,1,11,0,Away,Tennessee Titans,1
Gary Barnidge,Cleveland Browns,1,1,1,9,0,Away,Miami Dolphins,1
Anthony Fasano,Kansas City Chiefs,1,5,2,8,0,Home,Jacksonville Jaguars,1
Gavin Escobar,Dallas Cowboys,1,2,1,7,0,Away,New York Giants,1
Coby Fleener,Indianapolis Colts,1,1,1,7,0,Away,Oakland Raiders,1
Brandon Pettigrew,Detroit Lions,1,4,2,6,0,Away,Minnesota Vikings,1
Clay Harbor,Jacksonville Jaguars,1,1,1,5,0,Away,Kansas City Chiefs,1
Michael Hoomanawanui,New England Patriots,1,2,1,5,0,Home,Buffalo Bills,1
Nate Byham,Tampa Bay Buccaneers,1,1,1,1,0,Home,New York Jets,1
John Carlson,Minnesota Vikings,1,1,0,0,0,Home,Detroit Lions,1
John Phillips,San Diego Chargers,1,1,0,0,0,Away,Houston Texans,1
Tony Scheffler,Detroit Lions,1,1,0,0,0,Away,Minnesota Vikings,1
Craig Stevens,Tennessee Titans,1,1,0,0,0,Home,Pittsburgh Steelers,1
Zach Sudfeld,New England Patriots,1,1,0,0,0,Home,Buffalo Bills,1
