Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Torrey Smith,Baltimore Ravens,1,8,4,92,0,0,0,0,Home,Denver Broncos,1
Andre Caldwell,Denver Broncos,1,1,1,28,1,0,0,0,Away,Baltimore Ravens,1
Kenny Stills,New Orleans Saints,1,5,2,86,0,0,0,0,Away,Atlanta Falcons,1
Michael Floyd,Arizona Cardinals,1,6,4,82,0,0,0,0,Home,St. Louis Rams,1
Rod Streater,Oakland Raiders,1,8,5,70,0,1,9,0,Home,Indianapolis Colts,1
Nate Burleson,Detroit Lions,1,6,6,78,0,0,0,0,Away,Minnesota Vikings,1
Robert Woods,Buffalo Bills,1,2,1,18,1,0,0,0,Away,New England Patriots,1
Brandon Gibson,Miami Dolphins,1,10,7,77,0,0,0,0,Home,Cleveland Browns,1
Antonio Brown,Pittsburgh Steelers,1,7,5,71,0,1,4,0,Away,Tennessee Titans,1
Vincent Brown,San Diego Chargers,1,4,2,13,1,0,0,0,Away,Houston Texans,1
Miles Austin,Dallas Cowboys,1,12,10,72,0,0,0,0,Away,New York Giants,1
Donnie Avery,Kansas City Chiefs,1,5,2,11,1,0,0,0,Home,Jacksonville Jaguars,1
DeAndre Hopkins,Houston Texans,1,6,5,66,0,0,0,0,Home,San Diego Chargers,1
Pierre Garcon,Washington Redskins,1,11,7,64,0,0,0,0,Away,Philadelphia Eagles,1
Junior Hemingway,Kansas City Chiefs,1,1,1,3,1,0,0,0,Home,Jacksonville Jaguars,1
Emmanuel Sanders,Pittsburgh Steelers,1,12,7,57,0,0,0,0,Away,Tennessee Titans,1
Santana Moss,Washington Redskins,1,9,5,54,0,0,0,0,Away,Philadelphia Eagles,1
Josh Morgan,Washington Redskins,1,5,4,51,0,0,0,0,Away,Philadelphia Eagles,1
Golden Tate,Seattle Seahawks,1,7,4,51,0,0,0,0,Home,Carolina Panthers,1
Davone Bess,Cleveland Browns,1,10,5,47,0,0,0,0,Away,Miami Dolphins,1
Malcom Floyd,San Diego Chargers,1,5,1,47,0,0,0,0,Away,Houston Texans,1
Nate Washington,Tennessee Titans,1,7,4,46,0,0,0,0,Home,Pittsburgh Steelers,1
Travis Benjamin,Cleveland Browns,1,8,3,44,0,0,0,0,Away,Miami Dolphins,1
Jeremy Kerley,New York Jets,1,4,3,45,0,1,-1,0,Away,Tampa Bay Buccaneers,1
Alshon Jeffery,Chicago Bears,1,8,5,42,0,0,0,0,Away,Cincinnati Bengals,1
Kenbrell Thompkins,New England Patriots,1,14,4,42,0,0,0,0,Home,Buffalo Bills,1
Tavon Austin,St. Louis Rams,1,7,6,41,0,1,-1,0,Away,Arizona Cardinals,1
Cecil Shorts,Jacksonville Jaguars,1,11,3,40,0,0,0,0,Away,Kansas City Chiefs,1
Stephen Hill,New York Jets,1,9,6,39,0,0,0,0,Away,Tampa Bay Buccaneers,1
Calvin Johnson,Detroit Lions,1,9,4,37,0,0,0,0,Away,Minnesota Vikings,1
Kyle Williams,San Francisco 49ers,1,6,3,36,0,0,0,0,Away,Green Bay Packers,1
Sidney Rice,Seattle Seahawks,1,3,2,35,0,0,0,0,Home,Carolina Panthers,1
Brandon Stokley,Baltimore Ravens,1,10,4,34,0,0,0,0,Home,Denver Broncos,1
Darrius Heyward-Bey,Indianapolis Colts,1,4,3,33,0,0,0,0,Away,Oakland Raiders,1
Greg Jennings,Minnesota Vikings,1,7,3,33,0,0,0,0,Home,Detroit Lions,1
Eric Decker,Denver Broncos,1,7,2,32,0,0,0,0,Away,Baltimore Ravens,1
Terrance Williams,Dallas Cowboys,1,4,2,32,0,0,0,0,Away,New York Giants,1
Dwayne Bowe,Kansas City Chiefs,1,6,4,30,0,0,0,0,Home,Jacksonville Jaguars,1
Patrick Edwards,Detroit Lions,1,3,3,30,0,0,0,0,Away,Minnesota Vikings,1
Chris Givens,St. Louis Rams,1,3,2,27,0,0,0,0,Away,Arizona Cardinals,1
Greg Little,Cleveland Browns,1,10,4,26,0,0,0,0,Away,Miami Dolphins,1
Jacoby Jones,Baltimore Ravens,1,4,3,24,0,0,0,0,Home,Denver Broncos,1
Lance Moore,New Orleans Saints,1,4,2,23,0,0,0,0,Away,Atlanta Falcons,1
Dez Bryant,Dallas Cowboys,1,8,4,22,0,0,0,0,Away,New York Giants,1
Marvin Jones,Cincinnati Bengals,1,2,1,7,0,1,14,0,Home,Chicago Bears,1
T.Y. Hilton,Indianapolis Colts,1,5,3,20,0,0,0,0,Away,Oakland Raiders,1
Mohamed Sanu,Cincinnati Bengals,1,5,4,19,0,0,0,0,Home,Chicago Bears,1
Roddy White,Atlanta Falcons,1,2,2,19,0,0,0,0,Home,New Orleans Saints,1
Clyde Gates,New York Jets,1,4,1,17,0,0,0,0,Away,Tampa Bay Buccaneers,1
Austin Pettis,St. Louis Rams,1,6,3,16,0,0,0,0,Away,Arizona Cardinals,1
Brian Quick,St. Louis Rams,1,2,1,16,0,0,0,0,Away,Arizona Cardinals,1
Kenny Britt,Tennessee Titans,1,2,1,15,0,0,0,0,Home,Pittsburgh Steelers,1
Mike Wallace,Miami Dolphins,1,5,1,15,0,0,0,0,Home,Cleveland Browns,1
Riley Cooper,Philadelphia Eagles,1,6,2,14,0,0,0,0,Home,Washington Redskins,1
Ace Sanders,Jacksonville Jaguars,1,9,3,14,0,0,0,0,Away,Kansas City Chiefs,1
Jason Avant,Philadelphia Eagles,1,3,2,13,0,0,0,0,Home,Washington Redskins,1
Santonio Holmes,New York Jets,1,3,1,13,0,0,0,0,Away,Tampa Bay Buccaneers,1
Damian Williams,Tennessee Titans,1,2,1,13,0,0,0,0,Home,Pittsburgh Steelers,1
Dwayne Harris,Dallas Cowboys,1,3,2,12,0,0,0,0,Away,New York Giants,1
Kris Durham,Detroit Lions,1,2,1,11,0,0,0,0,Away,Minnesota Vikings,1
Kendall Wright,Tennessee Titans,1,4,2,11,0,0,0,0,Home,Pittsburgh Steelers,1
Ted Ginn Jr.,Carolina Panthers,1,1,1,10,0,0,0,0,Away,Seattle Seahawks,1
Cordarrelle Patterson,Minnesota Vikings,1,1,1,10,0,0,0,0,Home,Detroit Lions,1
Brice Butler,Oakland Raiders,1,1,1,8,0,0,0,0,Home,Indianapolis Colts,1
Earl Bennett,Chicago Bears,1,1,1,6,0,0,0,0,Away,Cincinnati Bengals,1
T.J. Graham,Buffalo Bills,1,1,0,0,0,1,5,0,Away,New England Patriots,1
Jacoby Ford,Oakland Raiders,1,2,1,2,0,0,0,0,Home,Indianapolis Colts,1
Josh Boyce,New England Patriots,1,2,0,0,0,0,0,0,Home,Buffalo Bills,1
Marquise Goodwin,Buffalo Bills,1,1,1,0,0,0,0,0,Away,New England Patriots,1
James Jones,Green Bay Packers,1,2,0,0,0,0,0,0,Home,San Francisco 49ers,1
Marlon Moore,San Francisco 49ers,1,1,0,0,0,0,0,0,Away,Green Bay Packers,1
Kevin Ogletree,Tampa Bay Buccaneers,1,2,0,0,0,0,0,0,Home,New York Jets,1
Aldrick Robinson,Washington Redskins,1,2,0,0,0,0,0,0,Away,Philadelphia Eagles,1
Stephen Williams,Seattle Seahawks,1,1,0,0,0,0,0,0,Home,Carolina Panthers,1
Jarius Wright,Minnesota Vikings,1,2,0,0,0,0,0,0,Home,Detroit Lions,1
