Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Will Hill,New York Giants,1,6,5,0.0,1,1,0,0,Home,Detroit Lions
Cortez Allen,Pittsburgh Steelers,1,5,1,0.0,2,1,0,0,Home,Green Bay Packers
Dee Milliner,New York Jets,1,8,1,0.0,5,1,0,0,Away,Cleveland Browns
Richard Sherman,Seattle Seahawks,1,3,5,0.0,2,2,0,0,Away,Arizona Cardinals
Mike Adams,Denver Broncos,1,6,3,0.0,3,1,0,0,Home,Houston Texans
Nolan Carroll,Miami Dolphins,1,5,1,1.0,1,1,0,0,Home,Buffalo Bills
Kam Chancellor,Seattle Seahawks,1,6,5,0.0,2,1,0,0,Away,Arizona Cardinals
Brandon Boykin,Philadelphia Eagles,1,1,0,0.0,2,1,0,0,Away,Chicago Bears
Leodis McKelvin,Buffalo Bills,1,4,2,0.0,4,1,0,0,Away,Miami Dolphins
Logan Ryan,New England Patriots,1,0,1,0.0,3,2,0,0,Home,Baltimore Ravens
Tavon Wilson,New England Patriots,1,1,0,0.0,1,1,0,0,Home,Baltimore Ravens
Nickell Robey,Buffalo Bills,1,3,1,2.0,1,0,0,0,Away,Miami Dolphins
Josh Wilson,Washington Redskins,1,6,1,0.0,1,0,1,1,Away,Dallas Cowboys
Chris Conte,Chicago Bears,1,8,2,0.0,0,0,1,0,Home,Philadelphia Eagles
Bradley Fletcher,Philadelphia Eagles,1,9,0,0.0,0,0,1,0,Away,Chicago Bears
Tramaine Brock,San Francisco 49ers,1,4,1,0.0,2,1,0,0,Away,Atlanta Falcons
Glover Quin,Detroit Lions,1,4,1,0.0,2,1,0,0,Away,New York Giants
Kyle Arrington,New England Patriots,1,4,4,1.0,1,0,0,0,Home,Baltimore Ravens
DeAngelo Hall,Washington Redskins,1,4,0,0.0,2,1,0,0,Away,Dallas Cowboys
Captain Munnerlyn,Carolina Panthers,1,3,5,1.0,1,0,0,0,Away,New Orleans Saints
Jerraud Powers,Arizona Cardinals,1,4,1,0.0,3,0,1,0,Home,Seattle Seahawks
Eric Berry,Kansas City Chiefs,1,7,0,0.0,0,0,1,0,Away,Indianapolis Colts
T.J. McDonald,St. Louis Rams,1,6,0,1.0,0,0,0,0,Away,Tampa Bay Buccaneers
Quintin Mikell,Carolina Panthers,1,3,4,1.0,1,0,0,0,Away,New Orleans Saints
Ryan Clark,Pittsburgh Steelers,1,9,1,0.0,0,0,0,0,Home,Green Bay Packers
Brandon Meriweather,Washington Redskins,1,5,1,1.0,0,0,0,0,Away,Dallas Cowboys
Mike Jenkins,Oakland Raiders,1,3,0,0.0,1,1,0,0,Home,San Diego Chargers
Eric Weddle,San Diego Chargers,1,2,2,0.0,1,1,0,0,Away,Oakland Raiders
Kareem Jackson,Houston Texans,1,6,1,0.0,2,0,0,0,Away,Denver Broncos
Malcolm Jenkins,New Orleans Saints,1,2,1,0.0,1,1,0,0,Home,Carolina Panthers
Reshad Jones,Miami Dolphins,1,7,3,0.0,0,0,0,0,Home,Buffalo Bills
Antrel Rolle,New York Giants,1,6,1,0.0,0,0,0,1,Home,Detroit Lions
Keith Tandy,Tampa Bay Buccaneers,1,6,1,0.0,0,0,0,1,Home,St. Louis Rams
Alan Ball,Jacksonville Jaguars,1,2,0,0.0,1,1,0,0,Away,Tennessee Titans
John Cyprien,Jacksonville Jaguars,1,7,2,0.0,0,0,0,0,Away,Tennessee Titans
Marcus Sherels,Minnesota Vikings,1,5,2,0.0,2,0,0,0,Home,Cincinnati Bengals
Shareece Wright,San Diego Chargers,1,7,0,0.0,1,0,0,0,Away,Oakland Raiders
George Iloka,Cincinnati Bengals,1,1,1,0.0,1,1,0,0,Away,Minnesota Vikings
Ryan Mundy,New York Giants,1,5,5,0.0,0,0,0,0,Home,Detroit Lions
Troy Polamalu,Pittsburgh Steelers,1,3,1,0.0,1,0,1,0,Home,Green Bay Packers
Morgan Burnett,Green Bay Packers,1,6,2,0.0,0,0,0,0,Away,Pittsburgh Steelers
Chimdi Chekwa,Oakland Raiders,1,6,2,0.0,0,0,0,0,Home,San Diego Chargers
Brandon Flowers,Kansas City Chiefs,1,6,0,0.0,1,0,0,0,Away,Indianapolis Colts
Mike Mitchell,Carolina Panthers,1,2,4,0.5,1,0,0,0,Away,New Orleans Saints
Dominique Rodgers-Cromartie,Denver Broncos,1,1,0,0.0,1,1,0,0,Home,Houston Texans
Earl Thomas,Seattle Seahawks,1,4,6,0.0,0,0,0,0,Away,Arizona Cardinals
George Wilson,Tennessee Titans,1,1,0,0.0,1,1,0,0,Home,Jacksonville Jaguars
Major Wright,Chicago Bears,1,7,0,0.0,0,0,0,0,Home,Philadelphia Eagles
Tashaun Gipson,Cleveland Browns,1,6,1,0.0,0,0,0,0,Home,New York Jets
Shiloh Keo,Houston Texans,1,4,1,0.0,2,0,0,0,Away,Denver Broncos
