Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Ted Ginn Jr.,Carolina Panthers,1,4,2,19,0,0,0,0,Home,San Francisco 49ers,10
Cole Beasley,Dallas Cowboys,1,4,1,18,0,0,0,0,Home,New Orleans Saints,10
Greg Jennings,Minnesota Vikings,1,4,3,18,0,0,0,0,Away,Washington Redskins,10
Jacoby Jones,Baltimore Ravens,1,2,2,17,0,0,0,0,Away,Cincinnati Bengals,10
Robert Meachem,New Orleans Saints,1,1,1,17,0,0,0,0,Away,Dallas Cowboys,10
Mike Wallace,Miami Dolphins,1,7,4,15,0,0,0,0,Home,Tampa Bay Buccaneers,10
Lance Moore,New Orleans Saints,1,2,1,14,0,0,0,0,Away,Dallas Cowboys,10
Marcus Easley,Buffalo Bills,1,2,2,13,0,0,0,0,Home,Pittsburgh Steelers,10
Santana Moss,Washington Redskins,1,3,1,13,0,0,0,0,Home,Minnesota Vikings,10
LaVon Brazill,Indianapolis Colts,1,5,1,11,0,0,0,0,Away,St. Louis Rams,10
Stephen Burton,Jacksonville Jaguars,1,1,1,11,0,0,0,0,Home,Tennessee Titans,10
Earl Bennett,Chicago Bears,1,3,2,10,0,0,0,0,Away,Detroit Lions,10
Marlon Brown,Baltimore Ravens,1,3,1,10,0,0,0,0,Away,Cincinnati Bengals,10
Marquise Goodwin,Buffalo Bills,1,4,2,9,0,0,0,0,Home,Pittsburgh Steelers,10
Domenik Hixon,Carolina Panthers,1,1,1,9,0,0,0,0,Home,San Francisco 49ers,10
Marvin Jones,Cincinnati Bengals,1,7,1,2,0,1,7,0,Home,Baltimore Ravens,10
Myles White,Green Bay Packers,1,1,1,9,0,0,0,0,Away,Philadelphia Eagles,10
Rod Streater,Oakland Raiders,1,4,1,6,0,0,0,0,Home,New York Giants,10
T.J. Graham,Buffalo Bills,1,4,1,5,0,0,0,0,Home,Pittsburgh Steelers,10
Kyle Williams,San Francisco 49ers,1,2,1,5,0,0,0,0,Away,Carolina Panthers,10
David Reed,Indianapolis Colts,1,1,1,2,0,0,0,0,Away,St. Louis Rams,10
Dwayne Harris,Dallas Cowboys,1,1,1,1,0,0,0,0,Home,New Orleans Saints,10
Kenny Britt,Tennessee Titans,1,1,0,0,0,0,0,0,Away,Jacksonville Jaguars,10
Andre Caldwell,Denver Broncos,1,1,0,0,0,0,0,0,Home,San Diego Chargers,10
Drew Davis,Atlanta Falcons,1,1,0,0,0,0,0,0,Away,Seattle Seahawks,10
Tandon Doss,Baltimore Ravens,1,1,0,0,0,0,0,0,Away,Cincinnati Bengals,10
Andre Holmes,Oakland Raiders,1,1,0,0,0,0,0,0,Home,New York Giants,10
Lestar Jean,Houston Texans,1,1,0,0,0,0,0,0,Home,Arizona Cardinals,10
Jerrel Jernigan,New York Giants,1,0,0,0,0,0,0,0,Away,Oakland Raiders,10
Ricardo Lockette,Seattle Seahawks,1,1,0,0,0,0,0,0,Home,Atlanta Falcons,10
Josh Morgan,Washington Redskins,1,1,0,0,0,0,0,0,Home,Minnesota Vikings,10
Ace Sanders,Jacksonville Jaguars,1,1,0,0,0,1,0,0,Home,Tennessee Titans,10
Deonte Thompson,Baltimore Ravens,1,1,0,0,0,0,0,0,Away,Cincinnati Bengals,10
Markus Wheaton,Pittsburgh Steelers,1,1,0,0,0,0,0,0,Away,Buffalo Bills,10
Andrew Hawkins,Cincinnati Bengals,1,0,0,0,0,1,-3,0,Home,Baltimore Ravens,10
