Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Demaryius Thomas,Denver Broncos,1,10,7,108,3,0,0,0,Home,San Diego Chargers,10
Tavon Austin,St. Louis Rams,1,3,2,138,2,1,4,0,Home,Indianapolis Colts,10
Brandon Marshall,Chicago Bears,1,12,7,139,2,0,0,0,Away,Detroit Lions,10
Rishard Matthews,Miami Dolphins,1,14,11,120,2,0,0,0,Home,Tampa Bay Buccaneers,10
Riley Cooper,Philadelphia Eagles,1,5,3,102,2,0,0,0,Home,Green Bay Packers,10
A.J. Green,Cincinnati Bengals,1,15,8,151,1,0,0,0,Home,Baltimore Ravens,10
Calvin Johnson,Detroit Lions,1,17,6,83,2,0,0,0,Home,Chicago Bears,10
Pierre Garcon,Washington Redskins,1,10,7,119,1,0,0,0,Home,Minnesota Vikings,10
Marques Colston,New Orleans Saints,1,8,7,107,1,0,0,0,Away,Dallas Cowboys,10
Golden Tate,Seattle Seahawks,1,7,6,106,1,0,0,0,Home,Atlanta Falcons,10
Andre Johnson,Houston Texans,1,12,5,37,2,0,0,0,Home,Arizona Cardinals,10
DeSean Jackson,Philadelphia Eagles,1,5,4,80,1,0,0,0,Home,Green Bay Packers,10
Jermaine Kearse,Seattle Seahawks,1,4,3,75,1,0,0,0,Home,Atlanta Falcons,10
Kenny Stills,New Orleans Saints,1,4,3,75,1,0,0,0,Away,Dallas Cowboys,10
Andre Roberts,Arizona Cardinals,1,8,5,72,1,0,0,0,Away,Houston Texans,10
T.Y. Hilton,Indianapolis Colts,1,8,7,130,0,0,0,0,Away,St. Louis Rams,10
Alshon Jeffery,Chicago Bears,1,18,9,114,0,2,5,0,Away,Detroit Lions,10
Jarrett Boykin,Green Bay Packers,1,13,8,112,0,0,0,0,Away,Philadelphia Eagles,10
Rueben Randle,New York Giants,1,3,3,50,1,0,0,0,Away,Oakland Raiders,10
Torrey Smith,Baltimore Ravens,1,14,5,46,1,0,0,0,Away,Cincinnati Bengals,10
Antonio Brown,Pittsburgh Steelers,1,11,6,104,0,0,0,0,Away,Buffalo Bills,10
Jerricho Cotchery,Pittsburgh Steelers,1,2,2,31,1,0,0,0,Away,Buffalo Bills,10
Cordarrelle Patterson,Minnesota Vikings,1,4,2,22,1,0,0,0,Away,Washington Redskins,10
Terrance Williams,Dallas Cowboys,1,5,1,21,1,0,0,0,Home,New Orleans Saints,10
Terrelle Pryor,Oakland Raiders,1,0,0,0,0,5,19,1,Home,New York Giants,10
Kendall Wright,Tennessee Titans,1,9,7,78,0,0,0,0,Away,Jacksonville Jaguars,10
Doug Baldwin,Seattle Seahawks,1,8,5,76,0,0,0,0,Home,Atlanta Falcons,10
Darius Johnson,Atlanta Falcons,1,2,1,12,1,0,0,0,Away,Seattle Seahawks,10
DeAndre Hopkins,Houston Texans,1,11,6,69,0,0,0,0,Home,Arizona Cardinals,10
Kris Durham,Detroit Lions,1,1,1,5,1,0,0,0,Home,Chicago Bears,10
Tiquan Underwood,Tampa Bay Buccaneers,1,5,3,64,0,0,0,0,Away,Miami Dolphins,10
Steve Smith,Carolina Panthers,1,11,6,63,0,0,0,0,Home,San Francisco 49ers,10
Leonard Hankerson,Washington Redskins,1,5,5,61,0,0,0,0,Home,Minnesota Vikings,10
Brian Hartline,Miami Dolphins,1,8,5,57,0,0,0,0,Home,Tampa Bay Buccaneers,10
Jordy Nelson,Green Bay Packers,1,10,6,56,0,0,0,0,Away,Philadelphia Eagles,10
Chris Givens,St. Louis Rams,1,4,2,54,0,0,0,0,Home,Indianapolis Colts,10
Eric Decker,Denver Broncos,1,5,3,52,0,0,0,0,Home,San Diego Chargers,10
Justin Hunter,Tennessee Titans,1,7,2,51,0,0,0,0,Away,Jacksonville Jaguars,10
Harry Douglas,Atlanta Falcons,1,8,7,49,0,0,0,0,Away,Seattle Seahawks,10
Hakeem Nicks,New York Giants,1,4,4,49,0,0,0,0,Away,Oakland Raiders,10
Steve Johnson,Buffalo Bills,1,10,3,48,0,0,0,0,Home,Pittsburgh Steelers,10
Brandon LaFell,Carolina Panthers,1,8,4,48,0,0,0,0,Home,San Francisco 49ers,10
Denarius Moore,Oakland Raiders,1,9,3,45,0,0,0,0,Home,New York Giants,10
Jerome Simpson,Minnesota Vikings,1,6,4,45,0,0,0,0,Away,Washington Redskins,10
Dez Bryant,Dallas Cowboys,1,2,1,44,0,0,0,0,Home,New Orleans Saints,10
James Jones,Green Bay Packers,1,7,4,44,0,0,0,0,Away,Philadelphia Eagles,10
Cecil Shorts,Jacksonville Jaguars,1,4,2,42,0,0,0,0,Home,Tennessee Titans,10
Keenan Allen,San Diego Chargers,1,5,4,41,0,0,0,0,Away,Denver Broncos,10
Mike Brown,Jacksonville Jaguars,1,4,2,40,0,0,0,0,Home,Tennessee Titans,10
Emmanuel Sanders,Pittsburgh Steelers,1,6,4,13,0,1,25,0,Away,Buffalo Bills,10
Victor Cruz,New York Giants,1,10,3,37,0,0,0,0,Away,Oakland Raiders,10
Eddie Royal,San Diego Chargers,1,4,2,36,0,0,0,0,Away,Denver Broncos,10
Griff Whalen,Indianapolis Colts,1,5,3,36,0,0,0,0,Away,St. Louis Rams,10
Vincent Brown,San Diego Chargers,1,4,3,35,0,0,0,0,Away,Denver Broncos,10
DeVier Posey,Houston Texans,1,6,3,34,0,0,0,0,Home,Arizona Cardinals,10
Jarius Wright,Minnesota Vikings,1,3,2,34,0,0,0,0,Away,Washington Redskins,10
Michael Floyd,Arizona Cardinals,1,2,2,31,0,0,0,0,Away,Houston Texans,10
Darrius Heyward-Bey,Indianapolis Colts,1,6,3,30,0,0,0,0,Away,St. Louis Rams,10
Mario Manningham,San Francisco 49ers,1,6,3,30,0,0,0,0,Away,Carolina Panthers,10
Nate Washington,Tennessee Titans,1,5,3,29,0,0,0,0,Away,Jacksonville Jaguars,10
Vincent Jackson,Tampa Bay Buccaneers,1,8,3,28,0,0,0,0,Away,Miami Dolphins,10
Mohamed Sanu,Cincinnati Bengals,1,8,3,26,0,0,0,0,Home,Baltimore Ravens,10
Jason Avant,Philadelphia Eagles,1,4,2,25,0,0,0,0,Home,Green Bay Packers,10
Anquan Boldin,San Francisco 49ers,1,5,3,23,0,0,0,0,Away,Carolina Panthers,10
Larry Fitzgerald,Arizona Cardinals,1,6,3,23,0,0,0,0,Away,Houston Texans,10
Wes Welker,Denver Broncos,1,6,3,21,0,0,0,0,Home,San Diego Chargers,10
Roddy White,Atlanta Falcons,1,4,1,20,0,0,0,0,Away,Seattle Seahawks,10
