Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Jimmy Graham,New Orleans Saints,1,16,10,179,1,Home,Tampa Bay Buccaneers,2
Martellus Bennett,Chicago Bears,1,9,7,76,2,Away,Minnesota Vikings,2
Charles Clay,Miami Dolphins,1,7,5,109,0,Home,Indianapolis Colts,2
Greg Olsen,Carolina Panthers,1,8,7,84,1,Home,Buffalo Bills,2
Coby Fleener,Indianapolis Colts,1,8,4,69,1,Away,Miami Dolphins,2
Jermichael Finley,Green Bay Packers,1,7,6,65,1,Away,Washington Redskins,2
Antonio Gates,San Diego Chargers,1,10,8,124,0,Home,Philadelphia Eagles,2
Julius Thomas,Denver Broncos,1,9,6,47,1,Home,New York Giants,2
Kyle Rudolph,Minnesota Vikings,1,6,3,42,1,Home,Chicago Bears,2
Jordan Cameron,Cleveland Browns,1,7,5,95,0,Home,Baltimore Ravens,2
Clay Harbor,Jacksonville Jaguars,1,4,3,34,1,Home,Oakland Raiders,2
Garrett Graham,Houston Texans,1,5,3,30,1,Away,Tennessee Titans,2
Owen Daniels,Houston Texans,1,5,2,24,1,Away,Tennessee Titans,2
Jordan Reed,Washington Redskins,1,3,3,18,1,Home,Green Bay Packers,2
Brandon Myers,New York Giants,1,10,6,74,0,Away,Denver Broncos,2
Delanie Walker,Tennessee Titans,1,2,1,10,1,Home,Houston Texans,2
Tyler Eifert,Cincinnati Bengals,1,5,3,66,0,Away,Pittsburgh Steelers,2
Jermaine Gresham,Cincinnati Bengals,1,9,6,66,0,Away,Pittsburgh Steelers,2
Zach Ertz,Philadelphia Eagles,1,2,2,58,0,Away,San Diego Chargers,2
David Paulson,Pittsburgh Steelers,1,4,3,49,0,Home,Cincinnati Bengals,2
Nate Byham,Tampa Bay Buccaneers,1,1,1,34,0,Away,New Orleans Saints,2
Tony Gonzalez,Atlanta Falcons,1,8,4,33,0,Away,St. Louis Rams,2
Brandon Pettigrew,Detroit Lions,1,6,3,32,0,Home,Arizona Cardinals,2
Mychal Rivera,Oakland Raiders,1,3,3,32,0,Away,Jacksonville Jaguars,2
Jim Dray,Arizona Cardinals,1,7,5,31,0,Away,Detroit Lions,2
Sean McGrath,Kansas City Chiefs,1,4,2,31,0,Away,Dallas Cowboys,2
Anthony Fasano,Kansas City Chiefs,1,2,2,26,0,Away,Dallas Cowboys,2
Lance Kendricks,St. Louis Rams,1,3,2,23,0,Home,Atlanta Falcons,2
Zach Miller,Seattle Seahawks,1,4,2,22,0,Away,San Francisco 49ers,2
Vernon Davis,San Francisco 49ers,1,5,3,20,0,Home,Seattle Seahawks,2
James Hanna,Dallas Cowboys,1,5,4,20,0,Home,Kansas City Chiefs,2
Vance McDonald,San Francisco 49ers,1,2,1,19,0,Home,Seattle Seahawks,2
Billy Bajema,Baltimore Ravens,1,1,1,18,0,Away,Cleveland Browns,2
Kellen Winslow,New York Jets,1,6,3,16,0,Home,New England Patriots,2
Dominique Jones,Indianapolis Colts,1,2,1,13,0,Away,Miami Dolphins,2
Logan Paulsen,Washington Redskins,1,3,2,13,0,Home,Green Bay Packers,2
Bear Pascoe,New York Giants,1,2,2,12,0,Away,Denver Broncos,2
Jason Witten,Dallas Cowboys,1,8,3,12,0,Home,Kansas City Chiefs,2
Scott Chandler,Buffalo Bills,1,6,3,10,0,Away,Carolina Panthers,2
Jared Cook,St. Louis Rams,1,6,1,10,0,Home,Atlanta Falcons,2
Gavin Escobar,Dallas Cowboys,1,1,1,9,0,Home,Kansas City Chiefs,2
Allen Reisner,Jacksonville Jaguars,1,2,2,9,0,Home,Oakland Raiders,2
Dallas Clark,Baltimore Ravens,1,1,1,8,0,Away,Cleveland Browns,2
John Carlson,Minnesota Vikings,1,2,1,7,0,Home,Chicago Bears,2
Andrew Quarless,Green Bay Packers,1,3,1,7,0,Away,Washington Redskins,2
Virgil Green,Denver Broncos,1,1,1,5,0,Home,New York Giants,2
Mike McNeill,St. Louis Rams,1,1,1,5,0,Home,Atlanta Falcons,2
Levine Toilolo,Atlanta Falcons,1,1,1,4,0,Away,St. Louis Rams,2
Fred Davis,Washington Redskins,1,2,1,3,0,Home,Green Bay Packers,2
James Casey,Philadelphia Eagles,1,1,0,0,0,Away,San Diego Chargers,2
Brent Celek,Philadelphia Eagles,1,1,0,0,0,Away,San Diego Chargers,2
Ed Dickson,Baltimore Ravens,1,1,0,0,0,Away,Cleveland Browns,2
Michael Hoomanawanui,New England Patriots,1,1,0,0,0,Away,New York Jets,2
David Johnson,Pittsburgh Steelers,1,1,0,0,0,Home,Cincinnati Bengals,2
Steve Maneri,Chicago Bears,1,1,0,0,0,Away,Minnesota Vikings,2
Jeron Mastrud,Oakland Raiders,1,1,0,0,0,Away,Jacksonville Jaguars,2
Alex Smith,Cincinnati Bengals,1,1,0,0,0,Away,Pittsburgh Steelers,2
Craig Stevens,Tennessee Titans,1,1,0,0,0,Home,Houston Texans,2
Luke Willson,Seattle Seahawks,1,1,0,0,0,Away,San Francisco 49ers,2
