Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Julius Thomas,Denver Broncos,1,12,9,122,2,Home,Dallas Cowboys,5
Jason Witten,Dallas Cowboys,1,10,7,121,1,Away,Denver Broncos,5
Vernon Davis,San Francisco 49ers,1,6,3,88,1,Away,Houston Texans,5
Jeff Cumberland,New York Jets,1,4,3,79,1,Home,Atlanta Falcons,5
Jimmy Graham,New Orleans Saints,1,11,10,135,0,Home,Chicago Bears,5
Charles Clay,Miami Dolphins,1,6,3,52,1,Away,Baltimore Ravens,5
Brent Celek,Philadelphia Eagles,1,3,3,47,1,Home,New York Giants,5
Tony Gonzalez,Atlanta Falcons,1,14,10,97,0,Away,New York Jets,5
Lance Kendricks,St. Louis Rams,1,6,4,37,1,Away,Jacksonville Jaguars,5
Greg Olsen,Carolina Panthers,1,6,5,79,0,Home,Arizona Cardinals,5
Levine Toilolo,Atlanta Falcons,1,2,2,15,1,Away,New York Jets,5
Antonio Gates,San Diego Chargers,1,10,7,74,0,Home,Oakland Raiders,5
Jim Dray,Arizona Cardinals,1,2,2,13,1,Away,Carolina Panthers,5
Kellen Winslow,New York Jets,1,1,1,1,1,Home,Atlanta Falcons,5
Owen Daniels,Houston Texans,1,9,6,60,0,Home,San Francisco 49ers,5
Brandon Pettigrew,Detroit Lions,1,5,4,59,0,Home,Green Bay Packers,5
Martellus Bennett,Chicago Bears,1,5,5,56,0,Away,New Orleans Saints,5
Tony Scheffler,Detroit Lions,1,7,4,55,0,Home,Green Bay Packers,5
Sean McGrath,Kansas City Chiefs,1,6,4,54,0,Home,Tennessee Titans,5
Tyler Eifert,Cincinnati Bengals,1,7,5,53,0,Away,New England Patriots,5
Ed Dickson,Baltimore Ravens,1,2,2,51,0,Home,Miami Dolphins,5
Scott Chandler,Buffalo Bills,1,6,4,49,0,Home,Cleveland Browns,5
Delanie Walker,Tennessee Titans,1,6,4,43,0,Away,Kansas City Chiefs,5
Clay Harbor,Jacksonville Jaguars,1,5,3,39,0,Home,St. Louis Rams,5
Zach Ertz,Philadelphia Eagles,1,3,2,38,0,Home,New York Giants,5
Jordan Cameron,Cleveland Browns,1,5,3,36,0,Away,Buffalo Bills,5
Brandon Myers,New York Giants,1,5,2,35,0,Away,Philadelphia Eagles,5
Jermichael Finley,Green Bay Packers,1,6,6,32,0,Away,Detroit Lions,5
Luke Willson,Seattle Seahawks,1,4,2,28,0,Home,Indianapolis Colts,5
Jared Cook,St. Louis Rams,1,3,3,26,0,Away,Jacksonville Jaguars,5
Gavin Escobar,Dallas Cowboys,1,3,1,25,0,Away,Denver Broncos,5
Jermaine Gresham,Cincinnati Bengals,1,4,4,24,0,Away,New England Patriots,5
Coby Fleener,Indianapolis Colts,1,3,2,15,0,Away,Seattle Seahawks,5
Garrett Graham,Houston Texans,1,5,3,15,0,Home,San Francisco 49ers,5
Mychal Rivera,Oakland Raiders,1,3,1,5,0,Away,San Diego Chargers,5
James Hanna,Dallas Cowboys,1,1,1,3,0,Away,Denver Broncos,5
Gary Barnidge,Cleveland Browns,1,1,1,2,0,Away,Buffalo Bills,5
Michael Hoomanawanui,New England Patriots,1,2,1,2,0,Home,Cincinnati Bengals,5
Kevin Brock,Kansas City Chiefs,1,2,0,0,0,Home,Tennessee Titans,5
Michael Egnew,Miami Dolphins,1,1,0,0,0,Away,Baltimore Ravens,5
Ladarius Green,San Diego Chargers,1,1,0,0,0,Home,Oakland Raiders,5
Robert Housler,Arizona Cardinals,1,2,0,0,0,Away,Carolina Panthers,5
Dante Rosario,Chicago Bears,1,1,0,0,0,Away,New Orleans Saints,5
Lee Smith,Buffalo Bills,1,1,0,0,0,Home,Cleveland Browns,5
Ryan Taylor,Green Bay Packers,1,1,0,0,0,Away,Detroit Lions,5
Ben Watson,New Orleans Saints,1,1,0,0,0,Home,Chicago Bears,5
D.J. Williams,Jacksonville Jaguars,1,1,0,0,0,Home,St. Louis Rams,5
