Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Demaryius Thomas,Denver Broncos,1,6,5,57,0,0,0,0,Home,Dallas Cowboys,5
Danny Amendola,New England Patriots,1,9,4,55,0,0,0,0,Home,Cincinnati Bengals,5
Aaron Dobson,New England Patriots,1,4,2,49,0,0,0,0,Home,Cincinnati Bengals,5
Victor Cruz,New York Giants,1,12,5,48,0,0,0,0,Away,Philadelphia Eagles,5
Marvin Jones,Cincinnati Bengals,1,2,2,39,0,1,8,0,Away,New England Patriots,5
Brandon LaFell,Carolina Panthers,1,9,4,47,0,0,0,0,Home,Arizona Cardinals,5
Brian Quick,St. Louis Rams,1,2,2,45,0,0,0,0,Away,Jacksonville Jaguars,5
Roddy White,Atlanta Falcons,1,4,4,45,0,0,0,0,Away,New York Jets,5
Larry Fitzgerald,Arizona Cardinals,1,6,3,43,0,0,0,0,Away,Carolina Panthers,5
Julian Edelman,New England Patriots,1,7,2,35,0,1,7,0,Home,Cincinnati Bengals,5
Andre Johnson,Houston Texans,1,10,3,39,0,0,0,0,Home,San Francisco 49ers,5
Dwayne Bowe,Kansas City Chiefs,1,6,4,35,0,0,0,0,Home,Tennessee Titans,5
Nick Toon,New Orleans Saints,1,1,1,35,0,0,0,0,Home,Chicago Bears,5
Jason Avant,Philadelphia Eagles,1,7,3,33,0,0,0,0,Home,New York Giants,5
Tavon Austin,St. Louis Rams,1,6,3,32,0,0,0,0,Away,Jacksonville Jaguars,5
Terrelle Pryor,Oakland Raiders,1,0,0,0,0,11,31,0,Away,San Diego Chargers,5
Nate Washington,Tennessee Titans,1,8,3,30,0,0,0,0,Away,Kansas City Chiefs,5
Mohamed Sanu,Cincinnati Bengals,1,2,2,28,0,0,0,0,Away,New England Patriots,5
Ryan Broyles,Detroit Lions,1,2,2,27,0,0,0,0,Home,Green Bay Packers,5
Eddie Royal,San Diego Chargers,1,8,3,26,0,0,0,0,Home,Oakland Raiders,5
Davone Bess,Cleveland Browns,1,5,2,25,0,0,0,0,Away,Buffalo Bills,5
DeAndre Hopkins,Houston Texans,1,4,2,23,0,0,0,0,Home,San Francisco 49ers,5
Anquan Boldin,San Francisco 49ers,1,6,2,21,0,0,0,0,Away,Houston Texans,5
T.J. Graham,Buffalo Bills,1,5,2,21,0,0,0,0,Home,Cleveland Browns,5
Stephen Hill,New York Jets,1,2,2,21,0,0,0,0,Home,Atlanta Falcons,5
Brice Butler,Oakland Raiders,1,1,1,20,0,0,0,0,Away,San Diego Chargers,5
Steve Johnson,Buffalo Bills,1,3,2,19,0,0,0,0,Home,Cleveland Browns,5
Patrick Edwards,Detroit Lions,1,5,2,16,0,0,0,0,Home,Green Bay Packers,5
Chris Givens,St. Louis Rams,1,7,2,16,0,0,0,0,Away,Jacksonville Jaguars,5
Kenbrell Thompkins,New England Patriots,1,4,3,16,0,0,0,0,Home,Cincinnati Bengals,5
Marques Colston,New Orleans Saints,1,2,2,15,0,0,0,0,Home,Chicago Bears,5
Jacoby Ford,Oakland Raiders,1,2,2,15,0,0,0,0,Away,San Diego Chargers,5
Earl Bennett,Chicago Bears,1,3,1,14,0,0,0,0,Away,New Orleans Saints,5
Keshawn Martin,Houston Texans,1,1,1,14,0,0,0,0,Home,San Francisco 49ers,5
Dwayne Harris,Dallas Cowboys,1,2,1,13,0,0,0,0,Away,Denver Broncos,5
Jerrel Jernigan,New York Giants,1,3,2,13,0,0,0,0,Away,Philadelphia Eagles,5
Kyle Williams,San Francisco 49ers,1,0,0,0,0,1,13,0,Away,Houston Texans,5
Kevin Cone,Atlanta Falcons,1,1,1,12,0,0,0,0,Away,New York Jets,5
Deonte Thompson,Baltimore Ravens,1,7,2,11,0,0,0,0,Home,Miami Dolphins,5
Kenny Britt,Tennessee Titans,1,6,1,9,0,0,0,0,Away,Kansas City Chiefs,5
Chad Hall,Kansas City Chiefs,1,4,1,9,0,0,0,0,Home,Tennessee Titans,5
David Nelson,New York Jets,1,2,2,9,0,0,0,0,Home,Atlanta Falcons,5
Sidney Rice,Seattle Seahawks,1,4,1,8,0,0,0,0,Home,Indianapolis Colts,5
Darrius Heyward-Bey,Indianapolis Colts,1,6,0,0,0,1,7,0,Away,Seattle Seahawks,5
Harry Douglas,Atlanta Falcons,1,4,2,6,0,0,0,0,Away,New York Jets,5
Junior Hemingway,Kansas City Chiefs,1,1,1,6,0,0,0,0,Home,Tennessee Titans,5
DeVier Posey,Houston Texans,1,2,1,5,0,0,0,0,Home,San Francisco 49ers,5
Damian Williams,Tennessee Titans,1,2,1,4,0,0,0,0,Away,Kansas City Chiefs,5
Clyde Gates,New York Jets,1,1,1,3,0,0,0,0,Home,Atlanta Falcons,5
Jonathan Baldwin,San Francisco 49ers,1,2,0,0,0,0,0,0,Away,Houston Texans,5
Travis Benjamin,Cleveland Browns,1,1,0,0,0,0,0,0,Away,Buffalo Bills,5
Riley Cooper,Philadelphia Eagles,1,1,0,0,0,0,0,0,Home,New York Giants,5
Marcus Easley,Buffalo Bills,1,1,0,0,0,0,0,0,Home,Cleveland Browns,5
Jeremy Ebert,Jacksonville Jaguars,1,2,0,0,0,0,0,0,Home,St. Louis Rams,5
Armanti Edwards,Carolina Panthers,1,2,0,0,0,0,0,0,Home,Arizona Cardinals,5
Justin Hunter,Tennessee Titans,1,3,0,0,0,0,0,0,Away,Kansas City Chiefs,5
A.J. Jenkins,Kansas City Chiefs,1,1,0,0,0,0,0,0,Home,Tennessee Titans,5
Robert Meachem,New Orleans Saints,1,1,0,0,0,0,0,0,Home,Chicago Bears,5
Andre Roberts,Arizona Cardinals,1,1,0,0,0,0,0,0,Away,Carolina Panthers,5
Ace Sanders,Jacksonville Jaguars,1,1,0,0,0,0,0,0,Home,St. Louis Rams,5
Kenny Stills,New Orleans Saints,1,2,0,0,0,0,0,0,Home,Chicago Bears,5
