Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
LeSean McCoy,Philadelphia Eagles,1,18,133,2,6,6,29,0,Away,Chicago Bears,16
DeMarco Murray,Dallas Cowboys,1,22,96,1,3,3,15,1,Home,Washington Redskins,16
Donald Brown,Indianapolis Colts,1,10,79,1,3,2,31,1,Home,Kansas City Chiefs,16
Joique Bell,Detroit Lions,1,20,91,1,10,10,63,0,Away,New York Giants,16
Eddie Lacy,Green Bay Packers,1,15,84,2,3,2,6,0,Away,Pittsburgh Steelers,16
Jamaal Charles,Kansas City Chiefs,1,13,106,1,6,5,38,0,Away,Indianapolis Colts,16
LeGarrette Blount,New England Patriots,1,16,76,2,0,0,0,0,Home,Baltimore Ravens,16
Le'Veon Bell,Pittsburgh Steelers,1,26,124,1,3,1,5,0,Home,Green Bay Packers,16
Ryan Mathews,San Diego Chargers,1,25,99,1,5,3,20,0,Away,Oakland Raiders,16
Fred Jackson,Buffalo Bills,1,19,111,1,2,2,7,0,Away,Miami Dolphins,16
Bryce Brown,Philadelphia Eagles,1,9,115,1,0,0,0,0,Away,Chicago Bears,16
Zac Stacy,St. Louis Rams,1,33,104,1,1,1,5,0,Away,Tampa Bay Buccaneers,16
Frank Gore,San Francisco 49ers,1,21,97,1,1,1,6,0,Away,Atlanta Falcons,16
Shonn Greene,Tennessee Titans,1,19,91,1,1,1,0,0,Home,Jacksonville Jaguars,16
Alfred Morris,Washington Redskins,1,24,88,1,1,0,0,0,Away,Dallas Cowboys,16
Edwin Baker,Cleveland Browns,1,17,64,1,3,2,12,0,Home,New York Jets,16
DeAngelo Williams,Carolina Panthers,1,12,67,1,1,1,0,0,Away,New Orleans Saints,16
Chris Ivory,New York Jets,1,20,109,0,0,0,0,0,Away,Cleveland Browns,16
Steven Jackson,Atlanta Falcons,1,16,53,1,2,2,-4,0,Home,San Francisco 49ers,16
C.J. Spiller,Buffalo Bills,1,20,77,0,4,3,26,0,Away,Miami Dolphins,16
Knowshon Moreno,Denver Broncos,1,11,76,0,4,2,26,0,Home,Houston Texans,16
Bobby Rainey,Tampa Bay Buccaneers,1,20,37,1,1,1,4,0,Home,St. Louis Rams,16
BenJarvus Green-Ellis,Cincinnati Bengals,1,12,24,1,2,1,10,0,Away,Minnesota Vikings,16
