Player,Team,G,RushingAtt,RushingYard,RushingTD,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,Home or Away,Opponent,Week
Chris Johnson,Tennessee Titans,1,22,90,0,1,1,3,0,Home,Jacksonville Jaguars,16
Mark Ingram,New Orleans Saints,1,13,83,0,1,1,7,0,Home,Carolina Panthers,16
Chris Polk,Philadelphia Eagles,1,2,12,1,1,1,8,0,Away,Chicago Bears,16
Bilal Powell,New York Jets,1,7,54,0,5,4,26,0,Away,Cleveland Browns,16
Marshawn Lynch,Seattle Seahawks,1,18,71,0,2,2,5,0,Away,Arizona Cardinals,16
Darren McFadden,Oakland Raiders,1,4,8,1,3,1,8,0,Home,San Diego Chargers,16
Andre Ellington,Arizona Cardinals,1,15,64,0,3,2,8,0,Home,Seattle Seahawks,16
Rashad Jennings,Oakland Raiders,1,10,45,0,3,3,27,0,Home,San Diego Chargers,16
John Kuhn,Green Bay Packers,1,3,12,1,1,0,0,0,Away,Pittsburgh Steelers,16
James Starks,Green Bay Packers,1,10,47,0,1,1,23,0,Away,Pittsburgh Steelers,16
Shane Vereen,New England Patriots,1,2,6,0,2,1,4,1,Home,Baltimore Ravens,16
Maurice Jones-Drew,Jacksonville Jaguars,1,13,45,0,5,4,24,0,Away,Tennessee Titans,16
Theo Riddick,Detroit Lions,1,2,8,1,0,0,0,0,Away,New York Giants,16
Danny Woodhead,San Diego Chargers,1,8,52,0,3,3,16,0,Away,Oakland Raiders,16
Giovani Bernard,Cincinnati Bengals,1,13,20,0,4,2,47,0,Away,Minnesota Vikings,16
Rashard Mendenhall,Arizona Cardinals,1,21,63,0,0,0,0,0,Home,Seattle Seahawks,16
Ray Rice,Baltimore Ravens,1,11,40,0,3,2,23,0,Away,New England Patriots,16
Bernard Pierce,Baltimore Ravens,1,10,31,0,5,3,27,0,Away,New England Patriots,16
Trent Richardson,Indianapolis Colts,1,16,43,0,5,3,15,0,Home,Kansas City Chiefs,16
Andre Brown,New York Giants,1,16,40,0,3,2,14,0,Home,Detroit Lions,16
Matt Forte,Chicago Bears,1,9,29,0,5,4,25,0,Home,Philadelphia Eagles,16
Stevan Ridley,New England Patriots,1,15,54,0,1,0,0,0,Home,Baltimore Ravens,16
Kendall Hunter,San Francisco 49ers,1,3,51,0,0,0,0,0,Away,Atlanta Falcons,16
Adrian Peterson,Minnesota Vikings,1,11,45,0,1,1,2,0,Home,Cincinnati Bengals,16
Reggie Bush,Detroit Lions,1,12,34,0,4,2,10,0,Away,New York Giants,16
Montee Ball,Denver Broncos,1,4,32,0,1,0,0,0,Home,Houston Texans,16
Dennis Johnson,Houston Texans,1,12,29,0,4,2,1,0,Away,Denver Broncos,16
Deji Karim,Houston Texans,1,8,30,0,1,1,-1,0,Away,Denver Broncos,16
Marcel Reece,Oakland Raiders,1,0,0,0,6,4,26,0,Home,San Diego Chargers,16
Jacquizz Rodgers,Atlanta Falcons,1,3,10,0,3,3,15,0,Home,San Francisco 49ers,16
Jonathan Grimes,Houston Texans,1,5,23,0,0,0,0,0,Away,Denver Broncos,16
Brandon Bolden,New England Patriots,1,1,6,0,4,2,16,0,Home,Baltimore Ravens,16
Michael Bush,Chicago Bears,1,7,20,0,0,0,0,0,Home,Philadelphia Eagles,16
Darren Sproles,New Orleans Saints,1,1,2,0,5,3,18,0,Home,Carolina Panthers,16
Khiry Robinson,New Orleans Saints,1,6,18,0,0,0,0,0,Home,Carolina Panthers,16
Stepfan Taylor,Arizona Cardinals,1,2,15,0,0,0,0,0,Home,Seattle Seahawks,16
Pierre Thomas,New Orleans Saints,1,4,8,0,5,5,7,0,Home,Carolina Panthers,16
Jonathan Dwyer,Pittsburgh Steelers,1,1,7,0,1,1,7,0,Home,Green Bay Packers,16
Bernard Scott,Baltimore Ravens,1,2,11,0,1,1,2,0,Away,New England Patriots,16
Jason Snelling,Atlanta Falcons,1,1,-2,0,3,3,15,0,Home,San Francisco 49ers,16
Chris Ogbonnaya,Cleveland Browns,1,1,8,0,1,1,4,0,Home,New York Jets,16
Jed Collins,New Orleans Saints,1,3,8,0,2,2,3,0,Home,Carolina Panthers,16
Dexter McCluster,Kansas City Chiefs,1,0,0,0,3,1,11,0,Away,Indianapolis Colts,16
Denard Robinson,Jacksonville Jaguars,1,1,11,0,0,0,0,0,Away,Tennessee Titans,16
Jordan Todman,Jacksonville Jaguars,1,6,6,0,2,1,5,0,Away,Tennessee Titans,16
Daniel Thomas,Miami Dolphins,1,9,6,0,2,1,3,0,Home,Buffalo Bills,16
Tashard Choice,Indianapolis Colts,1,1,8,0,0,0,0,0,Home,Kansas City Chiefs,16
Lamar Miller,Miami Dolphins,1,3,8,0,0,0,0,0,Home,Buffalo Bills,16
Cyrus Gray,Kansas City Chiefs,1,0,0,0,1,1,7,0,Away,Indianapolis Colts,16
Felix Jones,Pittsburgh Steelers,1,1,7,0,1,0,0,0,Home,Green Bay Packers,16
Frank Summers,Buffalo Bills,1,2,7,0,0,0,0,0,Away,Miami Dolphins,16
Ronnie Hillman,Denver Broncos,1,3,6,0,0,0,0,0,Home,Houston Texans,16
Will Johnson,Pittsburgh Steelers,1,0,0,0,1,1,6,0,Home,Green Bay Packers,16
Cedric Peerman,Cincinnati Bengals,1,2,6,0,0,0,0,0,Away,Minnesota Vikings,16
Mike Tolbert,Carolina Panthers,1,1,1,0,2,2,5,0,Away,New Orleans Saints,16
Erik Lorig,Tampa Bay Buccaneers,1,0,0,0,2,2,5,0,Home,St. Louis Rams,16
Darrel Young,Washington Redskins,1,0,0,0,3,2,5,0,Away,Dallas Cowboys,16
Jackie Battle,Tennessee Titans,1,0,0,0,1,1,4,0,Home,Jacksonville Jaguars,16
Tyler Clutts,Dallas Cowboys,1,0,0,0,1,1,4,0,Home,Washington Redskins,16
Greg Jones,Houston Texans,1,0,0,0,2,1,4,0,Away,Denver Broncos,16
Brian Leonard,Tampa Bay Buccaneers,1,0,0,0,1,1,4,0,Home,St. Louis Rams,16
Roy Helu,Washington Redskins,1,1,-2,0,2,2,5,0,Away,Dallas Cowboys,16
Knile Davis,Kansas City Chiefs,1,1,2,0,0,0,0,0,Away,Indianapolis Colts,16
Michael Cox,New York Giants,1,2,1,0,0,0,0,0,Home,Detroit Lions,16
Stanley Havili,Indianapolis Colts,1,1,0,0,1,1,1,0,Home,Kansas City Chiefs,16
Taiwan Jones,Oakland Raiders,1,2,1,0,0,0,0,0,Home,San Diego Chargers,16
Vonta Leach,Baltimore Ravens,1,0,0,0,1,1,1,0,Away,New England Patriots,16
Tommy Bohanon,New York Jets,1,0,0,0,1,0,0,0,Away,Cleveland Browns,16
Michael Robinson,Seattle Seahawks,1,0,0,0,1,0,0,0,Away,Arizona Cardinals,16
Robert Turbin,Seattle Seahawks,1,0,0,0,0,0,0,0,Away,Arizona Cardinals,16
Benny Cunningham,St. Louis Rams,1,1,-2,0,1,0,0,0,Away,Tampa Bay Buccaneers,16
