Player,Team,G,PassingComp,PassingAtt,PassingYard,PassingTD,PassingINT,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent,Week
Peyton Manning,Denver Broncos,1,32,51,400,4,0,0,0,0,Home,Houston Texans,16
Andy Dalton,Cincinnati Bengals,1,27,38,366,4,0,1,10,0,Away,Minnesota Vikings,16
Geno Smith,New York Jets,1,20,36,214,2,0,10,48,1,Away,Cleveland Browns,16
Matt Ryan,Atlanta Falcons,1,37,48,348,2,2,0,0,0,Home,San Francisco 49ers,16
Colin Kaepernick,San Francisco 49ers,1,13,21,197,1,0,6,51,1,Away,Atlanta Falcons,16
Ben Roethlisberger,Pittsburgh Steelers,1,16,28,167,2,1,1,13,1,Home,Green Bay Packers,16
Nick Foles,Philadelphia Eagles,1,21,25,230,2,0,2,17,0,Away,Chicago Bears,16
Chad Henne,Jacksonville Jaguars,1,24,34,237,2,1,1,1,0,Away,Tennessee Titans,16
Tony Romo,Dallas Cowboys,1,17,27,226,2,1,1,-1,0,Home,Washington Redskins,16
Joe Flacco,Baltimore Ravens,1,22,38,260,0,2,2,0,1,Away,New England Patriots,16
Drew Brees,New Orleans Saints,1,30,44,281,1,2,1,9,0,Home,Carolina Panthers,16
Jay Cutler,Chicago Bears,1,20,35,222,1,1,2,15,0,Home,Philadelphia Eagles,16
Eli Manning,New York Giants,1,23,42,256,1,1,2,-2,0,Home,Detroit Lions,16
Andrew Luck,Indianapolis Colts,1,26,37,241,1,0,6,5,0,Home,Kansas City Chiefs,16
Matt Flynn,Green Bay Packers,1,21,39,232,1,1,2,8,0,Away,Pittsburgh Steelers,16
Kirk Cousins,Washington Redskins,1,21,36,197,1,1,2,10,0,Away,Dallas Cowboys,16
Philip Rivers,San Diego Chargers,1,19,29,201,1,1,4,-3,0,Away,Oakland Raiders,16
Cam Newton,Carolina Panthers,1,13,22,181,1,1,4,6,0,Away,New Orleans Saints,16
Matt Schaub,Houston Texans,1,18,37,176,1,2,1,5,0,Away,Denver Broncos,16
Ryan Fitzpatrick,Tennessee Titans,1,17,26,181,1,1,3,1,0,Home,Jacksonville Jaguars,16
Tom Brady,New England Patriots,1,14,26,172,1,0,0,0,0,Home,Baltimore Ravens,16
Carson Palmer,Arizona Cardinals,1,13,25,178,1,4,5,-3,0,Home,Seattle Seahawks,16
Russell Wilson,Seattle Seahawks,1,11,27,108,1,1,2,32,0,Away,Arizona Cardinals,16
Alex Smith,Kansas City Chiefs,1,16,29,153,0,2,6,47,0,Away,Indianapolis Colts,16
Matt Cassel,Minnesota Vikings,1,13,27,114,1,3,3,16,0,Home,Cincinnati Bengals,16
Jason Campbell,Cleveland Browns,1,18,40,178,0,2,2,21,0,Home,New York Jets,16
Matthew Stafford,Detroit Lions,1,25,42,222,0,2,1,-1,0,Away,New York Giants,16
Thaddeus Lewis,Buffalo Bills,1,15,25,193,0,1,8,13,0,Away,Miami Dolphins,16
Matt McGloin,Oakland Raiders,1,20,36,206,0,1,1,5,0,Home,San Diego Chargers,16
Mike Glennon,Tampa Bay Buccaneers,1,16,26,158,0,0,2,3,0,Home,St. Louis Rams,16
Kellen Clemens,St. Louis Rams,1,16,20,158,0,0,4,0,0,Away,Tampa Bay Buccaneers,16
Ryan Tannehill,Miami Dolphins,1,10,27,82,0,0,0,0,0,Home,Buffalo Bills,16
Tyrod Taylor,Baltimore Ravens,1,1,4,2,0,1,3,39,0,Away,New England Patriots,16
Matt Moore,Miami Dolphins,1,2,6,53,0,2,0,0,0,Home,Buffalo Bills,16
Josh McCown,Chicago Bears,1,2,4,20,0,0,1,-3,0,Home,Philadelphia Eagles,16
Josh Johnson,Cincinnati Bengals,1,0,0,0,0,0,4,3,0,Away,Minnesota Vikings,16
Luke McCown,New Orleans Saints,1,0,1,0,0,0,0,0,0,Home,Carolina Panthers,16
Michael Vick,Philadelphia Eagles,1,0,0,0,0,0,2,-2,0,Away,Chicago Bears,16
