Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Major Wright,Chicago Bears,1,6,1,0.0,1,1,1,0,Home,Pittsburgh Steelers
Eric Berry,Kansas City Chiefs,1,5,0,0.0,2,1,0,0,Home,Philadelphia Eagles
Mark Barron,Tampa Bay Buccaneers,1,8,3,0.5,1,1,0,0,Home,New England Patriots
DeAngelo Hall,Washington Redskins,1,3,1,0.0,2,1,0,0,Away,Detroit Lions
Tyrann Mathieu,Arizona Cardinals,1,9,1,0.0,1,1,0,0,Home,New Orleans Saints
Chris Conte,Chicago Bears,1,6,2,0.0,2,1,0,0,Home,Pittsburgh Steelers
Terence Newman,Cincinnati Bengals,1,6,0,0.0,1,1,0,1,Away,Green Bay Packers
Chris Houston,Detroit Lions,1,5,2,0.0,2,1,0,0,Home,Washington Redskins
T.J. Ward,Cleveland Browns,1,6,2,0.0,1,1,0,0,Home,Minnesota Vikings
Kenny Vaccaro,New Orleans Saints,1,6,1,0.0,1,1,0,0,Away,Arizona Cardinals
John Cyprien,Jacksonville Jaguars,1,3,4,1.0,0,0,1,0,Home,Seattle Seahawks
Robert Lester,Carolina Panthers,1,3,2,0.0,1,1,0,1,Away,New York Giants
William Moore,Atlanta Falcons,1,5,0,0.0,2,1,0,0,Home,Miami Dolphins
Leon Hall,Cincinnati Bengals,1,3,1,0.0,3,1,0,0,Away,Green Bay Packers
Harrison Smith,Minnesota Vikings,1,5,0,0.0,1,1,0,0,Away,Cleveland Browns
Melvin White,Carolina Panthers,1,2,0,0.0,1,1,1,0,Away,New York Giants
Sean Smith,Kansas City Chiefs,1,3,1,0.0,2,1,0,0,Home,Philadelphia Eagles
Nate Allen,Philadelphia Eagles,1,5,0,1.0,1,0,0,0,Away,Kansas City Chiefs
Rashean Mathis,Detroit Lions,1,7,0,0.0,3,0,0,0,Home,Washington Redskins
Robert McClain,Atlanta Falcons,1,6,0,1.0,0,0,0,0,Home,Miami Dolphins
Marcus Sherels,Minnesota Vikings,1,8,0,0.0,2,0,0,0,Away,Cleveland Browns
M.D. Jennings,Green Bay Packers,1,3,1,1.0,0,0,0,1,Home,Cincinnati Bengals
Keenan Lewis,New Orleans Saints,1,2,1,0.0,2,1,0,0,Away,Arizona Cardinals
Sam Shields,Green Bay Packers,1,3,1,0.0,1,1,0,0,Home,Cincinnati Bengals
Charles Woodson,Oakland Raiders,1,9,1,0.0,0,0,0,0,Home,Denver Broncos
William Gay,Pittsburgh Steelers,1,6,0,0.0,0,0,1,0,Away,Chicago Bears
James Ihedigbo,Baltimore Ravens,1,5,4,0.0,2,0,0,0,Away,Houston Texans
Mike Jenkins,Oakland Raiders,1,6,0,0.0,1,0,0,1,Home,Denver Broncos
Aqib Talib,New England Patriots,1,2,1,0.0,1,1,0,0,Away,Tampa Bay Buccaneers
Eric Weddle,San Diego Chargers,1,6,3,0.0,1,0,0,0,Home,Tennessee Titans
Tramon Williams,Green Bay Packers,1,3,3,1.0,0,0,0,0,Home,Cincinnati Bengals
Yeremiah Bell,Arizona Cardinals,1,6,0,0.0,2,0,0,0,Home,New Orleans Saints
Kam Chancellor,Seattle Seahawks,1,1,2,0.0,1,1,0,0,Away,Jacksonville Jaguars
Antonio Cromartie,New York Jets,1,5,0,0.0,0,0,1,0,Away,Buffalo Bills
Michael Griffin,Tennessee Titans,1,7,2,0.0,0,0,0,0,Away,San Diego Chargers
Joe Haden,Cleveland Browns,1,6,2,0.0,1,0,0,0,Home,Minnesota Vikings
Reshad Jones,Miami Dolphins,1,7,0,0.0,1,0,0,0,Away,Atlanta Falcons
Richard Marshall,San Diego Chargers,1,7,2,0.0,0,0,0,0,Home,Tennessee Titans
Brandon Meriweather,Washington Redskins,1,7,2,0.0,0,0,0,0,Away,Detroit Lions
Glover Quin,Detroit Lions,1,6,0,0.0,0,0,0,1,Home,Washington Redskins
Aaron Ross,New York Giants,1,0,0,0.0,3,1,0,0,Home,Carolina Panthers
Lardarius Webb,Baltimore Ravens,1,7,0,0.0,1,0,0,0,Away,Houston Texans
Dawan Landry,New York Jets,1,3,1,1.0,0,0,0,0,Away,Buffalo Bills
T.J. McDonald,St. Louis Rams,1,6,1,0.0,1,0,0,0,Home,Dallas Cowboys
Johnny Patrick,San Diego Chargers,1,6,1,0.0,1,0,0,0,Home,Tennessee Titans
Ryan Mundy,New York Giants,1,5,4,0.0,0,0,0,0,Home,Carolina Panthers
Orlando Scandrick,Dallas Cowboys,1,3,0,1.0,0,0,0,0,Away,St. Louis Rams
Jimmy Smith,Baltimore Ravens,1,6,0,0.0,1,0,0,0,Away,Houston Texans
Ike Taylor,Pittsburgh Steelers,1,6,0,0.0,1,0,0,0,Away,Chicago Bears
Alterraun Verner,Tennessee Titans,1,4,0,0.0,1,0,0,1,Away,San Diego Chargers
