Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR,Home or Away,Opponent
Robert Quinn,St. Louis Rams,1,6,0,3.0,0,0,0,0,Away,Tampa Bay Buccaneers
Mathias Kiwanuka,New York Giants,1,4,2,2.0,1,0,1,0,Home,Detroit Lions
Pat Sims,Oakland Raiders,1,10,5,1.0,0,0,0,0,Home,San Diego Chargers
Greg Hardy,Carolina Panthers,1,2,2,3.0,0,0,0,0,Away,New Orleans Saints
Kyle Williams,Buffalo Bills,1,4,1,2.0,0,0,0,0,Away,Miami Dolphins
Calais Campbell,Arizona Cardinals,1,3,1,2.0,0,0,0,0,Home,Seattle Seahawks
Everson Griffen,Minnesota Vikings,1,4,1,1.5,0,0,0,0,Home,Cincinnati Bengals
Robert Ayers,Denver Broncos,1,3,0,1.0,0,0,1,0,Home,Houston Texans
Nick Fairley,Detroit Lions,1,3,0,1.0,0,0,1,0,Away,New York Giants
Gerald McCoy,Tampa Bay Buccaneers,1,4,2,1.0,0,0,0,0,Home,St. Louis Rams
Sylvester Williams,Denver Broncos,1,5,0,1.0,0,0,0,0,Home,Houston Texans
Rob Ninkovich,New England Patriots,1,3,3,1.0,0,0,0,0,Home,Baltimore Ravens
Justin Smith,San Francisco 49ers,1,4,1,1.0,0,0,0,0,Away,Atlanta Falcons
Jason Babin,Jacksonville Jaguars,1,3,0,1.0,1,0,0,0,Away,Tennessee Titans
Red Bryant,Seattle Seahawks,1,2,4,1.0,0,0,0,0,Away,Arizona Cardinals
Carlos Dunlap,Cincinnati Bengals,1,1,4,0.5,1,0,0,1,Away,Minnesota Vikings
Justin Tuck,New York Giants,1,2,0,0.0,1,1,0,0,Home,Detroit Lions
Andre Branch,Jacksonville Jaguars,1,3,1,1.0,0,0,0,0,Away,Tennessee Titans
Akiem Hicks,New Orleans Saints,1,2,3,1.0,0,0,0,0,Home,Carolina Panthers
Jared Odrick,Miami Dolphins,1,4,1,0.0,0,0,1,0,Home,Buffalo Bills
Cameron Jordan,New Orleans Saints,1,1,4,1.0,0,0,0,0,Home,Carolina Panthers
Brett Keisel,Pittsburgh Steelers,1,1,0,1.0,0,0,0,1,Home,Green Bay Packers
Cory Redding,Indianapolis Colts,1,1,0,1.0,0,0,0,1,Home,Kansas City Chiefs
Ziggy Ansah,Detroit Lions,1,2,1,1.0,0,0,0,0,Away,New York Giants
Leger Douzable,New York Jets,1,0,5,1.0,0,0,0,0,Away,Cleveland Browns
Robert Mathis,Indianapolis Colts,1,2,1,0.0,1,0,1,0,Home,Kansas City Chiefs
Andre Carter,New England Patriots,1,2,0,1.0,0,0,0,0,Home,Baltimore Ravens
Arthur Jones,Baltimore Ravens,1,4,4,0.0,0,0,0,0,Away,New England Patriots
Fili Moala,Indianapolis Colts,1,1,2,0.5,0,0,0,1,Home,Kansas City Chiefs
Kamerion Wimbley,Tennessee Titans,1,2,0,1.0,0,0,0,0,Home,Jacksonville Jaguars
Adrian Clayborn,Tampa Bay Buccaneers,1,2,1,0.0,0,0,1,0,Home,St. Louis Rams
Cameron Heyward,Pittsburgh Steelers,1,3,3,0.0,1,0,0,0,Home,Green Bay Packers
Abry Jones,Jacksonville Jaguars,1,3,1,0.5,0,0,0,0,Away,Tennessee Titans
Domata Peko,Cincinnati Bengals,1,2,3,0.5,0,0,0,0,Away,Minnesota Vikings
Randy Starks,Miami Dolphins,1,4,3,0.0,0,0,0,0,Home,Buffalo Bills
Muhammad Wilkerson,New York Jets,1,3,1,0.5,0,0,0,0,Away,Cleveland Browns
William Hayes,St. Louis Rams,1,1,0,0.0,0,0,0,2,Away,Tampa Bay Buccaneers
Chris Long,St. Louis Rams,1,1,0,1.0,0,0,0,0,Away,Tampa Bay Buccaneers
Mike Neal,Green Bay Packers,1,5,0,0.0,0,0,0,0,Away,Pittsburgh Steelers
Corey Peters,Atlanta Falcons,1,1,0,1.0,0,0,0,0,Home,San Francisco 49ers
Olivier Vernon,Miami Dolphins,1,5,0,0.0,0,0,0,0,Home,Buffalo Bills
Mario Williams,Buffalo Bills,1,1,0,1.0,0,0,0,0,Away,Miami Dolphins
Corey Wootton,Chicago Bears,1,1,0,1.0,0,0,0,0,Home,Philadelphia Eagles
Jared Allen,Minnesota Vikings,1,1,3,0.5,0,0,0,0,Home,Cincinnati Bengals
William Gholston,Tampa Bay Buccaneers,1,3,3,0.0,0,0,0,0,Home,St. Louis Rams
Malik Jackson,Denver Broncos,1,4,1,0.0,0,0,0,0,Home,Houston Texans
Sheldon Richardson,New York Jets,1,3,3,0.0,0,0,0,0,Away,Cleveland Browns
Ahtyba Rubin,Cleveland Browns,1,3,3,0.0,0,0,0,0,Home,New York Jets
DeMarcus Ware,Dallas Cowboys,1,4,1,0.0,0,0,0,0,Home,Washington Redskins
Michael Bennett,Seattle Seahawks,1,3,2,0.0,0,0,0,0,Away,Arizona Cardinals
