,player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
110,Todd Gurley,RB,17.15,0.0,17.15,17.15,17.149999999999995,17.15
130,Ezekiel Elliott,RB,16.76,0.0,16.76,16.76,16.759999999999998,16.76
81,Devonta Freeman,RB,16.43,0.0,16.43,16.43,16.430000000000003,16.43
118,David Johnson,RB,16.35,0.0,16.35,16.35,16.350000000000005,16.35
28,DeAngelo Williams,RB,15.75,0.0,15.75,15.75,15.750000000000002,15.75
45,Lamar Miller,RB,15.3,0.0,15.3,15.3,15.3,15.3
22,Mark Ingram,RB,14.56,0.0,14.56,14.56,14.56,14.56
33,Adrian Peterson,RB,14.3,0.0,14.3,14.3,14.299999999999999,14.3
76,Latavius Murray,RB,13.6,0.0,13.6,13.6,13.600000000000001,13.6
91,James White,RB,13.18,0.0,13.18,13.18,13.18,13.18
9,LeSean McCoy,RB,13.18,0.0,13.18,13.18,13.18,13.18
43,Doug Martin,RB,13.13,0.0,13.13,13.13,13.130000000000003,13.13
106,Duke Johnson,RB,13.1,0.0,13.1,13.1,13.099999999999998,13.1
89,Carlos Hyde,RB,12.73,0.0,12.73,12.73,12.729999999999999,12.73
69,Eddie Lacy,RB,12.48,0.0,12.48,12.48,12.480000000000004,12.48
71,Spencer Ware,RB,12.3,0.0,12.3,12.3,12.300000000000002,12.3
5,Danny Woodhead,RB,11.93,0.0,11.93,11.93,11.930000000000003,11.93
13,Ryan Mathews,RB,11.55,0.0,11.55,11.55,11.549999999999999,11.55
1,Matt Forte,RB,11.47,0.0,11.47,11.47,11.469999999999999,11.47
7,Rashad Jennings,RB,10.92,0.0,10.92,10.92,10.920000000000002,10.92
75,C.J. Anderson,RB,10.9,0.0,10.9,10.9,10.9,10.9
66,Theo Riddick,RB,10.84,0.0,10.84,10.84,10.839999999999998,10.84
12,LeGarrette Blount,RB,10.76,0.0,10.76,10.76,10.760000000000002,10.76
30,Frank Gore,RB,10.34,0.0,10.34,10.34,10.34,10.34
109,T.J. Yeldon,RB,10.32,0.0,10.32,10.32,10.32,10.32
90,Charles Sims,RB,10.21,0.0,10.21,10.21,10.210000000000003,10.21
108,Melvin Gordon,RB,10.03,0.0,10.03,10.03,10.030000000000003,10.03
17,DeMarco Murray,RB,9.92,0.0,9.92,9.92,9.92,9.92
104,Jeremy Langford,RB,9.92,0.0,9.92,9.92,9.92,9.92
68,Giovani Bernard,RB,9.88,0.0,9.88,9.88,9.88,9.88
95,Charcandrick West,RB,9.88,0.0,9.88,9.88,9.88,9.88
4,Jonathan Stewart,RB,9.86,0.0,9.86,9.86,9.860000000000003,9.86
101,Ameer Abdullah,RB,9.62,0.0,9.62,9.62,9.62,9.62
115,Matt Jones,RB,9.45,0.0,9.45,9.45,9.45,9.45
