,player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
44,Antonio Brown,WR,28.03,0.0,28.03,28.03,28.029999999999998,28.03
30,Julio Jones,WR,26.0,0.0,26.0,26.0,26.000000000000004,26.0
103,Odell Beckham,WR,19.68,0.0,19.68,19.68,19.68,19.68
85,DeAndre Hopkins,WR,18.76,0.0,18.76,18.76,18.76,18.76
33,Brandon Marshall,WR,18.24,0.0,18.24,18.24,18.240000000000002,18.24
16,Dez Bryant,WR,18.12,0.0,18.12,18.12,18.12,18.12
64,Alshon Jeffery,WR,17.2,0.0,17.2,17.2,17.2,17.2
3,Jordy Nelson,WR,17.12,0.0,17.12,17.12,17.12,17.12
28,A.J. Green,WR,16.99,0.0,16.99,16.99,16.99,16.99
97,Mike Evans,WR,16.54,0.0,16.54,16.54,16.540000000000006,16.54
84,Keenan Allen,WR,16.21,0.0,16.21,16.21,16.21,16.21
106,Allen Robinson,WR,15.93,0.0,15.93,15.93,15.929999999999998,15.93
104,Brandin Cooks,WR,15.91,0.0,15.91,15.91,15.909999999999998,15.91
139,Amari Cooper,WR,15.73,0.0,15.73,15.73,15.729999999999997,15.73
27,Randall Cobb,WR,15.72,0.0,15.72,15.72,15.720000000000002,15.72
21,Golden Tate,WR,15.53,0.0,15.53,15.53,15.530000000000005,15.53
96,Sammy Watkins,WR,15.48,0.0,15.48,15.48,15.479999999999999,15.48
100,Jarvis Landry,WR,15.46,0.0,15.46,15.46,15.46,15.46
37,Larry Fitzgerald,WR,15.11,0.0,15.11,15.11,15.109999999999998,15.11
18,Eric Decker,WR,15.11,0.0,15.11,15.11,15.109999999999998,15.11
56,T.Y. Hilton,WR,14.96,0.0,14.96,14.96,14.96,14.96
22,Demaryius Thomas,WR,14.48,0.0,14.48,14.48,14.480000000000002,14.48
108,Donte Moncrief,WR,14.23,0.0,14.23,14.23,14.229999999999999,14.23
52,Doug Baldwin,WR,14.14,0.0,14.14,14.14,14.14,14.14
164,Corey Coleman,WR,14.12,0.0,14.12,14.12,14.12,14.12
10,Michael Crabtree,WR,14.11,0.0,14.11,14.11,14.11,14.11
15,Julian Edelman,WR,14.05,0.0,14.05,14.05,14.050000000000002,14.05
13,Jeremy Maclin,WR,13.97,0.0,13.97,13.97,13.97,13.97
79,Tavon Austin,WR,13.67,0.0,13.67,13.67,13.670000000000002,13.67
117,John Brown,WR,13.39,0.0,13.39,13.39,13.39,13.39
105,Jordan Matthews,WR,13.36,0.0,13.36,13.36,13.360000000000003,13.36
119,Willie Snead,WR,12.61,0.0,12.61,12.61,12.61,12.61
134,Tyler Lockett,WR,12.44,0.0,12.44,12.44,12.44,12.44
57,Marvin Jones,WR,12.43,0.0,12.43,12.43,12.43,12.43
161,Sterling Shepard,WR,12.37,0.0,12.37,12.37,12.370000000000001,12.37
55,Michael Floyd,WR,12.2,0.0,12.2,12.2,12.2,12.2
38,Vincent Jackson,WR,12.12,0.0,12.12,12.12,12.120000000000003,12.12
60,Rishard Matthews,WR,11.59,0.0,11.59,11.59,11.59,11.59
20,Emmanuel Sanders,WR,11.49,0.0,11.49,11.49,11.49,11.49
