,player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
123,Allen Hurns,WR,11.47,0.0,11.47,11.47,11.469999999999999,11.47
34,Steve Smith,WR,11.23,0.0,11.23,11.23,11.230000000000002,11.23
4,DeSean Jackson,WR,10.99,0.0,10.99,10.99,10.989999999999998,10.99
53,Terrelle Pryor,WR,10.86,0.0,10.86,10.86,10.860000000000003,10.86
98,Kelvin Benjamin,WR,10.86,0.0,10.86,10.86,10.860000000000003,10.86
65,Mohamed Sanu,WR,10.79,0.0,10.79,10.79,10.79,10.79
143,Stefon Diggs,WR,10.72,0.0,10.72,10.72,10.72,10.72
31,Torrey Smith,WR,10.71,0.0,10.71,10.71,10.709999999999999,10.71
178,Michael Thomas,WR,10.64,0.0,10.64,10.64,10.640000000000002,10.64
54,Travis Benjamin,WR,10.62,0.0,10.62,10.62,10.620000000000001,10.62
87,Kenny Stills,WR,10.16,0.0,10.16,10.16,10.160000000000002,10.16
165,Will Fuller,WR,10.14,0.0,10.14,10.14,10.14,10.14
158,Laquon Treadwell,WR,10.05,0.0,10.05,10.05,10.05,10.05
131,Phillip Dorsett,WR,9.99,0.0,9.99,9.99,9.99,9.99
136,Devin Funchess,WR,9.94,0.0,9.94,9.94,9.940000000000003,9.94
78,Markus Wheaton,WR,9.69,0.0,9.69,9.69,9.690000000000001,9.69
6,Pierre Garcon,WR,9.64,0.0,9.64,9.64,9.64,9.64
50,Kamar Aiken,WR,9.17,0.0,9.17,9.17,9.169999999999998,9.17
9,Kenny Britt,WR,9.17,0.0,9.17,9.17,9.169999999999998,9.17
75,Terrance Williams,WR,8.61,0.0,8.61,8.61,8.609999999999998,8.61
128,Jamison Crowder,WR,8.51,0.0,8.51,8.51,8.510000000000003,8.51
162,Tajae Sharpe,WR,8.48,0.0,8.48,8.48,8.48,8.48
170,Tyler Boyd,WR,8.33,0.0,8.33,8.33,8.33,8.33
102,Davante Adams,WR,8.08,0.0,8.08,8.08,8.08,8.08
86,Robert Woods,WR,7.81,0.0,7.81,7.81,7.810000000000001,7.81
142,Nelson Agholor,WR,7.81,0.0,7.81,7.81,7.810000000000001,7.81
69,Cole Beasley,WR,7.5,0.0,7.5,7.5,7.499999999999999,7.5
76,Quinton Patton,WR,7.48,0.0,7.48,7.48,7.4799999999999995,7.48
40,Ted Ginn,WR,7.18,0.0,7.18,7.18,7.180000000000001,7.18
36,Anquan Boldin,WR,7.13,0.0,7.13,7.13,7.13,7.13
42,Mike Wallace,WR,7.12,0.0,7.12,7.12,7.120000000000001,7.12
129,Justin Hardy,WR,7.1,0.0,7.1,7.1,7.1000000000000005,7.1
58,Jermaine Kearse,WR,7.05,0.0,7.05,7.05,7.050000000000001,7.05
70,Rod Streater,WR,7.03,0.0,7.03,7.03,7.029999999999999,7.03
153,Eli Rogers,WR,6.63,0.0,6.63,6.63,6.630000000000002,6.63
19,Brandon LaFell,WR,6.63,0.0,6.63,6.63,6.630000000000002,6.63
141,Breshad Perriman,WR,6.53,0.0,6.53,6.53,6.53,6.53
43,Victor Cruz,WR,6.49,0.0,6.49,6.49,6.489999999999999,6.49
48,Chris Hogan,WR,6.45,0.0,6.45,6.45,6.45,6.45
80,Marquise Goodwin,WR,6.34,0.0,6.34,6.34,6.34,6.34
126,Seth Roberts,WR,6.29,0.0,6.29,6.29,6.29,6.29
144,Chris Conley,WR,5.86,0.0,5.86,5.86,5.860000000000001,5.86
51,Dontrelle Inman,WR,5.83,0.0,5.83,5.83,5.83,5.83
24,Jeremy Kerley,WR,5.74,0.0,5.74,5.74,5.739999999999999,5.74
140,Dorial Green-Beckham,WR,5.33,0.0,5.33,5.33,5.33,5.33
5,Eddie Royal,WR,5.21,0.0,5.21,5.21,5.210000000000001,5.21
132,Rashad Greene,WR,5.01,0.0,5.01,5.01,5.01,5.01
138,Sammie Coates,WR,4.94,0.0,4.94,4.94,4.9399999999999995,4.94
120,Albert Wilson,WR,4.83,0.0,4.83,4.83,4.83,4.83
166,Braxton Miller,WR,4.78,0.0,4.78,4.78,4.780000000000001,4.78
63,Jarius Wright,WR,4.78,0.0,4.78,4.78,4.78,4.78
101,Paul Richardson,WR,4.46,0.0,4.46,4.46,4.460000000000001,4.46
137,Jaelen Strong,WR,4.36,0.0,4.36,4.36,4.359999999999999,4.36
61,Brian Quick,WR,4.22,0.0,4.22,4.22,4.220000000000001,4.22
179,Robby Anderson,WR,4.19,0.0,4.19,4.19,4.19,4.19
156,Tyrell Williams,WR,4.08,0.0,4.08,4.08,4.08,4.08
45,Andrew Hawkins,WR,3.96,0.0,3.96,3.96,3.9600000000000004,3.96
146,J.J. Nelson,WR,3.9,0.0,3.9,3.9,3.8999999999999995,3.9
7,Danny Amendola,WR,3.86,0.0,3.86,3.86,3.8600000000000008,3.86
171,Rashard Higgins,WR,3.71,0.0,3.71,3.71,3.7100000000000004,3.71
29,Andre Holmes,WR,3.48,0.0,3.48,3.48,3.4800000000000004,3.48
125,Corey Brown,WR,3.35,0.0,3.35,3.35,3.35,3.35
115,Quincy Enunwa,WR,3.33,0.0,3.33,3.33,3.3300000000000005,3.33
35,Andre Johnson,WR,3.19,0.0,3.19,3.19,3.19,3.19
11,Jordan Norwood,WR,3.17,0.0,3.17,3.17,3.17,3.17
99,Marqise Lee,WR,3.13,0.0,3.13,3.13,3.1300000000000003,3.13
112,Josh Huff,WR,3.09,0.0,3.09,3.09,3.09,3.09
1,Harry Douglas,WR,2.98,0.0,2.98,2.98,2.9800000000000004,2.98
160,Malcolm Mitchell,WR,2.57,0.0,2.57,2.57,2.5700000000000003,2.57
12,Darrius Heyward-Bey,WR,2.57,0.0,2.57,2.57,2.5700000000000003,2.57
133,Ty Montgomery,WR,2.11,0.0,2.11,2.11,2.1100000000000003,2.11
159,Leonte Carroo,WR,1.94,0.0,1.94,1.94,1.9400000000000002,1.94
107,Cody Latimer,WR,1.75,0.0,1.75,1.75,1.75,1.75
23,Dwayne Harris,WR,1.71,0.0,1.71,1.71,1.71,1.71
114,Jared Abbrederis,WR,1.67,0.0,1.67,1.67,1.67,1.67
173,Charone Peake,WR,1.63,0.0,1.63,1.63,1.6300000000000001,1.63
130,Keith Mumphery,WR,1.62,0.0,1.62,1.62,1.62,1.62
167,Aaron Burbridge,WR,1.38,0.0,1.38,1.38,1.38,1.38
47,Bryan Walters,WR,1.25,0.0,1.25,1.25,1.25,1.25
150,Lucky Whitehead,WR,1.24,0.0,1.24,1.24,1.24,1.24
90,Brice Butler,WR,1.17,0.0,1.17,1.17,1.17,1.17
88,Nick Williams,WR,1.16,0.0,1.16,1.16,1.1600000000000001,1.16
121,Brandon Coleman,WR,1.15,0.0,1.15,1.15,1.15,1.15
83,Justin Hunter,WR,1.11,0.0,1.11,1.11,1.1099999999999999,1.11
154,Adam Humphries,WR,0.94,0.0,0.94,0.94,0.9400000000000001,0.94
157,Chris Moore,WR,0.93,0.0,0.93,0.93,0.93,0.93
113,Ryan Grant,WR,0.89,0.0,0.89,0.89,0.8900000000000001,0.89
152,Bradley Marquez,WR,0.89,0.0,0.89,0.89,0.8900000000000001,0.89
89,Charles Johnson,WR,0.86,0.0,0.86,0.86,0.86,0.86
95,Jaron Brown,WR,0.84,0.0,0.84,0.84,0.8400000000000001,0.84
111,Devin Street,WR,0.8,0.0,0.8,0.8,0.8,0.8
172,Ricardo Louis,WR,0.75,0.0,0.75,0.75,0.75,0.75
168,Jordan Payton,WR,0.75,0.0,0.75,0.75,0.75,0.75
177,Tyreek Hill,WR,0.73,0.0,0.73,0.73,0.73,0.73
174,Demarcus Robinson,WR,0.73,0.0,0.73,0.73,0.73,0.73
93,Rashad Ross,WR,0.6,0.0,0.6,0.6,0.6000000000000001,0.6
67,Deonte Thompson,WR,0.58,0.0,0.58,0.58,0.5800000000000001,0.58
71,Griff Whalen,WR,0.56,0.0,0.56,0.56,0.56,0.56
82,Cordarrelle Patterson,WR,0.54,0.0,0.54,0.54,0.54,0.54
169,Trevor Davis,WR,0.5,0.0,0.5,0.5,0.5,0.5
182,Roger Lewis,WR,0.5,0.0,0.5,0.5,0.5,0.5
110,DeAnthony Thomas,WR,0.48,0.0,0.48,0.48,0.48,0.48
163,Cody Core,WR,0.46,0.0,0.46,0.46,0.46,0.46
91,Adam Thielen,WR,0.46,0.0,0.46,0.46,0.46,0.46
72,Josh Bellamy,WR,0.43,0.0,0.43,0.43,0.43,0.43
94,Russell Shepard,WR,0.35,0.0,0.35,0.35,0.35000000000000003,0.35
183,Jalin Marshall,WR,0.0,0.0,0.0,0.0,--,0.0
175,Anthony Dable,WR,0.0,0.0,0.0,0.0,--,0.0
176,Jakeem Grant,WR,0.0,0.0,0.0,0.0,--,0.0
155,Darius Jennings,WR,0.0,0.0,0.0,0.0,--,0.0
181,Alex Erickson,WR,0.0,0.0,0.0,0.0,--,0.0
180,Devon Cajuste,WR,0.0,0.0,0.0,0.0,--,0.0
0,Andre Caldwell,WR,0.0,0.0,0.0,0.0,--,0.0
92,Frankie Hammond,WR,0.0,0.0,0.0,0.0,--,0.0
151,Chris Harper,WR,0.0,0.0,0.0,0.0,--,0.0
149,Cameron Meredith,WR,0.0,0.0,0.0,0.0,--,0.0
2,Jerome Simpson,WR,0.0,0.0,0.0,0.0,--,0.0
8,Matt Slater,WR,0.0,0.0,0.0,0.0,--,0.0
14,Brandon Tate,WR,0.0,0.0,0.0,0.0,--,0.0
17,Riley Cooper,WR,0.0,0.0,0.0,0.0,--,0.0
25,Greg Salas,WR,0.0,0.0,0.0,0.0,--,0.0
26,Cecil Shorts,WR,0.0,0.0,0.0,0.0,--,0.0
32,Dwayne Bowe,WR,0.0,0.0,0.0,0.0,--,0.0
39,Eric Weems,WR,0.0,0.0,0.0,0.0,--,0.0
41,James Jones,WR,0.0,0.0,0.0,0.0,--,0.0
46,Vincent Brown,WR,0.0,0.0,0.0,0.0,--,0.0
49,Jeremy Ross,WR,0.0,0.0,0.0,0.0,--,0.0
59,Keshawn Martin,WR,0.0,0.0,0.0,0.0,--,0.0
62,Nick Toon,WR,0.0,0.0,0.0,0.0,--,0.0
66,Rueben Randle,WR,0.0,0.0,0.0,0.0,--,0.0
68,Chris Givens,WR,0.0,0.0,0.0,0.0,--,0.0
73,Brenton Bersin,WR,0.0,0.0,0.0,0.0,--,0.0
74,Brittan Golden,WR,0.0,0.0,0.0,0.0,--,0.0
77,Aaron Dobson,WR,0.0,0.0,0.0,0.0,--,0.0
81,Marlon Brown,WR,0.0,0.0,0.0,0.0,--,0.0
109,Walt Powell,WR,0.0,0.0,0.0,0.0,--,0.0
116,T.J. Jones,WR,0.0,0.0,0.0,0.0,--,0.0
118,Jonathan Krause,WR,0.0,0.0,0.0,0.0,--,0.0
122,Kain Colter,WR,0.0,0.0,0.0,0.0,--,0.0
124,Corey Washington,WR,0.0,0.0,0.0,0.0,--,0.0
127,Taylor Gabriel,WR,0.0,0.0,0.0,0.0,--,0.0
135,Vince Mayle,WR,0.0,0.0,0.0,0.0,--,0.0
145,Geremy Davis,WR,0.0,0.0,0.0,0.0,--,0.0
147,DeAndrew White,WR,0.0,0.0,0.0,0.0,--,0.0
148,Evan Spencer,WR,0.0,0.0,0.0,0.0,--,0.0
184,Nelson Spruce,WR,0.0,0.0,0.0,0.0,--,0.0
