,Unnamed: 0,playerId,rushAtt,rushYds,rushTds,rec,recYds,recTds,fumbles,analyst,player,position,games,rush40,rec40,returnYds,returnTds,twoPts,Fantasy Points
219,220,2533034,21.4,73.5,0.6,2.8,22.5,0.1,0.2,3,Lamar Miller,RB,1.0,0.1,0.0,0.0,0.0,0.0,16.4
220,221,2533037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Chris Polk,RB,,0.0,0.0,0.0,0.0,0.0,0.0
221,222,2533437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Ronnie Hillman,RB,,0.0,0.0,0.0,0.0,0.0,0.0
222,223,2533457,5.7,19.9,0.2,0.6,3.5,0.0,0.0,3,Alfred Morris,RB,1.0,0.0,0.0,0.0,0.0,0.0,4.14
223,224,2533460,3.8,13.9,0.1,0.5,4.2,0.0,0.0,3,Robert Turbin,RB,1.0,0.0,0.0,0.0,0.0,0.0,2.91
224,225,2533545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Bernard Pierce,RB,,0.0,0.0,0.0,0.0,0.0,0.0
225,226,2534437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Austin Johnson,RB,,0.0,0.0,0.0,0.0,0.0,0.0
226,227,2534571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Bobby Rainey,RB,,0.0,0.0,0.0,0.0,0.0,0.0
227,228,2534770,0.6,2.2,0.0,0.3,2.2,0.0,0.0,3,Jonathan Grimes,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.74
228,229,2534789,1.9,7.1,0.1,1.1,8.1,0.0,0.0,3,Daryl Richardson,RB,1.0,0.0,0.0,0.0,0.0,0.0,3.22
229,230,2534796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Bryce Brown,RB,,0.0,0.0,0.0,0.0,0.0,0.0
230,231,2535696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Joe Banyard,RB,,0.0,0.0,0.0,0.0,0.0,0.0
231,232,2535708,1.7,10.3,0.1,1.8,21.0,0.1,0.0,3,Lance Dunbar,RB,1.0,0.0,0.2,0.0,0.0,0.0,6.13
232,233,2535890,1.5,4.4,0.1,2.0,21.7,0.1,0.0,3,Travaris Cadet,RB,1.0,0.0,0.1,0.0,0.0,0.0,5.81
233,234,2536044,0.5,2.0,0.0,0.3,3.9,0.0,0.0,3,Jamize Olawale,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.89
234,235,2539199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Cameron Marshall,RB,,0.0,0.0,0.0,0.0,0.0,0.0
235,236,2539217,3.8,14.1,0.1,0.8,7.4,0.0,0.0,3,Andre Ellington,RB,1.0,0.0,0.0,45.0,0.0,0.0,3.55
236,237,2539260,3.0,9.7,0.1,0.5,4.3,0.0,0.0,3,Denard Robinson,RB,1.0,0.0,0.0,0.0,0.0,0.0,2.5
237,238,2539265,0.3,0.7,0.0,0.0,0.0,0.0,0.0,3,Rex Burkhead,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.07
238,239,2539289,3.9,12.2,0.1,0.3,1.8,0.0,0.0,3,Kenjon Barner,RB,1.0,0.0,0.0,0.0,0.0,0.0,2.3
239,240,2539303,0.6,1.6,0.0,0.3,2.6,0.0,0.0,3,Zach Line,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.72
240,241,2539315,0.3,1.0,0.0,0.2,1.2,0.0,0.0,3,Stepfan Taylor,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.42
241,242,2539322,13.6,48.2,0.5,1.3,8.6,0.1,0.0,3,Christine Michael,RB,1.0,0.1,0.0,0.0,0.0,0.0,10.58
242,243,2539341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Montee Ball,RB,,0.0,0.0,0.0,0.0,0.0,0.0
243,244,2539663,1.9,6.8,0.1,0.2,1.4,0.0,0.0,3,Mike Gillislee,RB,1.0,0.0,0.0,0.0,0.0,0.0,1.62
244,245,2539980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Kerwynn Williams,RB,,0.0,0.0,0.0,0.0,0.0,0.0
245,246,2540011,4.7,20.0,0.1,2.5,19.8,0.1,0.1,3,Chris Thompson,RB,1.0,0.0,0.0,0.0,0.0,0.0,7.58
246,247,2540020,14.1,47.8,0.2,5.0,43.2,0.2,0.1,3,Theo Riddick,RB,1.0,0.1,0.1,0.0,0.0,0.0,16.4
247,248,2540037,14.6,51.5,0.1,1.2,9.1,0.0,0.1,3,Fozzy Whittaker,RB,1.0,0.1,0.0,0.0,0.0,0.0,7.76
248,249,2540156,9.1,28.0,0.2,3.7,31.7,0.2,0.1,3,Giovani Bernard,RB,1.0,0.0,0.0,0.0,0.0,0.0,11.97
249,250,2540168,15.9,56.5,0.6,1.8,15.7,0.1,0.1,3,Eddie Lacy,RB,1.0,0.1,0.0,0.0,0.0,0.0,13.12
250,251,2540175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,LeVeon Bell,RB,,0.0,0.0,0.0,0.0,0.0,0.0
251,252,2540178,0.3,0.8,0.0,0.2,1.2,0.0,0.0,3,Knile Davis,RB,1.0,0.0,0.0,56.9,0.0,0.0,0.4
252,253,2540204,11.2,36.8,0.2,1.1,7.0,0.0,0.1,3,Spencer Ware,RB,1.0,0.1,0.0,0.0,0.0,0.0,6.58
253,254,2540224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Mike James,RB,,0.0,0.0,0.0,0.0,0.0,0.0
254,255,2540225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Tommy Bohanon,RB,,0.0,0.0,0.0,0.0,0.0,0.0
255,256,2540230,0.0,0.0,0.0,1.2,11.7,0.0,0.0,3,Kyle Juszczyk,RB,1.0,0.0,0.0,0.0,0.0,0.0,2.37
256,257,2540269,19.9,71.9,0.6,2.8,17.0,0.1,0.1,3,C.J. Anderson,RB,1.0,0.1,0.0,0.0,0.0,0.0,15.79
257,258,2540273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Zac Stacy,RB,,0.0,0.0,0.0,0.0,0.0,0.0
258,259,2541161,14.2,49.6,0.4,2.5,19.5,0.1,0.1,3,Latavius Murray,RB,1.0,0.1,0.0,0.0,0.0,0.0,12.31
259,260,2541544,3.3,10.9,0.1,1.8,17.3,0.1,0.0,3,Benny Cunningham,RB,1.0,0.0,0.0,38.0,0.0,0.0,5.82
260,261,2541778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Kendall Gaskins,RB,,0.0,0.0,0.0,0.0,0.0,0.0
261,262,2541910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,George Winn,RB,,0.0,0.0,0.0,0.0,0.0,0.0
262,263,2542022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Khiry Robinson,RB,,0.0,0.0,0.0,0.0,0.0,0.0
263,264,2543502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Tre Mason,RB,,0.0,0.0,0.0,0.0,0.0,0.0
264,265,2543551,6.6,22.9,0.2,0.9,6.3,0.0,0.0,3,KaDeem Carey,RB,1.0,0.0,0.0,0.0,0.0,0.0,5.02
265,266,2543559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Lache Seastrunk,RB,,0.0,0.0,0.0,0.0,0.0,0.0
266,267,2543565,3.1,10.4,0.1,0.3,1.9,0.0,0.0,3,Andre Williams,RB,1.0,0.0,0.0,0.0,0.0,0.0,2.13
267,268,2543570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Storm Johnson,RB,,0.0,0.0,0.0,0.0,0.0,0.0
268,269,2543583,15.7,58.3,0.6,2.8,25.9,0.1,0.2,3,Devonta Freeman,RB,1.0,0.1,0.1,0.0,0.0,0.0,15.22
269,270,2543596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Dri Archer,RB,,0.0,0.0,0.0,0.0,0.0,0.0
270,271,2543600,2.4,8.1,0.1,0.3,2.3,0.0,0.0,3,Alfred Blue,RB,1.0,0.0,0.0,0.0,0.0,0.0,1.94
271,272,2543603,17.2,48.7,0.3,1.4,9.8,0.1,0.2,3,Jeremy Hill,RB,1.0,0.1,0.0,0.0,0.0,0.0,9.45
272,273,2543655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Tyler Gaffney,RB,,0.0,0.0,0.0,0.0,0.0,0.0
273,274,2543664,13.3,42.4,0.4,2.0,13.8,0.0,0.1,3,Terrance West,RB,1.0,0.1,0.0,0.0,0.0,0.0,9.92
274,275,2543682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Bishop Sankey,RB,,0.0,0.0,0.0,0.0,0.0,0.0
275,276,2543690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Marion Grice,RB,,0.0,0.0,0.0,0.0,0.0,0.0
276,277,2543695,0.3,1.1,0.0,0.0,0.0,0.0,0.0,3,Jay Prosch,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.11
277,278,2543704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Lorenzo Taliaferro,RB,,0.0,0.0,0.0,0.0,0.0,0.0
278,279,2543715,15.4,53.3,0.1,2.4,17.7,0.1,0.2,3,Jerick McKinnon,RB,1.0,0.1,0.0,0.0,0.0,0.0,10.5
279,280,2543743,17.5,51.4,0.4,1.7,10.4,0.0,0.2,3,Carlos Hyde,RB,1.0,0.1,0.0,0.0,0.0,0.0,10.08
280,281,2543770,17.2,61.9,0.2,3.2,37.4,0.1,0.2,3,Charles Sims,RB,1.0,0.1,0.2,0.0,0.0,0.0,14.73
281,282,2543773,3.5,12.5,0.1,3.7,30.2,0.3,0.0,3,James White,RB,1.0,0.0,0.1,0.0,0.0,0.0,10.37
282,283,2550189,19.1,68.9,0.7,1.1,8.1,0.0,0.1,3,Isaiah Crowell,RB,1.0,0.1,0.0,0.0,0.0,0.0,12.9
283,284,2550233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Rajion Neal,RB,,0.0,0.0,0.0,0.0,0.0,0.0
284,285,2550235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Roosevelt Nix,RB,,0.0,0.0,0.0,0.0,0.0,0.0
285,286,2550263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Juwan Thompson,RB,,0.0,0.0,0.0,0.0,0.0,0.0
286,287,2550268,2.4,7.2,0.1,0.4,2.5,0.0,0.0,3,Charcandrick West,RB,1.0,0.0,0.0,0.0,0.0,0.0,1.97
287,288,2550270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Nikita Whitlock,RB,,0.0,0.0,0.0,0.0,0.0,0.0
288,289,2550474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Antonio Andrews,RB,,0.0,0.0,0.0,0.0,0.0,0.0
289,290,2550481,2.9,10.9,0.1,0.3,2.5,0.0,0.0,3,Orleans Darkwa,RB,1.0,0.0,0.0,0.0,0.0,0.0,2.24
290,291,2550512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Damien Williams,RB,1.0,0.0,0.0,40.8,0.0,0.0,0.0
291,292,2550529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Silas Redd,RB,,0.0,0.0,0.0,0.0,0.0,0.0
292,293,2550540,1.5,5.1,0.1,0.0,0.0,0.0,0.0,3,George Atkinson,RB,1.0,0.0,0.0,0.0,0.0,0.0,1.11
293,294,2550542,0.6,2.0,0.0,0.3,1.3,0.0,0.0,3,Kapri Bibbs,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.63
294,295,2550596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Darrin Reaves,RB,,0.0,0.0,0.0,0.0,0.0,0.0
295,296,2550633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Senorise Perry,RB,,0.0,0.0,0.0,0.0,0.0,0.0
296,297,2550658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Branden Oliver,RB,,0.0,0.0,0.0,0.0,0.0,0.0
297,298,2550738,4.8,16.3,0.2,1.1,8.1,0.0,0.0,3,Fitzgerald Toussaint,RB,1.0,0.0,0.0,39.2,0.0,0.0,4.74
298,299,2551357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Glenn Winston,RB,,0.0,0.0,0.0,0.0,0.0,0.0
299,300,2552374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Ameer Abdullah,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0
300,301,2552375,7.3,25.3,0.1,0.5,5.0,0.0,0.0,3,Cameron Artis-Payne,RB,1.0,0.0,0.0,0.0,0.0,0.0,4.13
301,302,2552376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,David Cobb,RB,,0.0,0.0,0.0,0.0,0.0,0.0
302,303,2552379,13.8,47.8,0.5,1.8,15.9,0.1,0.1,3,Jeremy Langford,RB,1.0,0.1,0.0,0.0,0.0,0.0,11.67
303,304,2552380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Karlos Williams,RB,,0.0,0.0,0.0,0.0,0.0,0.0
304,305,2552382,1.7,5.7,0.1,0.3,2.5,0.0,0.0,3,Malcolm Brown,RB,1.0,0.0,0.0,0.0,0.0,0.0,1.72
305,306,2552453,10.9,41.8,0.4,2.9,21.4,0.1,0.1,3,Tevin Coleman,RB,1.0,0.1,0.0,0.0,0.0,0.0,12.12
306,307,2552461,7.6,25.9,0.3,3.5,28.6,0.1,0.0,3,Duke Johnson,RB,1.0,0.0,0.1,0.0,0.0,0.0,11.35
307,308,2552464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Jalston Fowler,RB,,0.0,0.0,0.0,0.0,0.0,0.0
308,309,2552469,18.6,64.3,0.5,2.5,19.9,0.1,0.1,3,Melvin Gordon,RB,1.0,0.1,0.0,0.0,0.0,0.0,14.42
309,310,2552471,9.4,30.2,0.3,2.3,19.5,0.1,0.1,3,T.J. Yeldon,RB,1.0,0.0,0.0,0.0,0.0,0.0,9.57
310,311,2552475,23.1,83.9,0.7,2.1,17.4,0.1,0.2,3,Todd Gurley,RB,1.0,0.1,0.0,0.0,0.0,0.0,16.83
311,312,2552476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Kenny Hilliard,RB,,0.0,0.0,0.0,0.0,0.0,0.0
312,313,2552477,0.3,0.9,0.0,0.3,4.8,0.0,0.0,3,Aaron Ripkowski,RB,1.0,0.0,0.1,0.0,0.0,0.0,0.87
313,314,2552582,12.8,44.5,0.3,1.7,16.5,0.1,0.1,3,Jay Ajayi,RB,1.0,0.1,0.0,0.0,0.0,0.0,10.1
314,315,2552631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Javorius Allen,RB,,0.0,0.0,0.0,0.0,0.0,0.0
315,316,2552634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Joey Iosefa,RB,,0.0,0.0,0.0,0.0,0.0,0.0
316,317,2552635,19.3,67.4,0.6,0.9,6.9,0.0,0.2,3,Matt Jones,RB,1.0,0.1,0.0,0.0,0.0,0.0,11.73
317,318,2552636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Michael Burton,RB,,0.0,0.0,0.0,0.0,0.0,0.0
318,319,2552647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Marcus Murphy,RB,1.0,0.0,0.0,43.6,0.0,0.0,0.0
319,320,2553117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Jarryd Hayne,RB,,0.0,0.0,0.0,0.0,0.0,0.0
320,321,2553435,20.5,74.2,0.7,3.0,31.4,0.2,0.1,3,David Johnson,RB,1.0,0.1,0.1,0.0,0.0,0.0,18.86
321,322,2553439,2.4,5.7,0.1,0.2,1.1,0.0,0.0,3,Mike Davis,RB,1.0,0.0,0.0,0.0,0.0,0.0,1.48
322,323,2553446,0.0,0.0,0.0,0.2,1.6,0.0,0.0,3,Malcolm Johnson,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.36
323,324,2553486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Trey Williams,RB,,0.0,0.0,0.0,0.0,0.0,0.0
324,325,2553511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,John Crockett,RB,,0.0,0.0,0.0,0.0,0.0,0.0
325,326,2553618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Brandon Wegher,RB,,0.0,0.0,0.0,0.0,0.0,0.0
326,327,2553631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Zach Zenner,RB,,0.0,0.0,0.0,0.0,0.0,0.0
327,328,2553650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Corey Grant,RB,1.0,0.0,0.0,12.4,0.0,0.0,0.0
328,329,2553662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Gus Johnson,RB,,0.0,0.0,0.0,0.0,0.0,0.0
329,330,2553728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Raheem Mostert,RB,,0.0,0.0,0.0,0.0,0.0,0.0
330,331,2553733,12.1,46.5,0.4,1.4,10.0,0.1,0.0,3,Thomas Rawls,RB,1.0,0.1,0.0,0.0,0.0,0.0,10.05
331,332,2553743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Rod Smith,RB,,0.0,0.0,0.0,0.0,0.0,0.0
332,333,2553762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Terron Ward,RB,,0.0,0.0,0.0,0.0,0.0,0.0
333,334,2553848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Dreamius Smith,RB,,0.0,0.0,0.0,0.0,0.0,0.0
334,335,2555219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Daniel Lasco,RB,,0.0,0.0,0.0,0.0,0.0,0.0
335,336,2555223,7.7,25.2,0.2,0.8,4.0,0.0,0.0,3,Devontae Booker,RB,1.0,0.0,0.0,0.0,0.0,0.0,4.92
336,337,2555224,19.4,70.2,0.7,2.0,15.8,0.1,0.1,3,Ezekiel Elliott,RB,1.0,0.1,0.0,0.0,0.0,0.0,15.3
337,338,2555227,0.6,1.9,0.0,0.2,1.3,0.0,0.0,3,Jonathan Williams,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.52
338,339,2555229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Kenneth Dixon,RB,,0.0,0.0,0.0,0.0,0.0,0.0
339,340,2555230,11.6,39.0,0.1,2.1,17.8,0.1,0.1,3,Kenyan Drake,RB,1.0,0.1,0.0,0.0,0.0,0.0,8.88
340,341,2555234,4.6,15.8,0.1,1.0,7.2,0.0,0.1,3,Tyler Ervin,RB,1.0,0.0,0.0,43.9,0.0,0.0,3.8
341,342,2555417,0.9,3.0,0.0,0.7,4.7,0.0,0.0,3,C.J. Prosise,RB,1.0,0.0,0.0,0.0,0.0,0.0,1.47
342,343,2555418,10.5,38.0,0.4,0.8,5.0,0.0,0.0,3,Jordan Howard,RB,1.0,0.1,0.0,0.0,0.0,0.0,7.5
343,344,2555430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Alex Collins,RB,,0.0,0.0,0.0,0.0,0.0,0.0
344,345,2555432,0.6,2.0,0.0,0.0,0.0,0.0,0.0,3,Andy Janovich,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.2
345,346,2555459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Keith Marshall,RB,,0.0,0.0,0.0,0.0,0.0,0.0
346,347,2555460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Paul Perkins,RB,,0.0,0.0,0.0,0.0,0.0,0.0
347,348,2555461,2.4,6.9,0.1,0.3,1.9,0.0,0.0,3,Wendell Smallwood,RB,1.0,0.0,0.0,17.4,0.0,0.0,1.78
348,349,2555464,4.9,16.5,0.1,1.4,12.1,0.1,0.0,3,DeAndre Washington,RB,1.0,0.0,0.0,0.0,0.0,0.0,5.46
349,350,2556075,11.4,34.9,0.3,1.0,6.0,0.0,0.1,3,Derrick Henry,RB,1.0,0.1,0.0,0.0,0.0,0.0,6.79
350,351,2556118,7.9,27.5,0.1,0.4,2.4,0.0,0.1,3,Dwayne Washington,RB,1.0,0.0,0.0,0.0,0.0,0.0,3.89
351,352,2556273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Darius Jackson,RB,,0.0,0.0,0.0,0.0,0.0,0.0
352,353,2556379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Zac Brooks,RB,,0.0,0.0,0.0,0.0,0.0,0.0
353,354,2556411,3.0,11.2,0.1,0.8,6.6,0.0,0.0,3,Josh Ferguson,RB,1.0,0.0,0.0,0.0,0.0,0.0,3.18
354,355,2556414,3.0,10.4,0.1,0.3,1.8,0.0,0.0,3,Rob Kelley,RB,1.0,0.0,0.0,0.0,0.0,0.0,2.12
355,356,2556454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Brandon Wilds,RB,,0.0,0.0,0.0,0.0,0.0,0.0
356,357,2556466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Peyton Barber,RB,,0.0,0.0,0.0,0.0,0.0,0.0
357,358,2556507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Marshaun Coprich,RB,,0.0,0.0,0.0,0.0,0.0,0.0
358,359,2556528,0.9,2.8,0.0,0.9,4.7,0.0,0.0,3,D.J. Foster,RB,1.0,0.0,0.0,0.0,0.0,0.0,1.65
359,360,2556544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Glenn Gronkowski,RB,,0.0,0.0,0.0,0.0,0.0,0.0
360,361,2556603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Tre Madden,RB,,0.0,0.0,0.0,0.0,0.0,0.0
361,362,2556801,5.7,19.7,0.2,0.9,5.9,0.0,0.0,3,Kenneth Farrow,RB,1.0,0.0,0.0,0.0,0.0,0.0,4.66
362,363,2556885,4.4,12.0,0.1,0.7,5.0,0.0,0.0,3,Jalen Richard,RB,1.0,0.0,0.0,8.7,0.0,0.0,3.0
363,364,2557531,1.5,3.6,0.0,0.0,0.0,0.0,0.0,3,Troymaine Pope,RB,1.0,0.0,0.0,10.1,0.0,0.0,0.36
364,365,234,17.6,73.6,0.4,3.9,31.2,0.1,,4,Matt Forte,RB,,,,,,,
365,366,262,5.5,24.9,0.2,0.3,1.9,0.0,,4,Chris Johnson,RB,,,,,,,
366,367,925,10.8,51.7,0.4,2.5,20.8,0.1,,4,Jamaal Charles,RB,,,,,,,
367,368,927,12.1,52.2,0.3,2.2,15.6,0.1,,4,Justin Forsett,RB,,,,,,,
368,369,4383,5.3,21.7,0.2,0.6,4.6,0.0,,4,Tim Hightower,RB,,,,,,,
369,370,71345,16.6,74.1,0.4,1.6,12.5,0.1,,4,Rashad Jennings,RB,,,,,,,
370,371,79607,16.7,71.3,0.5,3.1,22.5,0.1,,4,LeSean McCoy,RB,,,,,,,
371,372,497149,17.3,72.7,0.4,0.2,1.5,0.0,,4,LeGarrette Blount,RB,,,,,,,
372,373,497188,11.1,49.3,0.4,1.0,7.7,0.0,,4,Ryan Mathews,RB,,,,,,,
373,374,497206,8.0,33.7,0.2,1.0,7.8,0.0,,4,James Starks,RB,,,,,,,
374,375,2495207,14.7,63.3,0.5,3.0,23.9,0.1,,4,DeMarco Murray,RB,,,,,,,
375,376,2495258,8.8,32.4,0.4,2.6,17.6,0.1,,4,Matt Asiata,RB,,,,,,,
376,377,2495328,5.8,24.5,0.1,1.8,13.4,0.1,,4,Bilal Powell,RB,,,,,,,
377,378,2495340,0.0,0.0,0.0,0.2,1.7,0.0,,4,Anthony Sherman,RB,,,,,,,
378,379,2495461,6.4,20.8,0.1,2.2,14.0,0.0,,4,Shaun Draughn,RB,,,,,,,
379,380,2495466,15.1,66.7,0.6,2.9,20.8,0.1,,4,Mark Ingram,RB,,,,,,,
380,381,2495467,0.5,2.0,0.0,0.3,2.1,0.0,,4,Taiwan Jones,RB,,,,,,,
381,382,2495471,8.2,30.3,0.2,1.4,9.8,0.0,,4,Jacquizz Rodgers,RB,,,,,,,
382,383,2495473,8.3,36.7,0.3,3.0,26.1,0.2,,4,Shane Vereen,RB,,,,,,,
383,384,2495979,20.9,98.5,0.5,4.3,33.4,0.2,,4,DeAngelo Williams,RB,,,,,,,
384,385,2506147,1.5,5.1,0.1,0.9,6.8,0.1,,4,John Kuhn,RB,,,,,,,
385,386,2506404,15.2,66.0,0.4,2.4,21.4,0.1,,4,Frank Gore,RB,,,,,,,
386,387,2506467,5.8,25.8,0.2,3.4,29.1,0.1,,4,Darren Sproles,RB,,,,,,,
387,388,2506874,3.2,13.1,0.1,0.9,6.4,0.0,,4,Reggie Bush,RB,,,,,,,
388,389,2507428,4.6,18.3,0.2,1.1,9.1,0.1,,4,Mike Tolbert,RB,,,,,,,
389,390,2507999,10.8,44.6,0.4,1.3,9.2,0.1,,4,Chris Ivory,RB,,,,,,,
390,391,2508101,0.6,1.8,0.0,0.2,1.5,0.0,,4,James Develin,RB,,,,,,,
391,392,2530763,0.1,0.4,0.0,0.3,2.5,0.0,,4,Patrick DiMarco,RB,,,,,,,
392,393,2532797,3.9,15.7,0.1,0.5,3.1,0.0,,4,Brandon Bolden,RB,,,,,,,
393,394,2533034,17.8,73.1,0.4,2.9,20.5,0.1,,4,Lamar Miller,RB,,,,,,,
394,395,2533457,7.7,31.5,0.2,0.4,3.2,0.0,,4,Alfred Morris,RB,,,,,,,
395,396,2533460,3.2,14.0,0.1,1.1,9.7,0.1,,4,Robert Turbin,RB,,,,,,,
396,397,2534770,0.4,1.4,0.0,0.5,3.9,0.0,,4,Jonathan Grimes,RB,,,,,,,
397,398,2534789,1.3,5.4,0.0,0.0,0.0,0.0,,4,Daryl Richardson,RB,,,,,,,
398,399,2535708,1.8,7.5,0.0,1.3,11.3,0.1,,4,Lance Dunbar,RB,,,,,,,
399,400,2535890,1.5,6.3,0.1,2.8,23.5,0.1,,4,Travaris Cadet,RB,,,,,,,
400,401,2536044,1.0,4.3,0.0,0.8,6.1,0.1,,4,Jamize Olawale,RB,,,,,,,
401,402,2539217,2.6,11.7,0.1,1.0,9.1,0.0,,4,Andre Ellington,RB,,,,,,,
402,403,2539260,0.4,1.7,0.0,0.1,0.9,0.0,,4,Denard Robinson,RB,,,,,,,
403,404,2539265,0.3,0.9,0.0,0.2,1.5,0.0,,4,Rex Burkhead,RB,,,,,,,
404,405,2539289,1.7,7.2,0.1,0.1,1.0,0.0,,4,Kenjon Barner,RB,,,,,,,
405,406,2539303,0.3,1.1,0.0,0.3,1.7,0.0,,4,Zach Line,RB,,,,,,,
406,407,2539322,13.5,57.2,0.4,1.8,15.1,0.1,,4,Christine Michael,RB,,,,,,,
407,408,2539663,1.5,6.1,0.0,0.7,4.7,0.0,,4,Mike Gillislee,RB,,,,,,,
408,409,2540011,4.8,21.9,0.1,3.0,24.6,0.1,,4,Chris Thompson,RB,,,,,,,
409,410,2540020,9.6,38.9,0.2,4.7,40.2,0.2,,4,Theo Riddick,RB,,,,,,,
410,411,2540037,13.3,56.9,0.3,1.4,10.0,0.1,,4,Fozzy Whittaker,RB,,,,,,,
411,412,2540156,8.3,31.5,0.2,3.3,23.4,0.1,,4,Giovani Bernard,RB,,,,,,,
412,413,2540168,15.7,68.8,0.5,1.7,14.3,0.1,,4,Eddie Lacy,RB,,,,,,,
413,414,2540178,0.2,0.8,0.0,0.0,0.0,0.0,,4,Knile Davis,RB,,,,,,,
414,415,2540204,8.2,34.0,0.4,1.5,10.0,0.0,,4,Spencer Ware,RB,,,,,,,
415,416,2540230,0.5,1.6,0.0,1.9,16.9,0.1,,4,Kyle Juszczyk,RB,,,,,,,
416,417,2540269,17.6,80.3,0.4,2.5,17.0,0.1,,4,C.J. Anderson,RB,,,,,,,
