,Fantasy,Passing,Passing.1,Passing.2,Passing.3,Passing.4,Receiving,Receiving.1,Receiving.2,Receiving.3,Rushing,Rushing.1,Rushing.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2
66,4.5,,,,,,5.0,4.0,41.0,0.0,0.0,0.0,0.0,66,Adam Thielen,MIN,1
67,3.5,,,,,,5.0,3.0,40.0,0.0,0.0,0.0,0.0,67,DeSean Jackson,WAS,1
68,4.6,,,,,,6.0,4.0,40.0,0.0,0.0,0.0,0.0,68,Rishard Matthews,TEN,1
69,5.1,,,,,,11.0,4.0,39.0,0.0,0.0,0.0,0.0,69,Antonio Brown,PIT,1
70,3.8,,,,,,8.0,3.0,39.0,0.0,0.0,0.0,0.0,70,Brandon LaFell,CIN,1
71,3.8,,,,,,8.0,3.0,39.0,0.0,0.0,0.0,0.0,71,Emmanuel Sanders,DEN,1
72,2.8,,,,,,8.0,2.0,38.0,0.0,0.0,0.0,0.0,72,A.J. Green,CIN,1
73,3.6,,,,,,6.0,3.0,35.0,0.0,0.0,0.0,0.0,73,Paul Richardson,SEA,1
74,4.7,,,,,,7.0,4.0,33.0,0.0,0.0,0.0,0.0,74,Tajae Sharpe,TEN,1
75,2.5,,,,,,5.0,2.0,32.0,0.0,0.0,0.0,0.0,75,Breshad Perriman,BAL,1
76,4.0,,,,,,10.0,3.0,32.0,0.0,0.0,0.0,0.0,76,Terrelle Pryor,CLE,1
77,1.5,,,,,,5.0,1.0,30.0,0.0,0.0,0.0,0.0,77,Phillip Dorsett,IND,1
78,2.3,,,,,,3.0,2.0,30.0,0.0,0.0,0.0,0.0,78,Aldrick Robinson,ATL,1
79,3.6,,,,,,6.0,3.0,29.0,0.0,0.0,0.0,0.0,79,Jeremy Kerley,SF,1
80,3.3,,,,,,3.0,3.0,28.0,0.0,0.0,0.0,0.0,80,Taylor Gabriel,ATL,1
81,3.3,,,,,,3.0,3.0,28.0,0.0,0.0,0.0,0.0,81,Andrew Hawkins,CLE,1
82,3.7,,,,,,7.0,3.0,26.0,0.0,0.0,0.0,0.0,82,Davante Adams,GB,1
83,2.7,,,,,,7.0,2.0,25.0,0.0,0.0,0.0,0.0,83,Pierre Garcon,WAS,1
84,3.6,,,,,,6.0,3.0,25.0,0.0,0.0,0.0,0.0,84,Quinton Patton,SF,1
85,3.6,,,,,,6.0,3.0,25.0,0.0,0.0,0.0,0.0,85,Seth Roberts,OAK,1
86,3.4,,,,,,4.0,3.0,24.0,0.0,0.0,0.0,0.0,86,Jordan Norwood,DEN,1
87,3.6,,,,,,6.0,3.0,20.0,0.0,0.0,0.0,0.0,87,Doug Baldwin,SEA,1
88,1.1,,,,,,1.0,1.0,20.0,0.0,0.0,0.0,0.0,88,Alex Erickson,CIN,1
89,1.1,,,,,,1.0,1.0,20.0,0.0,0.0,0.0,0.0,89,Jordan Taylor,DEN,1
90,2.5,,,,,,5.0,2.0,20.0,0.0,0.0,0.0,0.0,90,Sammy Watkins,BUF,1
91,3.5,,,,,,5.0,3.0,19.0,0.0,0.0,0.0,0.0,91,Mohamed Sanu,ATL,1
92,2.4,,,,,,4.0,2.0,18.0,0.0,0.0,0.0,0.0,92,Dorial Green-Beckham,PHI,1
93,1.1,,,,,,1.0,1.0,4.0,0.0,1.0,14.0,0.0,93,Johnny Holton,OAK,1
94,2.2,,,,,,2.0,2.0,16.0,0.0,0.0,0.0,0.0,94,Russell Shepard,TB,1
95,3.6,,,,,,6.0,3.0,15.0,0.0,0.0,0.0,0.0,95,Philly Brown,CAR,1
96,2.4,,,,,,4.0,2.0,15.0,0.0,0.0,0.0,0.0,96,Brandon Coleman,NO,1
97,2.4,,,,,,4.0,2.0,15.0,0.0,0.0,0.0,0.0,97,Chris Conley,KC,1
98,2.2,,,,,,2.0,2.0,15.0,0.0,0.0,0.0,0.0,98,Charles Johnson,MIN,1
99,1.2,,,,,,2.0,1.0,15.0,0.0,0.0,0.0,0.0,99,Malcolm Mitchell,NE,1
100,1.3,,,,,,3.0,1.0,14.0,0.0,0.0,0.0,0.0,100,John Brown,ARI,1
101,1.2,,,,,,2.0,1.0,13.0,0.0,0.0,0.0,0.0,101,Rod Streater,SF,1
102,2.9,,,,,,9.0,2.0,13.0,0.0,0.0,0.0,0.0,102,Golden Tate,DET,1
103,2.2,,,,,,2.0,2.0,12.0,0.0,0.0,0.0,0.0,103,Cody Latimer,DEN,1
104,1.2,,,,,,2.0,1.0,12.0,0.0,0.0,0.0,0.0,104,Cecil Shorts,TB,1
105,2.6,,,,,,6.0,2.0,11.0,0.0,0.0,0.0,0.0,105,Jermaine Kearse,SEA,1
106,2.3,,,,,,3.0,2.0,11.0,0.0,0.0,0.0,0.0,106,Albert Wilson,KC,1
107,1.2,,,,,,2.0,1.0,10.0,0.0,0.0,0.0,0.0,107,Robert Woods,BUF,1
108,1.1,,,,,,1.0,1.0,10.0,0.0,0.0,0.0,0.0,108,James Wright,CIN,1
109,1.2,,,,,,2.0,1.0,9.0,0.0,0.0,0.0,0.0,109,Arrelious Benn,JAC,1
110,1.3,,,,,,3.0,1.0,9.0,0.0,0.0,0.0,0.0,110,Donte Moncrief,IND,1
111,1.2,,,,,,2.0,1.0,9.0,0.0,0.0,0.0,0.0,111,Chris Moore,BAL,1
112,1.3,,,,,,3.0,1.0,9.0,0.0,0.0,0.0,0.0,112,Eli Rogers,PIT,1
113,1.1,,,,,,1.0,1.0,8.0,0.0,0.0,0.0,0.0,113,Brian Quick,LAR,1
114,1.1,,,,,,1.0,1.0,7.0,0.0,0.0,0.0,0.0,114,Quan Bray,IND,1
115,1.3,,,,,,3.0,1.0,7.0,0.0,0.0,0.0,0.0,115,Rashad Greene,JAC,1
116,1.2,,,,,,2.0,1.0,7.0,0.0,0.0,0.0,0.0,116,Darrius Heyward-Bey,PIT,1
117,2.2,,,,,,2.0,2.0,8.0,0.0,1.0,-1.0,0.0,117,Tyreek Hill,KC,1
118,1.3,,,,,,3.0,1.0,7.0,0.0,0.0,0.0,0.0,118,Dontrelle Inman,SD,1
119,1.1,,,,,,1.0,1.0,5.0,0.0,0.0,0.0,0.0,119,Ryan Grant,WAS,1
120,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,120,Paul Lasike,CHI,1
121,1.3,,,,,,3.0,1.0,3.0,0.0,1.0,-2.0,0.0,121,Braxton Miller,HOU,1
122,0.1,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,122,Kamar Aiken,BAL,1
123,0.1,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,123,Aaron Burbridge,SF,1
124,0.1,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124,Brice Butler,DAL,1
125,0.1,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,125,Trevor Davis,GB,1
126,0.1,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,126,Rashard Higgins,CLE,1
127,0.1,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,127,Chester Rogers,IND,1
128,0.1,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,128,Matt Slater,NE,1
129,0.1,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,129,Jaelen Strong,HOU,1
130,1.1,,,,,,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,130,Josh Huff,PHI,1
131,1.1,,,,,,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,131,Tommylee Lewis,NO,1
132,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,132,Cordarrelle Patterson,MIN,1
