,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Tamba Hali,KC,1,5,1,2.5,0,0,2,0
Chandler Jones,NE,1,8,3,2.0,0,0,1,0
DeMeco Ryans,PHI,1,7,2,1.0,1,1,0,0
Erin Henderson,MIN,1,12,2,1.0,0,0,0,0
Sean Lee,DAL,1,9,2,0.0,1,1,0,0
Jamari Lattimore,GB,1,9,3,1.0,1,0,0,0
Brian Orakpo,WAS,1,2,2,0.0,1,1,0,0
Lawrence Timmons,PIT,1,12,5,0.0,0,0,0,0
Paul Posluszny,JAC,1,13,1,0.0,0,0,0,0
James Laurinaitis,STL,1,7,4,1.0,0,0,0,0
Malcolm Smith,SEA,1,7,2,1.0,1,0,0,0
Vontaze Burfict,CIN,1,8,5,0.0,2,0,0,0
James Anderson,CHI,1,6,2,1.0,0,0,0,0
Lavonte David,TB,1,10,0,0.0,1,0,0,0
Derrick Johnson,KC,1,5,0,1.0,0,0,0,1
Calvin Pace,NYJ,1,3,0,1.0,1,0,1,0
Pat Angerer,IND,1,3,3,0.0,1,1,0,0
Terrell Suggs,BAL,1,6,1,1.0,0,0,0,0
Stephen Tulloch,DET,1,9,3,0.0,0,0,0,0
Joplo Bartu,ATL,1,6,4,0.5,0,0,0,0
Jerrell Freeman,IND,1,5,4,0.5,1,0,0,0
Daryl Smith,BAL,1,4,5,0.0,0,0,1,0
Dont'a Hightower,NE,1,7,4,0.0,0,0,0,0
LaMarr Woodley,PIT,1,4,0,1.0,1,0,0,0
Akeem Ayers,TEN,1,7,3,0.0,0,0,0,0
Lance Briggs,CHI,1,5,3,0.0,2,0,0,0
DeAndre Levy,DET,1,7,1,0.0,1,0,0,0
Brandon Spikes,NE,1,6,5,0.0,0,0,0,0
Patrick Willis,SF,1,8,1,0.0,0,0,0,0
K.J. Wright,SEA,1,6,1,0.5,0,0,0,0
Chad Greenway,MIN,1,6,4,0.0,0,0,0,0
Paris Lenon,DEN,1,3,5,0.0,2,0,0,0
Jacquian Williams,NYG,1,5,1,0.0,2,0,0,0
A.J. Hawk,GB,1,2,10,0.0,0,0,0,0
Colin McCarthy,TEN,1,6,2,0.0,0,0,0,0
Jason Trusnik,MIA,1,7,0,0.0,0,0,0,0
Philip Wheeler,MIA,1,6,2,0.0,0,0,0,0
Navorro Bowman,SF,1,5,1,0.0,1,0,0,0
DeMario Davis,NYJ,1,4,5,0.0,0,0,0,0
Perry Riley,WAS,1,5,3,0.0,0,0,0,0
Ahmad Brooks,SF,1,1,0,1.0,1,0,0,0
Karlos Dansby,ARI,1,5,0,0.0,1,0,0,0
Thomas Davis,CAR,1,3,6,0.0,0,0,0,0
Geno Hayes,JAC,1,5,2,0.0,0,0,0,0
Danny Trevathan,DEN,1,2,6,0.0,1,0,0,0
Erik Walden,IND,1,1,2,0.0,1,0,1,0
Rey Maualuga,CIN,1,4,3,0.0,0,0,0,0
Brian Cushing,HOU,1,4,0,0.0,1,0,0,0
Larry Dean,MIN,1,2,0,0.0,0,0,1,0
Justin Houston,KC,1,3,0,0.5,0,0,0,0
