,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
James Ihedigbo,BAL,1,6,3,0.0,3,2,0,0
Tracy Porter,OAK,1,3,0,0.0,1,1,0,0
Antrel Rolle,NYG,1,10,2,1.0,0,0,0,0
Lardarius Webb,BAL,1,2,3,0.0,6,1,0,0
Tramon Williams,GB,1,6,1,0.5,0,0,1,1
DeAngelo Hall,WAS,1,7,4,0.0,0,0,1,0
Andrew Sendejo,MIN,1,8,8,0.0,0,0,0,0
Walter Thurmond,SEA,1,7,0,0.0,0,0,1,1
Usama Young,OAK,1,6,2,1.0,1,0,0,0
Barry Church,DAL,1,9,5,0.0,0,0,0,0
Trumaine Johnson,STL,1,3,1,0.0,3,1,0,0
Terence Newman,CIN,1,4,1,0.0,2,1,0,0
William Gay,PIT,1,9,2,0.0,1,0,0,0
Jairus Byrd,BUF,1,4,1,0.0,1,1,0,0
Chris Conte,CHI,1,2,1,0.0,3,1,0,0
Dwayne Gratz,JAC,1,4,1,0.0,1,1,0,0
Will Blackmon,JAC,1,1,0,1.0,0,0,1,1
Rashean Mathis,DET,1,8,0,0.0,2,0,0,0
Brandon Meriweather,WAS,1,3,2,0.0,1,1,0,0
Darrelle Revis,TB,1,4,0,0.0,1,1,0,0
Reed Doughty,WAS,1,7,5,0.0,0,0,0,0
D.J. Swearinger,HOU,1,2,1,0.0,2,1,0,0
Brandon Boykin,PHI,1,3,0,0.0,1,1,0,0
Alterraun Verner,TEN,1,2,1,0.0,1,1,0,0
Dashon Goldson,TB,1,6,2,0.0,1,0,0,0
Donte Whitner,SF,1,4,2,0.0,0,0,1,0
Jimmy Wilson,MIA,1,2,0,0.0,1,1,0,0
Nate Allen,PHI,1,4,1,0.0,0,0,1,0
Tyrann Mathieu,ARI,1,6,1,0.0,1,0,0,0
Desmond Trufant,ATL,1,5,1,0.0,2,0,0,0
Tramaine Brock,SF,1,1,0,0.0,1,1,0,0
Nolan Carroll,MIA,1,2,0,1.0,1,0,0,0
Ryan Clark,PIT,1,0,2,0.0,1,1,0,0
Drayton Florence,CAR,1,0,0,0.0,2,1,0,0
Sam Shields,GB,1,7,0,0.0,0,0,0,0
Terrell Thomas,NYG,1,0,0,0.0,2,1,0,0
Charles Tillman,CHI,1,5,0,0.0,2,0,0,0
Cary Williams,PHI,1,7,0,0.0,0,0,0,0
Cortland Finnegan,STL,1,5,3,0.0,0,0,0,0
Orlando Scandrick,DAL,1,6,1,0.0,0,0,0,0
Jimmy Smith,BAL,1,4,1,0.0,2,0,0,0
Eric Weddle,SD,1,5,3,0.0,0,0,0,0
Tarell Brown,SF,1,4,0,0.0,2,0,0,0
Chris Harris,DEN,1,5,0,0.0,1,0,0,0
M.D. Jennings,GB,1,6,0,0.0,0,0,0,0
Mike Mitchell,CAR,1,2,2,0.5,1,0,0,0
Aaron Williams,BUF,1,5,0,0.0,1,0,0,0
Charles Woodson,OAK,1,5,2,0.0,0,0,0,0
Michael Adams,TB,1,4,1,0.0,1,0,0,0
Patrick Chung,PHI,1,4,1,0.0,1,0,0,0
