,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Darius Butler,IND,1,6,0,0.0,1,1,0,0
Corey Graham,BAL,1,7,2,0.0,1,1,1,0
Richard Sherman,SEA,1,4,0,0.0,2,1,0,0
Earl Thomas,SEA,1,7,0,0.0,2,1,1,0
Aaron Williams,BUF,1,2,0,0.0,4,2,0,0
Louis Delmas,DET,1,2,0,0.0,3,2,0,0
Darrelle Revis,TB,1,6,0,0.0,1,1,1,0
Alterraun Verner,TEN,1,0,2,0.0,2,2,0,1
Patrick Peterson,ARI,1,2,0,0.0,2,2,0,0
David Amerson,WAS,1,1,0,0.0,1,1,0,0
Will Blackmon,JAC,1,3,0,0.0,4,1,0,0
Christopher Owens,CLE,1,3,0,1.0,0,0,1,1
Josh Robinson,MIN,1,12,0,0.0,0,0,0,0
Antrel Rolle,NYG,1,6,0,0.0,1,1,0,0
Yeremiah Bell,ARI,1,5,3,1.0,0,0,0,0
Devin McCourty,NE,1,6,3,0.0,0,0,1,0
Aqib Talib,NE,1,1,1,0.0,4,1,0,0
Major Wright,CHI,1,3,3,0.0,1,1,0,0
Vontae Davis,IND,1,3,0,0.0,2,1,0,0
Johnathan Joseph,HOU,1,2,0,0.0,3,1,0,0
Da'Norris Searcy,BUF,1,6,0,0.0,4,0,0,0
Buster Skrine,CLE,1,2,0,0.0,3,1,0,0
Donte Whitner,SF,1,3,0,0.0,2,1,0,0
Prince Amukamara,NYG,1,2,1,0.0,2,1,0,0
Tarell Brown,SF,1,6,1,0.0,3,0,0,0
Richard Marshall,SD,1,7,1,0.0,0,0,0,1
Charles Woodson,OAK,1,4,3,1.0,0,0,0,0
Chris Carr,NO,1,2,2,0.0,1,1,0,0
Jabari Greer,NO,1,3,0,0.0,1,1,0,0
Duke Ihenacho,DEN,1,9,0,0.0,0,0,0,0
Nate Allen,PHI,1,8,1,0.0,0,0,0,0
Barry Church,DAL,1,8,1,0.0,0,0,0,0
Johnthan Banks,TB,1,1,0,0.0,2,1,0,0
Josh Gordy,IND,1,2,0,0.0,1,1,0,0
Glover Quin,DET,1,1,0,0.0,2,1,0,0
Dunta Robinson,KC,1,5,0,0.0,1,0,0,1
Justin Rogers,BUF,1,6,2,0.0,1,0,0,0
Eric Weddle,SD,1,5,2,0.0,2,0,0,0
Jimmy Wilson,MIA,1,5,0,0.0,0,0,1,0
Chris Clemons,MIA,1,7,1,0.0,0,0,0,0
Tashaun Gipson,CLE,1,3,3,0.0,3,0,0,0
Darius Slay,DET,1,6,1,0.0,1,0,0,0
Jimmy Smith,BAL,1,4,1,0.0,0,0,1,0
Brandon Browner,SEA,1,5,0,0.0,2,0,0,0
Rafael Bush,NO,1,3,2,0.0,1,0,0,1
Kam Chancellor,SEA,1,7,0,0.0,0,0,0,0
Quintin Demps,KC,1,0,0,0.0,2,1,0,0
Josh Evans,JAC,1,6,0,0.0,1,0,0,0
Bernard Pollard,TEN,1,6,2,0.0,0,0,0,0
Morris Claiborne,DAL,1,6,1,0.0,0,0,0,0
