,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Von Miller,DEN,1,6,2,2.0,0,0,1,1
Lavonte David,TB,1,9,3,0.0,1,1,1,0
Nick Roach,OAK,1,7,3,1.5,0,0,1,0
Karlos Dansby,ARI,1,5,0,0.0,1,1,0,0
A.J. Hawk,GB,1,9,2,1.0,0,0,1,0
Audie Cole,MIN,1,11,2,1.0,0,0,0,0
Ahmad Brooks,SF,1,6,1,2.0,1,0,0,0
Danny Trevathan,DEN,1,6,7,0.0,0,0,1,1
Paul Posluszny,JAC,1,11,4,0.0,1,0,0,0
Wesley Woodyard,DEN,1,7,8,0.0,0,0,1,0
Zach Brown,TEN,1,5,3,0.0,2,1,0,0
Brad Jones,GB,1,6,4,1.0,0,0,0,0
Geno Hayes,JAC,1,6,3,1.0,0,0,0,0
Clay Matthews,GB,1,3,1,2.0,0,0,0,0
Alec Ogletree,STL,1,10,1,0.0,1,0,0,0
Philip Wheeler,MIA,1,8,1,0.0,3,0,0,0
Thomas Davis,CAR,1,6,0,1.0,1,0,0,0
Kevin Burnett,OAK,1,4,7,0.5,1,0,0,0
Aldon Smith,SF,1,2,1,2.0,0,0,0,0
Whitney Mercilus,HOU,1,6,0,1.0,0,0,0,0
Derrick Johnson,KC,1,9,1,0.0,0,0,0,0
James Laurinaitis,STL,1,6,1,0.0,1,0,0,1
Daryl Smith,BAL,1,2,1,1.0,3,0,0,0
Ernie Sims,DAL,1,8,2,0.0,0,0,0,0
Patrick Willis,SF,1,7,4,0.0,0,0,0,0
Dane Fletcher,NE,1,4,3,0.0,0,0,1,0
Chad Greenway,MIN,1,8,1,0.0,0,0,0,0
DeAndre Levy,DET,1,6,3,0.0,1,0,0,0
Donald Butler,SD,1,7,0,0.0,1,0,0,0
Jamie Collins,NE,1,6,4,0.0,0,0,0,0
Chandler Jones,NE,1,2,4,1.0,0,0,0,0
Akeem Jordan,KC,1,5,0,0.0,0,0,1,0
Calvin Pace,NYJ,1,4,0,1.0,0,0,0,0
Brandon Spikes,NE,1,3,6,0.0,0,0,0,1
Stephen Tulloch,DET,1,6,4,0.0,0,0,0,0
DeMario Davis,NYJ,1,6,3,0.0,0,0,0,0
Pernell McPhee,BAL,1,3,1,1.0,0,0,0,0
James Anderson,CHI,1,3,0,1.0,0,0,0,0
Navorro Bowman,SF,1,5,4,0.0,0,0,0,0
Jerrell Freeman,IND,1,6,2,0.0,0,0,0,0
D'Qwell Jackson,CLE,1,3,6,0.0,1,0,0,0
Luke Kuechly,CAR,1,6,0,0.0,1,0,0,0
Paul Worrilow,ATL,1,5,4,0.0,0,0,0,0
Bruce Carter,DAL,1,6,1,0.0,0,0,0,0
London Fletcher,WAS,1,5,3,0.0,0,0,0,0
David Harris,NYJ,1,5,3,0.0,0,0,0,0
Sio Moore,OAK,1,6,1,0.0,0,0,0,0
Brian Orakpo,WAS,1,2,1,1.0,0,0,0,0
Willie Young,DET,1,2,1,1.0,0,0,0,0
Khaseem Greene,CHI,1,6,0,0.0,0,0,0,0
