,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Greg Hardy,CAR,1,5,1,4.0,0,0,0,0
J.J. Watt,HOU,1,9,0,1.0,1,0,1,0
Justin Tuck,NYG,1,4,2,2.0,0,0,1,0
Jason Hatcher,DAL,1,4,0,2.0,0,0,1,0
Robert Mathis,IND,1,4,2,2.0,0,0,0,0
Jared Allen,MIN,1,3,1,2.0,1,0,0,0
Nick Fairley,DET,1,2,3,1.5,0,0,1,0
Adrian Clayborn,TB,1,6,4,1.0,0,0,0,0
Cullen Jenkins,NYG,1,3,1,1.0,0,0,1,0
Charles Johnson,CAR,1,2,0,2.0,0,0,0,0
Brett Keisel,PIT,1,3,0,1.0,0,0,1,0
Calais Campbell,ARI,1,4,1,1.0,0,0,0,0
Allen Bailey,KC,1,7,2,0.0,0,0,0,0
Malik Jackson,DEN,1,4,0,1.0,0,0,0,0
Rob Ninkovich,NE,1,3,2,1.0,0,0,0,0
Corey Liuget,SD,1,3,1,1.0,0,0,0,0
Robert Quinn,STL,1,2,3,1.0,0,0,0,0
Billy Winn,CLE,1,3,1,1.0,0,0,0,0
Kendall Langford,STL,1,2,2,1.0,0,0,0,0
Chris Long,STL,1,2,2,1.0,0,0,0,0
Clinton McDonald,SEA,1,1,4,1.0,0,0,0,0
Chris Baker,WAS,1,6,1,0.0,0,0,0,0
Cameron Heyward,PIT,1,2,1,1.0,0,0,0,0
Michael Johnson,CIN,1,2,3,0.5,1,0,0,0
Kendall Reyes,SD,1,2,1,1.0,0,0,0,0
Dan Williams,ARI,1,1,1,1.0,1,0,0,0
Frank Alexander,CAR,1,1,2,1.0,0,0,0,0
Haloti Ngata,BAL,1,5,2,0.0,0,0,0,0
Domata Peko,CIN,1,4,4,0.0,0,0,0,0
Kevin Williams,MIN,1,2,0,1.0,0,0,0,0
Michael Bennett,SEA,1,1,1,1.0,0,0,0,0
Jaye Howard,KC,1,5,1,0.0,0,0,0,0
Star Lotulelei,CAR,1,1,1,1.0,0,0,0,0
Mike Neal,GB,1,5,1,0.0,0,0,0,0
Jerrell Powe,KC,1,1,1,1.0,0,0,0,0
Eugene Sims,STL,1,1,1,1.0,0,0,0,0
Jason Babin,JAC,1,1,0,1.0,0,0,0,0
Michael Brockers,STL,1,4,2,0.0,0,0,0,0
Barry Cofield,WAS,1,3,2,0.0,1,0,0,0
Everson Griffen,MIN,1,1,0,1.0,0,0,0,0
Linval Joseph,NYG,1,2,2,0.0,0,0,0,1
DeMarcus Ware,DAL,1,2,2,0.0,0,0,0,1
Sammie Lee Hill,TEN,1,2,1,0.0,0,0,0,1
Jabaal Sheard,CLE,1,3,1,0.0,1,0,0,0
Ndamukong Suh,DET,1,2,1,0.0,2,0,0,0
Tony McDaniel,SEA,1,3,0,0.0,1,0,0,0
Brandon Mebane,SEA,1,2,4,0.0,0,0,0,0
Cam Thomas,SD,1,4,0,0.0,0,0,0,0
Mathias Kiwanuka,NYG,1,1,3,0.0,1,0,0,0
Matt Shaughnessy,ARI,1,3,1,0.0,0,0,0,0
