,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Alterraun Verner,TEN,1,5,1,0.0,3,1,0,0
Tim Jennings,CHI,1,4,0,0.0,2,1,0,0
Aqib Talib,NE,1,1,1,0.0,2,2,1,0
Mark Barron,TB,1,10,3,0.5,1,0,0,0
Bernard Pollard,TEN,1,8,1,0.0,1,1,0,0
Prince Amukamara,NYG,1,10,0,0.0,1,0,1,0
Harrison Smith,MIN,1,8,0,0.0,1,1,0,0
Quintin Mikell,CAR,1,5,2,1.0,0,0,1,0
Brent Grimes,MIA,1,4,1,0.0,3,1,0,0
Chris Harris,DEN,1,5,1,0.0,2,1,0,0
Tony Carter,DEN,1,3,0,0.0,4,1,0,0
Adam Jones,CIN,1,6,0,0.0,0,0,1,1
Dominique Rodgers-Cromartie,DEN,1,3,2,0.0,2,1,0,0
John Cyprien,JAC,1,7,1,0.0,0,0,1,0
Nate Allen,PHI,1,7,4,0.0,1,0,0,0
Brandon Flowers,KC,1,10,0,0.0,0,0,0,0
Dashon Goldson,TB,1,9,0,0.0,1,0,0,0
Robert McClain,ATL,1,9,0,0.0,1,0,0,0
Rahim Moore,DEN,1,3,0,0.0,2,1,0,0
Ron Parker,KC,1,1,0,1.0,0,0,1,1
Josh Wilson,WAS,1,6,0,1.0,0,0,0,0
Major Wright,CHI,1,8,2,0.0,1,0,0,0
Kam Chancellor,SEA,1,2,3,0.0,1,1,0,0
Reshad Jones,MIA,1,6,3,0.5,0,0,0,0
Tracy Porter,OAK,1,4,1,0.5,3,0,0,0
Sam Shields,GB,1,5,3,0.0,3,0,0,0
Aaron Williams,BUF,1,7,5,0.0,0,0,0,0
DeAngelo Hall,WAS,1,5,2,0.0,0,0,1,0
Chris Houston,DET,1,7,0,0.0,2,0,0,0
Ryan Mundy,NYG,1,6,2,0.0,0,0,0,1
Buster Skrine,CLE,1,7,2,0.0,1,0,0,0
Earl Thomas,SEA,1,3,0,0.0,1,1,0,0
Usama Young,OAK,1,2,2,1.5,0,0,0,0
LaRon Landry,IND,1,6,5,0.0,0,0,0,0
Lardarius Webb,BAL,1,8,1,0.0,0,0,0,0
Brandon Boykin,PHI,1,4,0,0.0,1,0,1,0
Kareem Jackson,HOU,1,6,0,0.0,2,0,0,0
Malcolm Jenkins,NO,1,2,0,0.0,1,1,0,0
Eric Reid,SF,1,2,0,0.0,1,1,0,0
Jamarca Sanford,MIN,1,8,0,0.0,0,0,0,0
Richard Sherman,SEA,1,2,0,0.0,1,1,0,0
Davon House,GB,1,3,1,1.0,0,0,0,0
Leodis McKelvin,BUF,1,4,1,0.0,3,0,0,0
Terence Newman,CIN,1,5,1,0.0,2,0,0,0
Troy Polamalu,PIT,1,4,5,0.0,1,0,0,0
Bacarri Rambo,WAS,1,7,1,0.0,0,0,0,0
Patrick Chung,PHI,1,6,2,0.0,0,0,0,0
Barry Church,DAL,1,7,0,0.0,0,0,0,0
Reed Doughty,WAS,1,5,4,0.0,0,0,0,0
Jabari Greer,NO,1,5,0,0.0,2,0,0,0
