,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Tramaine Brock,SF,1,1,1,0.0,2,2,0,0
Matt Giordano,STL,1,5,1,0.0,1,1,0,0
T.J. Ward,CLE,1,4,1,0.0,1,1,0,0
Cary Williams,PHI,1,9,2,0.0,1,1,0,0
Reshad Jones,MIA,1,3,0,0.0,1,1,0,0
Barry Church,DAL,1,10,1,0.0,1,0,1,0
Bradley Fletcher,PHI,1,9,0,0.0,5,0,0,0
Bernard Pollard,TEN,1,6,1,0.0,2,1,0,0
John Cyprien,JAC,1,13,0,0.0,0,0,0,0
Devin McCourty,NE,1,8,4,0.0,0,0,1,0
D.J. Hayden,OAK,1,5,3,0.0,1,1,0,0
Ryan Mundy,NYG,1,10,5,0.0,0,0,0,0
Mike Mitchell,CAR,1,5,0,0.0,2,1,0,0
Buster Skrine,CLE,1,6,0,1.0,2,0,0,0
Charles Woodson,OAK,1,4,0,0.0,1,1,0,1
Will Hill,NYG,1,11,0,0.0,0,0,0,0
Kenny Vaccaro,NO,1,6,0,1.0,1,0,0,0
Malcolm Jenkins,NO,1,3,0,1.0,0,0,1,0
Adam Jones,CIN,1,3,0,0.0,2,1,0,0
Quintin Demps,KC,1,3,1,0.0,1,1,0,0
Earl Thomas,SEA,1,9,1,0.0,0,0,0,0
Darius Butler,IND,1,2,0,0.0,2,1,0,0
Morris Claiborne,DAL,1,1,0,0.0,1,1,0,1
Brandon Flowers,KC,1,6,2,0.0,2,0,0,0
Michael Griffin,TEN,1,4,2,0.0,1,0,1,0
Robert Lester,CAR,1,3,0,0.0,1,1,0,0
Tyrann Mathieu,ARI,1,5,0,1.0,0,0,0,0
Patrick Peterson,ARI,1,1,0,0.0,3,1,0,0
Eric Reid,SF,1,8,0,0.0,1,0,0,0
Darian Stewart,STL,1,4,2,0.0,0,0,1,0
Donte Whitner,SF,1,3,0,0.0,0,0,1,1
Usama Young,OAK,1,0,0,0.0,1,1,0,1
Chris Crocker,CIN,1,4,3,0.0,2,0,0,0
Duke Ihenacho,DEN,1,3,1,0.0,2,0,0,1
Trumaine McBride,NYG,1,5,1,0.0,2,0,0,0
Tracy Porter,OAK,1,3,5,0.0,2,0,0,0
Brandon Boykin,PHI,1,1,0,0.0,1,1,0,0
Chris Clemons,MIA,1,7,0,0.0,0,0,0,0
Chris Conte,CHI,1,6,1,0.0,0,0,0,0
Steve Gregory,NE,1,6,1,0.0,0,0,0,0
Richard Marshall,SD,1,5,1,0.0,1,0,0,0
Josh Thomas,CAR,1,6,1,0.0,0,0,0,0
Greg Toler,IND,1,2,5,0.0,2,0,0,0
Alterraun Verner,TEN,1,3,1,0.0,3,0,0,0
Tarell Brown,SF,1,2,0,0.0,2,0,0,1
Josh Bush,NYJ,1,3,0,0.0,0,0,1,0
Brent Grimes,MIA,1,5,0,0.0,1,0,0,0
Davon House,GB,1,6,0,0.0,0,0,0,0
Danieal Manning,HOU,1,5,0,0.0,1,0,0,0
Rashean Mathis,DET,1,6,0,0.0,0,0,0,0
