,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
John Abraham,ARI,1,3,0,2.0,0,0,2,0
Robert Mathis,IND,1,3,2,2.0,0,0,1,0
Mario Williams,BUF,1,3,0,2.0,0,0,1,0
J.J. Watt,HOU,1,6,0,1.0,0,0,1,0
Thomas Keiser,SD,1,3,0,2.0,1,0,0,0
Matt Shaughnessy,ARI,1,3,0,1.0,0,0,1,1
Justin Smith,SF,1,3,0,2.0,0,0,0,0
Quinton Coples,NYJ,1,3,1,1.0,0,0,1,0
Greg Hardy,CAR,1,3,1,1.0,0,0,1,0
Randy Starks,MIA,1,2,2,1.0,0,0,1,0
Calais Campbell,ARI,1,7,1,0.0,0,0,0,1
Earl Mitchell,HOU,1,5,0,1.0,0,0,0,0
Larry English,SD,1,4,1,1.0,0,0,0,0
Cliff Avril,SEA,1,1,0,1.0,0,0,1,0
Sen'Derrick Marks,JAC,1,3,0,1.0,1,0,0,0
George Selvie,DAL,1,1,2,1.5,0,0,0,0
Muhammad Wilkerson,NYJ,1,3,2,1.0,0,0,0,0
Jason Hatcher,DAL,1,3,1,1.0,0,0,0,0
Peria Jerry,ATL,1,3,1,1.0,0,0,0,0
Antonio Johnson,TEN,1,3,1,1.0,0,0,0,0
Barry Cofield,WAS,1,3,0,1.0,0,0,0,0
Tony McDaniel,SEA,1,3,0,1.0,0,0,0,0
Robert Quinn,STL,1,3,0,1.0,0,0,0,0
Ndamukong Suh,DET,1,3,0,1.0,0,0,0,0
Justin Tuck,NYG,1,2,2,1.0,0,0,0,0
Olivier Vernon,MIA,1,3,0,1.0,0,0,0,0
Chris Baker,WAS,1,2,1,1.0,0,0,0,0
Tyson Alualu,JAC,1,6,0,0.0,0,0,0,0
Michael Bennett,SEA,1,2,0,1.0,0,0,0,0
Jurrell Casey,TEN,1,2,0,1.0,0,0,0,0
Charles Johnson,CAR,1,2,0,1.0,0,0,0,0
Clinton McDonald,SEA,1,2,0,1.0,0,0,0,0
Jared Allen,MIN,1,3,1,0.5,0,0,0,0
Colin Cole,CAR,1,1,1,1.0,0,0,0,0
Terrance Knighton,DEN,1,1,1,1.0,0,0,0,0
Fili Moala,IND,1,1,1,1.0,0,0,0,0
Connor Barwin,PHI,1,4,0,0.0,1,0,0,0
Chris Clemons,SEA,1,1,0,1.0,0,0,0,0
Vinny Curry,PHI,1,1,0,1.0,0,0,0,0
Mike Daniels,GB,1,1,0,1.0,0,0,0,0
Marcell Dareus,BUF,1,4,2,0.0,0,0,0,0
Corey Liuget,SD,1,1,0,1.0,0,0,0,0
Star Lotulelei,CAR,1,4,2,0.0,0,0,0,0
Haloti Ngata,BAL,1,2,2,0.5,0,0,0,0
Kawann Short,CAR,1,3,0,0.0,0,0,0,1
Cedric Thornton,PHI,1,5,0,0.0,0,0,0,0
Brandon Williams,BAL,1,1,0,1.0,0,0,0,0
Kevin Williams,MIN,1,1,2,0.5,1,0,0,0
Rob Ninkovich,NE,1,3,3,0.0,0,0,0,0
Dontari Poe,KC,1,3,1,0.0,1,0,0,0
