,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Charles Tillman,CHI,1,5,2,0.0,2,2,0,0
Brandon Carr,DAL,1,4,0,0.0,1,1,0,0
Tim Jennings,CHI,1,6,2,0.0,0,0,2,1
Dimitri Patterson,MIA,1,2,0,0.0,3,2,0,0
Antoine Bethea,IND,1,6,5,0.0,1,1,0,0
LaRon Landry,IND,1,10,5,0.0,1,0,0,0
Brandon Boykin,PHI,1,5,2,0.0,2,1,0,0
Eric Reid,SF,1,7,0,0.0,1,1,0,0
Da'Norris Searcy,BUF,1,5,4,1.0,0,0,0,1
Cary Williams,PHI,1,2,0,1.0,2,1,0,0
Barry Church,DAL,1,7,1,0.0,0,0,1,1
Charles Godfrey,CAR,1,7,2,1.0,0,0,0,0
Bacarri Rambo,WAS,1,6,4,1.0,0,0,0,0
Earl Thomas,SEA,1,8,2,0.0,0,0,1,0
Kyle Arrington,NE,1,4,1,0.0,1,0,2,0
Harrison Smith,MIN,1,7,3,0.0,1,0,0,1
Brandon Flowers,KC,1,4,0,0.0,2,1,0,0
Ryan Mundy,NYG,1,4,2,0.0,1,1,0,0
Justin Rogers,BUF,1,5,0,0.0,1,1,0,0
Eric Weddle,SD,1,9,2,0.0,1,0,0,0
Roman Harper,NO,1,2,1,0.0,1,1,0,1
Ryan Clark,PIT,1,7,6,0.0,0,0,0,0
Janoris Jenkins,STL,1,4,0,0.0,3,0,1,0
Trumaine Johnson,STL,1,3,0,0.0,2,1,0,0
Danieal Manning,HOU,1,5,0,1.0,1,0,0,0
Tyrann Mathieu,ARI,1,7,0,0.0,0,0,1,0
Robert McClain,ATL,1,8,2,0.0,1,0,0,0
Sam Shields,GB,1,7,2,0.0,2,0,0,0
Jimmy Smith,BAL,1,6,0,0.0,1,0,1,0
Greg Toler,IND,1,3,0,0.0,2,1,0,0
Alterraun Verner,TEN,1,3,0,0.0,2,1,0,0
Josh Wilson,WAS,1,5,2,0.0,1,0,1,0
Will Allen,DAL,1,2,1,0.0,2,1,0,0
Leonard Johnson,TB,1,8,1,0.0,1,0,0,0
Dawan Landry,NYJ,1,3,1,0.0,1,1,0,0
Leodis McKelvin,BUF,1,5,1,0.0,4,0,0,0
Nolan Carroll,MIA,1,3,0,0.0,1,1,0,0
Tashaun Gipson,CLE,1,3,0,0.0,1,1,0,0
Steve Gregory,NE,1,7,2,0.0,1,0,0,0
Chris Harris,DEN,1,3,0,0.0,1,1,0,0
Eric Berry,KC,1,6,1,0.5,0,0,0,0
Tyvon Branch,OAK,1,4,1,1.0,0,0,0,0
Leon Hall,CIN,1,6,1,0.0,2,0,0,0
Tracy Porter,OAK,1,4,1,1.0,0,0,0,0
Shareece Wright,SD,1,7,1,0.0,1,0,0,0
Derek Cox,SD,1,7,0,0.0,1,0,0,0
Malcolm Jenkins,NO,1,4,2,0.0,0,0,1,0
Christopher Owens,CLE,1,8,0,0.0,0,0,0,0
Glover Quin,DET,1,2,0,0.0,1,1,0,0
Josh Robinson,MIN,1,5,0,0.0,0,0,1,0
