,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Robert Quinn,STL,1,5,0,2.0,0,0,1,1
Jurrell Casey,TEN,1,5,4,1.5,0,0,0,0
Jared Allen,MIN,1,3,0,2.0,0,0,0,0
Michael Bennett,SEA,1,4,0,1.0,0,0,1,0
Robert Mathis,IND,1,4,0,1.0,0,0,1,0
Brian Robison,MIN,1,2,1,2.0,0,0,0,0
Quinton Coples,NYJ,1,4,1,1.0,1,0,0,0
Ziggy Hood,PIT,1,3,1,1.0,0,0,0,1
George Selvie,DAL,1,5,1,1.0,0,0,0,0
Jason Hunter,OAK,1,2,0,1.0,0,0,1,0
Sen'Derrick Marks,JAC,1,3,0,1.0,0,0,0,1
Osi Umenyiora,ATL,1,2,0,1.0,0,0,1,0
Andre Branch,JAC,1,4,1,1.0,0,0,0,0
William Gholston,TB,1,5,3,0.0,2,0,0,0
Connor Barwin,PHI,1,4,0,1.0,0,0,0,0
Pat Sims,OAK,1,4,0,1.0,0,0,0,0
Kyle Williams,BUF,1,4,0,1.0,0,0,0,0
Sylvester Williams,DEN,1,3,2,1.0,0,0,0,0
Marcell Dareus,BUF,1,3,0,1.0,0,0,0,0
Wallace Gilberry,CIN,1,3,0,1.0,0,0,0,0
Linval Joseph,NYG,1,1,4,1.0,0,0,0,0
Jabaal Sheard,CLE,1,2,2,1.0,0,0,0,0
Cameron Wake,MIA,1,3,0,1.0,0,0,0,0
Greg Hardy,CAR,1,2,1,1.0,0,0,0,0
Gerald McCoy,TB,1,2,1,1.0,0,0,0,0
Matt Shaughnessy,ARI,1,2,1,1.0,0,0,0,0
Justin Tuck,NYG,1,3,3,0.5,0,0,0,0
Cliff Avril,SEA,1,1,0,0.5,0,0,1,0
Fletcher Cox,PHI,1,4,4,0.0,0,0,0,0
Mike Daniels,GB,1,2,0,1.0,0,0,0,0
William Hayes,STL,1,2,0,1.0,0,0,0,0
Michael Johnson,CIN,1,5,2,0.0,0,0,0,0
Thomas Keiser,SD,1,0,0,0.0,1,1,0,0
Justin Smith,SF,1,2,0,1.0,0,0,0,0
Deangelo Tyson,BAL,1,0,0,0.0,1,1,0,0
Adrian Clayborn,TB,1,1,1,1.0,0,0,0,0
Stacy McGee,OAK,1,3,1,0.0,0,0,0,1
Mike Neal,GB,1,1,1,1.0,0,0,0,0
Haloti Ngata,BAL,1,4,1,0.0,1,0,0,0
Tyson Alualu,JAC,1,4,2,0.0,0,0,0,0
Darnell Dockett,ARI,1,4,2,0.0,0,0,0,0
Jordan Hill,SEA,1,1,0,1.0,0,0,0,0
Cullen Jenkins,NYG,1,3,0,0.5,0,0,0,0
Billy Winn,CLE,1,2,0,0.0,0,0,1,0
Jason Babin,JAC,1,4,1,0.0,0,0,0,0
Jonathan Babineaux,ATL,1,0,1,0.0,0,0,0,2
Terrance Knighton,DEN,1,4,1,0.0,0,0,0,0
Muhammad Wilkerson,NYJ,1,3,3,0.0,0,0,0,0
John Abraham,ARI,1,1,2,0.5,0,0,0,0
Mario Williams,BUF,1,3,0,0.0,1,0,0,0
