,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Major Wright,CHI,1,6,1,0.0,1,1,1,0
Eric Berry,KC,1,5,0,0.0,2,1,0,0
Mark Barron,TB,1,8,3,0.5,1,1,0,0
DeAngelo Hall,WAS,1,3,1,0.0,2,1,0,0
Tyrann Mathieu,ARI,1,9,1,0.0,1,1,0,0
Chris Conte,CHI,1,6,2,0.0,2,1,0,0
Terence Newman,CIN,1,6,0,0.0,1,1,0,1
Chris Houston,DET,1,5,2,0.0,2,1,0,0
T.J. Ward,CLE,1,6,2,0.0,1,1,0,0
Kenny Vaccaro,NO,1,6,1,0.0,1,1,0,0
John Cyprien,JAC,1,3,4,1.0,0,0,1,0
Robert Lester,CAR,1,3,2,0.0,1,1,0,1
William Moore,ATL,1,5,0,0.0,2,1,0,0
Leon Hall,CIN,1,3,1,0.0,3,1,0,0
Harrison Smith,MIN,1,5,0,0.0,1,1,0,0
Melvin White,CAR,1,2,0,0.0,1,1,1,0
Sean Smith,KC,1,3,1,0.0,2,1,0,0
Nate Allen,PHI,1,5,0,1.0,1,0,0,0
Rashean Mathis,DET,1,7,0,0.0,3,0,0,0
Robert McClain,ATL,1,6,0,1.0,0,0,0,0
Marcus Sherels,MIN,1,8,0,0.0,2,0,0,0
M.D. Jennings,GB,1,3,1,1.0,0,0,0,1
Keenan Lewis,NO,1,2,1,0.0,2,1,0,0
Sam Shields,GB,1,3,1,0.0,1,1,0,0
Charles Woodson,OAK,1,9,1,0.0,0,0,0,0
William Gay,PIT,1,6,0,0.0,0,0,1,0
James Ihedigbo,BAL,1,5,4,0.0,2,0,0,0
Mike Jenkins,OAK,1,6,0,0.0,1,0,0,1
Aqib Talib,NE,1,2,1,0.0,1,1,0,0
Eric Weddle,SD,1,6,3,0.0,1,0,0,0
Tramon Williams,GB,1,3,3,1.0,0,0,0,0
Yeremiah Bell,ARI,1,6,0,0.0,2,0,0,0
Kam Chancellor,SEA,1,1,2,0.0,1,1,0,0
Antonio Cromartie,NYJ,1,5,0,0.0,0,0,1,0
Michael Griffin,TEN,1,7,2,0.0,0,0,0,0
Joe Haden,CLE,1,6,2,0.0,1,0,0,0
Reshad Jones,MIA,1,7,0,0.0,1,0,0,0
Richard Marshall,SD,1,7,2,0.0,0,0,0,0
Brandon Meriweather,WAS,1,7,2,0.0,0,0,0,0
Glover Quin,DET,1,6,0,0.0,0,0,0,1
Aaron Ross,NYG,1,0,0,0.0,3,1,0,0
Lardarius Webb,BAL,1,7,0,0.0,1,0,0,0
Dawan Landry,NYJ,1,3,1,1.0,0,0,0,0
T.J. McDonald,STL,1,6,1,0.0,1,0,0,0
Johnny Patrick,SD,1,6,1,0.0,1,0,0,0
Ryan Mundy,NYG,1,5,4,0.0,0,0,0,0
Orlando Scandrick,DAL,1,3,0,1.0,0,0,0,0
Jimmy Smith,BAL,1,6,0,0.0,1,0,0,0
Ike Taylor,PIT,1,6,0,0.0,1,0,0,0
Alterraun Verner,TEN,1,4,0,0.0,1,0,0,1
