,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Marshawn Lynch,SEA,1,28,98,2,3,3,37,1
James Starks,GB,1,20,132,1,5,4,36,0
Knowshon Moreno,DEN,1,13,93,2,3,3,14,0
Giovani Bernard,CIN,1,8,38,1,2,1,27,1
LeSean McCoy,PHI,1,11,53,0,6,5,114,0
Jamaal Charles,KC,1,16,55,0,10,8,48,1
Matt Forte,CHI,1,19,90,0,11,11,71,0
Darren McFadden,OAK,1,19,129,0,4,4,28,0
Rashard Mendenhall,ARI,1,15,66,1,2,2,28,0
Arian Foster,HOU,1,19,79,1,4,1,6,0
Ahmad Bradshaw,IND,1,15,65,1,3,3,19,0
Doug Martin,TB,1,29,144,0,1,0,0,0
Lamar Miller,MIA,1,14,69,1,2,2,6,0
Bilal Powell,NYJ,1,13,48,1,5,2,22,0
C.J. Spiller,BUF,1,16,103,0,5,4,26,0
Andre Ellington,ARI,1,4,20,0,2,2,42,1
Alfred Morris,WAS,1,13,107,0,2,2,13,0
Jason Snelling,ATL,1,2,19,1,4,4,41,0
Bernard Pierce,BAL,1,19,57,1,1,1,-2,0
Fred Jackson,BUF,1,12,30,1,6,4,23,0
Adrian Peterson,MIN,1,26,100,0,2,1,7,0
Ben Tate,HOU,1,9,93,0,4,3,8,0
Chris Johnson,TEN,1,25,96,0,1,1,1,0
Da'Rel Scott,NYG,1,5,2,0,4,2,30,1
DeAngelo Williams,CAR,1,22,85,0,0,0,0,0
BenJarvus Green-Ellis,CIN,1,22,75,0,1,1,5,0
Daryl Richardson,STL,1,10,35,0,6,5,45,0
Trent Richardson,CLE,1,18,58,0,5,5,21,0
Ryan Mathews,SD,1,16,73,0,1,1,3,0
Marcel Reece,OAK,1,2,15,1,1,0,0,0
DeMarco Murray,DAL,1,12,25,0,6,5,49,0
Joique Bell,DET,1,8,31,0,8,5,41,0
Reggie Bush,DET,1,9,25,0,3,3,44,0
Steven Jackson,ATL,1,3,0,0,2,1,8,1
Brandon Jacobs,NYG,1,7,4,1,1,0,0,0
Danny Woodhead,SD,1,9,27,0,9,8,37,0
Darren Sproles,NO,1,7,26,0,8,6,36,0
Chris Ivory,NYJ,1,12,52,0,0,0,0,0
Frank Summers,BUF,1,0,0,0,2,2,49,0
Pierre Thomas,NO,1,5,29,0,5,4,19,0
Ray Rice,BAL,1,13,36,0,3,3,9,0
Jacquizz Rodgers,ATL,1,11,17,0,4,4,28,0
Montee Ball,DEN,1,12,16,0,2,2,27,0
Mike Tolbert,CAR,1,6,25,0,3,2,18,0
Stevan Ridley,NE,1,16,40,0,0,0,0,0
Daniel Thomas,MIA,1,8,30,0,1,1,10,0
Felix Jones,PIT,1,10,37,0,0,0,0,0
Rashad Jennings,OAK,1,4,32,0,1,1,2,0
Robert Turbin,SEA,1,6,31,0,1,0,0,0
Donald Brown,IND,1,7,30,0,0,0,0,0
