,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Justin Houston,KC,1,6,1,3.5,3,0,1,2
Erin Henderson,MIN,1,6,2,2.0,1,1,0,0
Daryl Smith,BAL,1,7,3,0.0,1,1,0,0
Brad Jones,GB,1,9,2,0.0,0,0,1,1
Jerrell Freeman,IND,1,7,1,1.0,0,0,1,0
Paul Posluszny,JAC,1,5,7,0.0,1,1,0,0
D.J. Williams,CHI,1,3,1,2.0,0,0,1,0
Lance Briggs,CHI,1,5,2,1.0,1,0,1,0
Kevin Burnett,OAK,1,10,0,0.0,1,0,1,0
Karlos Dansby,ARI,1,12,0,0.0,1,0,0,0
Lamarr Houston,OAK,1,5,1,1.0,0,0,1,0
Manny Lawson,BUF,1,11,3,0.0,0,0,0,0
Clay Matthews,GB,1,2,0,1.0,0,0,2,0
Bobby Wagner,SEA,1,3,6,0.0,1,1,0,0
Kiko Alonso,BUF,1,3,5,0.0,1,1,0,0
Chad Greenway,MIN,1,5,1,0.0,1,1,0,0
D'Qwell Jackson,CLE,1,7,3,0.0,0,0,1,0
Navorro Bowman,SF,1,9,0,0.0,2,0,0,0
Jerod Mayo,NE,1,5,4,1.0,0,0,0,0
Vontaze Burfict,CIN,1,10,1,0.0,0,0,0,0
Lavonte David,TB,1,8,1,0.5,0,0,0,0
Derrick Johnson,KC,1,7,1,0.5,1,0,0,0
Akeem Dent,ATL,1,3,2,1.5,0,0,0,0
London Fletcher,WAS,1,4,4,1.0,0,0,0,0
Calvin Pace,NYJ,1,4,4,1.0,0,0,0,0
Lawrence Timmons,PIT,1,7,2,0.0,2,0,0,0
DeMario Davis,NYJ,1,5,1,1.0,0,0,0,0
Dannell Ellerbe,MIA,1,9,1,0.0,0,0,0,0
David Harris,NYJ,1,4,3,1.0,0,0,0,0
A.J. Hawk,GB,1,6,3,0.0,0,0,0,1
Justin Durant,DAL,1,6,0,0.0,0,0,1,0
Mychal Kendricks,PHI,1,8,1,0.0,0,0,0,0
Curtis Lofton,NO,1,7,1,0.0,1,0,0,0
Andrew Gachkar,SD,1,4,2,0.0,0,0,1,0
Rey Maualuga,CIN,1,8,0,0.0,0,0,0,0
Wesley Woodyard,DEN,1,4,4,0.5,0,0,0,0
Ahmad Brooks,SF,1,7,1,0.0,0,0,0,0
Thomas Davis,CAR,1,2,3,1.0,0,0,0,0
Moise Fokou,TEN,1,7,1,0.0,0,0,0,0
Nate Irving,DEN,1,6,3,0.0,0,0,0,0
Sean Lee,DAL,1,4,3,0.0,0,0,0,1
DeAndre Levy,DET,1,6,3,0.0,0,0,0,0
Perry Riley,WAS,1,3,7,0.0,1,0,0,0
Nick Roach,OAK,1,7,1,0.0,0,0,0,0
Tamba Hali,KC,1,3,0,1.0,0,0,0,0
Barkevious Mingo,CLE,1,2,2,1.0,0,0,0,0
DeMeco Ryans,PHI,1,7,0,0.0,0,0,0,0
James Anderson,CHI,1,4,1,0.0,0,0,0,1
Brian Cushing,HOU,1,5,3,0.0,0,0,0,0
Alec Ogletree,STL,1,6,1,0.0,0,0,0,0
