,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Mychal Kendricks,PHI,1,5,3,1.0,1,1,0,0
Brian Orakpo,WAS,1,6,2,1.5,0,0,0,1
Paul Posluszny,JAC,1,9,4,1.0,0,0,0,0
Bobby Wagner,SEA,1,8,2,1.5,0,0,0,0
Daryl Smith,BAL,1,2,3,1.0,1,1,0,0
Frank Zombo,KC,1,7,0,0.0,1,1,0,0
Lavonte David,TB,1,9,1,0.0,0,0,1,0
James Anderson,CHI,1,11,0,0.0,1,0,0,0
Aldon Smith,SF,1,4,0,2.0,0,0,0,0
Jerrell Freeman,IND,1,4,3,0.0,0,0,2,0
Luke Kuechly,CAR,1,6,3,1.0,0,0,0,0
Derrick Johnson,KC,1,4,2,0.0,1,1,0,0
Dekoda Watson,TB,1,10,2,0.0,0,0,0,0
Daryl Washington,ARI,1,8,1,0.0,2,0,0,0
David Hawthorne,NO,1,10,0,0.0,0,0,0,0
Joe Mays,HOU,1,5,8,0.0,1,0,0,0
Patrick Willis,SF,1,6,0,1.0,0,0,0,0
Marcus Benard,ARI,1,2,1,1.0,0,0,1,0
Ryan Kerrigan,WAS,1,1,3,1.0,0,0,1,0
Vontaze Burfict,CIN,1,6,6,0.0,0,0,0,0
DeMeco Ryans,PHI,1,4,2,1.0,0,0,0,0
Darryl Sharpton,HOU,1,2,8,0.0,0,0,1,0
Karlos Dansby,ARI,1,5,1,0.5,1,0,0,0
Dont'a Hightower,NE,1,8,1,0.0,0,0,0,0
Perry Riley,WAS,1,7,3,0.0,0,0,0,0
Danny Trevathan,DEN,1,7,3,0.0,0,0,0,0
Jerry Hughes,BUF,1,3,0,1.0,1,0,0,0
Alec Ogletree,STL,1,7,0,0.0,1,0,0,0
D'Qwell Jackson,CLE,1,6,3,0.0,0,0,0,0
Jameel McClain,BAL,1,6,3,0.0,0,0,0,0
Calvin Pace,NYJ,1,3,1,1.0,0,0,0,0
Moise Fokou,TEN,1,7,0,0.0,0,0,0,0
Geno Hayes,JAC,1,1,0,0.0,1,1,0,0
Chandler Jones,NE,1,3,0,1.0,0,0,0,0
Manny Lawson,BUF,1,3,0,1.0,0,0,0,0
Spencer Paysinger,NYG,1,6,2,0.0,0,0,0,0
Brooks Reed,HOU,1,3,0,1.0,0,0,0,0
Stephen Tulloch,DET,1,6,2,0.0,0,0,0,0
Erik Walden,IND,1,3,0,1.0,0,0,0,0
Curtis Lofton,NO,1,6,1,0.0,0,0,0,0
Stephen Nicholas,ATL,1,1,5,0.0,0,0,1,0
Bjoern Werner,IND,1,2,1,1.0,0,0,0,0
Paul Worrilow,ATL,1,4,5,0.0,0,0,0,0
Kiko Alonso,BUF,1,6,0,0.0,0,0,0,0
Jon Beason,NYG,1,5,2,0.0,0,0,0,0
Donald Butler,SD,1,6,0,0.0,0,0,0,0
Trent Cole,PHI,1,5,2,0.0,0,0,0,0
Shaun Phillips,DEN,1,2,0,1.0,0,0,0,0
Vince Williams,PIT,1,6,0,0.0,0,0,0,0
Zaviar Gooden,TEN,1,4,3,0.0,0,0,0,0
