,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Robert Mathis,IND,1,3,3,2.0,1,0,1,0
Calais Campbell,ARI,1,4,0,2.0,0,0,1,0
Wallace Gilberry,CIN,1,3,1,2.0,0,0,1,0
Chris Long,STL,1,5,0,1.0,0,0,1,1
Sen'Derrick Marks,JAC,1,4,0,1.0,2,0,1,0
Osi Umenyiora,ATL,1,4,2,2.0,0,0,0,0
Muhammad Wilkerson,NYJ,1,5,2,1.0,0,0,1,0
Mario Williams,BUF,1,2,2,2.0,0,0,0,0
Dontari Poe,KC,1,6,1,1.0,0,0,0,0
Ahtyba Rubin,CLE,1,5,3,1.0,0,0,0,0
Michael Brockers,STL,1,3,0,1.0,0,0,1,0
Chris Clemons,SEA,1,2,1,1.0,0,0,1,0
Ziggy Ansah,DET,1,2,0,1.0,0,0,1,0
Mike Neal,GB,1,4,2,1.0,0,0,0,0
Sheldon Richardson,NYJ,1,3,2,1.0,1,0,0,0
Kyle Williams,BUF,1,2,6,1.0,0,0,0,0
Carlos Dunlap,CIN,1,4,1,0.0,0,0,1,0
Bruce Irvin,SEA,1,3,1,1.0,0,0,0,0
Ropati Pitoitua,TEN,1,3,1,1.0,0,0,0,0
Geno Atkins,CIN,1,1,4,1.0,0,0,0,0
Andre Branch,JAC,1,3,0,1.0,0,0,0,0
Nate Collins,CHI,1,2,2,1.0,0,0,0,0
Sean Lissemore,SD,1,2,2,1.0,0,0,0,0
Ray McDonald,SF,1,3,0,1.0,0,0,0,0
Corey Peters,ATL,1,1,2,1.0,1,0,0,0
Paul Soliai,MIA,1,4,0,0.0,0,0,1,0
Olivier Vernon,MIA,1,3,0,1.0,0,0,0,0
Tommy Kelly,NE,1,2,1,1.0,0,0,0,0
Jared Odrick,MIA,1,5,1,0.0,1,0,0,0
Armonty Bryant,CLE,1,1,0,1.0,1,0,0,0
Kawann Short,CAR,1,3,2,0.5,0,0,0,0
Robert Ayers,DEN,1,1,1,1.0,0,0,0,0
Malik Jackson,DEN,1,1,1,1.0,0,0,0,0
Bennie Logan,PHI,1,1,1,1.0,0,0,0,0
Johnathan Hankins,NYG,1,5,0,0.0,0,0,0,0
Antonio Johnson,TEN,1,1,0,1.0,0,0,0,0
Charles Johnson,CAR,1,1,0,1.0,0,0,0,0
Cameron Jordan,NO,1,3,0,0.0,0,0,0,1
Shea McClellin,CHI,1,4,2,0.0,0,0,0,0
DeMarcus Ware,DAL,1,4,2,0.0,0,0,0,0
Cullen Jenkins,NYG,1,2,0,0.5,0,0,0,0
Rob Ninkovich,NE,1,1,2,0.5,0,0,0,0
Cedric Thornton,PHI,1,4,0,0.0,0,0,0,0
Mario Addison,CAR,1,1,1,0.5,0,0,0,0
Jared Crick,HOU,1,1,1,0.0,2,0,0,0
Lavar Edwards,TEN,1,2,1,0.0,1,0,0,0
Lawrence Guy,IND,1,2,1,0.0,1,0,0,0
Mathias Kiwanuka,NYG,1,1,1,0.5,0,0,0,0
Corey Liuget,SD,1,3,1,0.0,0,0,0,0
Ndamukong Suh,DET,1,3,1,0.0,0,0,0,0
