,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Will Hill,NYG,1,6,5,0.0,1,1,0,0
Cortez Allen,PIT,1,5,1,0.0,2,1,0,0
Dee Milliner,NYJ,1,8,1,0.0,5,1,0,0
Richard Sherman,SEA,1,3,5,0.0,2,2,0,0
Mike Adams,DEN,1,6,3,0.0,3,1,0,0
Nolan Carroll,MIA,1,5,1,1.0,1,1,0,0
Kam Chancellor,SEA,1,6,5,0.0,2,1,0,0
Brandon Boykin,PHI,1,1,0,0.0,2,1,0,0
Leodis McKelvin,BUF,1,4,2,0.0,4,1,0,0
Logan Ryan,NE,1,0,1,0.0,3,2,0,0
Tavon Wilson,NE,1,1,0,0.0,1,1,0,0
Nickell Robey,BUF,1,3,1,2.0,1,0,0,0
Josh Wilson,WAS,1,6,1,0.0,1,0,1,1
Chris Conte,CHI,1,8,2,0.0,0,0,1,0
Bradley Fletcher,PHI,1,9,0,0.0,0,0,1,0
Tramaine Brock,SF,1,4,1,0.0,2,1,0,0
Glover Quin,DET,1,4,1,0.0,2,1,0,0
Kyle Arrington,NE,1,4,4,1.0,1,0,0,0
DeAngelo Hall,WAS,1,4,0,0.0,2,1,0,0
Captain Munnerlyn,CAR,1,3,5,1.0,1,0,0,0
Jerraud Powers,ARI,1,4,1,0.0,3,0,1,0
Eric Berry,KC,1,7,0,0.0,0,0,1,0
T.J. McDonald,STL,1,6,0,1.0,0,0,0,0
Quintin Mikell,CAR,1,3,4,1.0,1,0,0,0
Ryan Clark,PIT,1,9,1,0.0,0,0,0,0
Brandon Meriweather,WAS,1,5,1,1.0,0,0,0,0
Mike Jenkins,OAK,1,3,0,0.0,1,1,0,0
Eric Weddle,SD,1,2,2,0.0,1,1,0,0
Kareem Jackson,HOU,1,6,1,0.0,2,0,0,0
Malcolm Jenkins,NO,1,2,1,0.0,1,1,0,0
Reshad Jones,MIA,1,7,3,0.0,0,0,0,0
Antrel Rolle,NYG,1,6,1,0.0,0,0,0,1
Keith Tandy,TB,1,6,1,0.0,0,0,0,1
Alan Ball,JAC,1,2,0,0.0,1,1,0,0
John Cyprien,JAC,1,7,2,0.0,0,0,0,0
Marcus Sherels,MIN,1,5,2,0.0,2,0,0,0
Shareece Wright,SD,1,7,0,0.0,1,0,0,0
George Iloka,CIN,1,1,1,0.0,1,1,0,0
Ryan Mundy,NYG,1,5,5,0.0,0,0,0,0
Troy Polamalu,PIT,1,3,1,0.0,1,0,1,0
Morgan Burnett,GB,1,6,2,0.0,0,0,0,0
Chimdi Chekwa,OAK,1,6,2,0.0,0,0,0,0
Brandon Flowers,KC,1,6,0,0.0,1,0,0,0
Mike Mitchell,CAR,1,2,4,0.5,1,0,0,0
Dominique Rodgers-Cromartie,DEN,1,1,0,0.0,1,1,0,0
Earl Thomas,SEA,1,4,6,0.0,0,0,0,0
George Wilson,TEN,1,1,0,0.0,1,1,0,0
Major Wright,CHI,1,7,0,0.0,0,0,0,0
Tashaun Gipson,CLE,1,6,1,0.0,0,0,0,0
Shiloh Keo,HOU,1,4,1,0.0,2,0,0,0
