,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Jairus Byrd,BUF,1,3,1,1.0,2,2,0,0
Joe Haden,CLE,1,0,2,0.0,2,2,0,0
Will Allen,PIT,1,7,2,0.0,1,1,1,0
Walter Thurmond,SEA,1,2,1,0.0,1,1,0,0
Brandon Boykin,PHI,1,4,0,0.0,2,1,1,0
Corey Graham,BAL,1,9,0,1.0,1,0,0,0
Reggie Nelson,CIN,1,5,4,0.0,2,1,0,0
Tramon Williams,GB,1,8,0,0.0,1,1,0,0
Jerraud Powers,ARI,1,6,0,0.0,2,1,0,0
Charles Woodson,OAK,1,5,2,0.0,1,0,2,0
Dashon Goldson,TB,1,2,0,0.0,2,1,1,0
Da'Norris Searcy,BUF,1,0,0,0.0,1,1,0,0
Eric Weddle,SD,1,7,0,1.0,1,0,0,0
Brent Grimes,MIA,1,4,1,0.0,2,1,0,0
Yeremiah Bell,ARI,1,5,0,0.0,1,1,0,0
Mike Jenkins,OAK,1,10,2,0.0,0,0,0,0
Ryan Clark,PIT,1,5,3,0.0,1,0,0,1
Zackary Bowman,CHI,1,9,0,0.0,0,0,0,0
Morgan Burnett,GB,1,6,6,0.0,0,0,0,0
Dee Milliner,NYJ,1,8,0,0.0,1,0,0,0
Johnny Patrick,SD,1,3,0,0.0,1,1,0,0
Antrel Rolle,NYG,1,3,0,0.0,1,1,0,0
Aaron Williams,BUF,1,6,4,0.0,1,0,0,0
Robert Lester,CAR,1,2,1,0.0,1,1,0,0
Andrew Sendejo,MIN,1,6,5,0.0,0,0,0,0
Mark Barron,TB,1,5,0,0.0,1,0,0,1
Don Carey,DET,1,7,2,0.0,0,0,0,0
John Cyprien,JAC,1,8,0,0.0,0,0,0,0
Louis Delmas,DET,1,6,1,0.0,1,0,0,0
Terrell Thomas,NYG,1,7,1,0.0,0,0,0,0
Cassius Vaughn,IND,1,5,1,0.0,2,0,0,0
Corey White,NO,1,1,1,0.0,1,1,0,0
Prince Amukamara,NYG,1,6,0,0.0,1,0,0,0
Alan Ball,JAC,1,3,0,0.0,4,0,0,0
Johnthan Banks,TB,1,6,0,0.0,1,0,0,0
Antonio Cromartie,NYJ,1,5,0,0.0,2,0,0,0
Dre Kirkpatrick,CIN,1,2,0,1.0,1,0,0,0
Robert McClain,ATL,1,5,2,0.0,1,0,0,0
Brandon Meriweather,WAS,1,7,0,0.0,0,0,0,0
William Moore,ATL,1,7,0,0.0,0,0,0,0
Eric Reid,SF,1,6,0,0.0,1,0,0,0
Aqib Talib,NE,1,5,0,0.0,2,0,0,0
Kam Chancellor,SEA,1,4,5,0.0,0,0,0,0
Michael Griffin,TEN,1,6,1,0.0,0,0,0,0
Dawan Landry,NYJ,1,5,3,0.0,0,0,0,0
Melvin White,CAR,1,4,3,0.0,1,0,0,0
Eric Berry,KC,1,6,0,0.0,0,0,0,0
Will Hill,NYG,1,5,2,0.0,0,0,0,0
Alterraun Verner,TEN,1,4,0,0.0,2,0,0,0
Josh Wilson,WAS,1,6,0,0.0,0,0,0,0
