,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Quintin Mikell,CAR,1,7,0,1.0,1,0,1,0
Troy Polamalu,PIT,1,1,0,0.0,3,1,0,0
Antoine Bethea,IND,1,10,7,0.0,0,0,0,0
James Ihedigbo,BAL,1,7,5,0.0,1,0,1,0
Byron Maxwell,SEA,1,5,0,0.0,3,1,0,0
William Moore,ATL,1,5,1,1.0,0,0,1,0
Alterraun Verner,TEN,1,8,1,0.0,3,0,0,0
Chris Clemons,MIA,1,7,5,0.0,1,0,0,0
Rashad Johnson,ARI,1,4,0,0.0,1,1,0,0
Bernard Pollard,TEN,1,7,0,0.0,3,0,0,0
Andrew Sendejo,MIN,1,1,2,0.0,3,1,0,0
Shareece Wright,SD,1,2,0,0.0,3,1,0,0
Jairus Byrd,BUF,1,3,1,0.0,1,1,0,0
John Cyprien,JAC,1,8,3,0.0,0,0,0,0
Marcus Gilchrist,SD,1,7,1,0.0,0,0,0,1
Alan Ball,JAC,1,2,2,0.0,1,1,0,0
Eric Berry,KC,1,5,0,1.0,0,0,0,0
Stephon Gilmore,BUF,1,2,0,0.0,2,1,0,0
Chris Houston,DET,1,3,0,0.0,1,1,0,0
Jerraud Powers,ARI,1,8,0,0.0,1,0,0,0
Darrelle Revis,TB,1,4,0,1.0,1,0,0,0
Xavier Rhodes,MIN,1,3,0,0.0,3,0,1,0
Antrel Rolle,NYG,1,8,2,0.0,0,0,0,0
Terrell Thomas,NYG,1,9,0,0.0,0,0,0,0
Lardarius Webb,BAL,1,5,0,0.0,4,0,0,0
Zackary Bowman,CHI,1,7,1,0.0,1,0,0,0
Michael Griffin,TEN,1,8,1,0.0,0,0,0,0
Trumaine Johnson,STL,1,7,1,0.0,1,0,0,0
Marcus Sherels,MIN,1,2,1,0.0,1,1,0,0
Johnthan Banks,TB,1,2,0,0.0,1,1,0,0
Mark Barron,TB,1,4,0,1.0,0,0,0,0
Mike Adams,DEN,1,5,1,0.0,0,0,0,1
Barry Church,DAL,1,7,1,0.0,0,0,0,0
Malcolm Jenkins,NO,1,6,3,0.0,0,0,0,0
LaRon Landry,IND,1,4,5,0.0,1,0,0,0
T.J. McDonald,STL,1,7,1,0.0,0,0,0,0
Carlos Rogers,SF,1,7,1,0.0,0,0,0,0
Jamarca Sanford,MIN,1,7,1,0.0,0,0,0,0
Morgan Burnett,GB,1,6,2,0.0,0,0,0,0
Jarrett Bush,GB,1,0,0,0.0,2,1,0,0
Chris Conte,CHI,1,6,2,0.0,0,0,0,0
William Gay,PIT,1,7,0,0.0,0,0,0,0
Janoris Jenkins,STL,1,4,0,0.0,1,0,0,1
Dawan Landry,NYJ,1,7,0,0.0,0,0,0,0
Richard Marshall,SD,1,5,0,0.0,2,0,0,0
Rodney McLeod,STL,1,4,0,0.0,0,0,1,0
Eric Wright,SF,1,0,0,0.0,2,1,0,0
Kareem Jackson,HOU,1,5,1,0.0,1,0,0,0
Mike Mitchell,CAR,1,5,1,0.0,1,0,0,0
D.J. Swearinger,HOU,1,5,1,0.0,1,0,0,0
