,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
William Gay,PIT,1,3,0,1.0,1,1,1,0
Leonard Johnson,TB,1,4,3,0.0,2,1,0,0
Troy Polamalu,PIT,1,3,1,1.0,1,0,2,1
Corey Graham,BAL,1,1,0,0.0,3,2,0,0
Eric Berry,KC,1,8,0,1.0,1,0,0,0
Rodney McLeod,STL,1,6,0,0.0,2,1,0,0
Antrel Rolle,NYG,1,6,0,0.0,2,1,0,0
Nolan Carroll,MIA,1,3,0,0.0,4,1,0,0
Eric Weddle,SD,1,6,0,0.0,0,0,1,1
Barry Church,DAL,1,8,5,0.0,0,0,0,0
Josh Wilson,WAS,1,8,3,0.0,1,0,0,0
Johnthan Banks,TB,1,3,0,0.0,2,1,0,0
Morgan Burnett,GB,1,8,4,0.0,0,0,0,0
Duke Ihenacho,DEN,1,4,6,0.0,0,0,1,0
Donte Whitner,SF,1,3,2,0.0,1,1,0,0
Johnathan Joseph,HOU,1,7,1,0.0,2,0,0,0
Logan Ryan,NE,1,3,1,0.0,1,1,0,0
Antonio Cromartie,NYJ,1,2,0,0.0,2,1,0,0
Marcus Gilchrist,SD,1,3,0,0.0,1,1,0,0
Duron Harmon,NE,1,7,4,0.0,0,0,0,0
Josh Thomas,CAR,1,3,0,0.0,1,1,0,0
Corey White,NO,1,4,6,0.0,0,0,0,1
Antoine Bethea,IND,1,6,1,0.0,2,0,0,0
Will Hill,NYG,1,4,3,0.0,0,0,1,0
Captain Munnerlyn,CAR,1,8,1,0.0,0,0,0,0
Xavier Rhodes,MIN,1,4,0,0.0,4,0,0,0
Shareece Wright,SD,1,6,0,0.0,2,0,0,0
Chris Cook,MIN,1,7,1,0.0,0,0,0,0
Quintin Demps,KC,1,6,1,0.0,1,0,0,0
Danny Gorrer,TB,1,4,1,0.0,0,0,1,0
Michael Griffin,TEN,1,7,1,0.0,0,0,0,0
M.D. Jennings,GB,1,7,1,0.0,0,0,0,0
Desmond Trufant,ATL,1,4,1,0.0,3,0,0,0
Kenny Vaccaro,NO,1,4,5,0.0,1,0,0,0
Prince Amukamara,NYG,1,6,0,0.0,1,0,0,0
John Cyprien,JAC,1,4,2,0.0,2,0,0,0
Thomas DeCoud,ATL,1,5,2,0.0,1,0,0,0
Janoris Jenkins,STL,1,6,0,0.0,1,0,0,0
Trumaine Johnson,STL,1,4,0,0.0,0,0,1,0
Trumaine McBride,NYG,1,4,2,0.0,2,0,0,0
Jerraud Powers,ARI,1,4,0,0.0,3,0,0,0
Glover Quin,DET,1,2,2,1.0,0,0,0,0
Keith Tandy,TB,1,1,0,0.0,1,1,0,0
T.J. Ward,CLE,1,5,4,0.0,0,0,0,0
Lardarius Webb,BAL,1,6,0,0.0,1,0,0,0
Charles Woodson,OAK,1,6,2,0.0,0,0,0,0
Mike Adams,DEN,1,5,3,0.0,0,0,0,0
Mark Barron,TB,1,6,1,0.0,0,0,0,0
Don Carey,DET,1,2,1,0.0,1,0,1,0
Davon House,GB,1,4,1,0.0,2,0,0,0
