,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
DeAngelo Hall,WAS,1,4,0,0.0,3,2,0,0
Adam Jones,CIN,1,6,1,0.0,2,1,0,0
Dominique Rodgers-Cromartie,DEN,1,4,1,0.0,3,1,0,0
Terrell Thomas,NYG,1,10,1,1.0,1,0,1,0
Antrel Rolle,NYG,1,4,1,1.0,1,1,1,0
Logan Ryan,NE,1,5,0,2.0,1,0,1,0
Chris Crocker,CIN,1,4,1,0.0,1,1,0,0
Rashad Johnson,ARI,1,1,0,0.0,3,2,0,0
Troy Polamalu,PIT,1,3,0,1.0,2,1,0,0
T.J. Ward,CLE,1,10,0,1.0,0,0,0,0
Tyrann Mathieu,ARI,1,6,1,0.0,2,1,0,0
Rahim Moore,DEN,1,6,0,0.0,1,1,0,0
Brandon Carr,DAL,1,7,2,0.0,1,0,0,1
Barry Church,DAL,1,7,2,0.0,0,0,1,0
Will Hill,NYG,1,5,0,0.0,1,1,0,0
Earl Thomas,SEA,1,10,0,0.0,1,0,0,0
Ryan Clark,PIT,1,9,3,0.0,0,0,0,0
Mike Jenkins,OAK,1,4,1,0.0,1,1,0,0
Dimitri Patterson,MIA,1,3,1,0.0,2,1,0,0
Chris Harris,DEN,1,3,0,0.0,2,1,0,0
Bradley Fletcher,PHI,1,8,1,0.0,1,0,0,0
Alfonzo Dennard,NE,1,9,0,0.0,0,0,0,0
Tashaun Gipson,CLE,1,9,0,0.0,0,0,0,0
Keenan Lewis,NO,1,2,0,0.0,2,1,0,0
Eric Reid,SF,1,8,0,0.0,1,0,0,0
Asante Samuel,ATL,1,3,0,0.0,1,1,0,0
Richard Sherman,SEA,1,3,0,0.0,1,1,0,0
Tracy Porter,OAK,1,1,1,0.0,2,1,0,0
Bacarri Rambo,WAS,1,8,1,0.0,0,0,0,0
Michael Adams,TB,1,4,0,1.0,0,0,0,0
Prince Amukamara,NYG,1,5,0,0.0,0,0,1,0
Captain Munnerlyn,CAR,1,5,1,0.0,2,0,0,0
Cortez Allen,PIT,1,1,0,0.0,1,1,0,0
Marquice Cole,NE,1,1,0,0.0,1,1,0,0
Jordan Pugh,WAS,1,1,0,0.0,1,1,0,0
Xavier Rhodes,MIN,1,7,0,0.0,0,0,0,0
Josh Wilson,WAS,1,6,0,0.0,1,0,0,0
Antonio Allen,NYJ,1,5,3,0.0,0,0,0,0
Mark Barron,TB,1,6,1,0.0,0,0,0,0
Morgan Burnett,GB,1,5,3,0.0,0,0,0,0
Chris Clemons,MIA,1,3,7,0.0,0,0,0,0
Tramaine Brock,SF,1,5,0,0.0,1,0,0,0
Brandon Flowers,KC,1,6,0,0.0,0,0,0,0
Duron Harmon,NE,1,0,0,0.0,1,1,0,0
Reggie Nelson,CIN,1,2,0,1.0,0,0,0,0
Josh Robinson,MIN,1,5,2,0.0,0,0,0,0
Walter Thurmond,SEA,1,2,0,1.0,0,0,0,0
Corey White,NO,1,3,0,0.0,0,0,1,0
Melvin White,CAR,1,6,0,0.0,0,0,0,0
Tarell Brown,SF,1,4,1,0.0,1,0,0,0
