,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Sean Lee,DAL,1,7,3,0.0,2,2,0,0
David Hawthorne,NO,1,8,0,1.0,0,0,1,0
Craig Robertson,CLE,1,11,0,1.0,0,0,0,0
Lavonte David,TB,1,9,3,1.0,0,0,0,0
Junior Galette,NO,1,5,1,1.0,0,0,1,1
Sio Moore,OAK,1,5,1,2.0,0,0,0,0
Daryl Washington,ARI,1,5,1,0.0,3,1,0,0
Derrick Johnson,KC,1,12,0,0.0,1,0,0,0
Danny Trevathan,DEN,1,6,4,0.0,1,0,1,0
Dont'a Hightower,NE,1,5,5,1.0,0,0,0,0
D'Qwell Jackson,CLE,1,7,1,1.0,0,0,0,0
Mychal Kendricks,PHI,1,11,1,0.0,0,0,0,0
Von Miller,DEN,1,4,1,1.0,0,0,1,0
Navorro Bowman,SF,1,10,0,0.0,1,0,0,0
Paul Posluszny,JAC,1,10,2,0.0,0,0,0,0
Chad Greenway,MIN,1,6,1,1.0,0,0,0,0
Erin Henderson,MIN,1,7,7,0.0,0,0,0,0
Perry Riley,WAS,1,10,1,0.0,0,0,0,0
Vontaze Burfict,CIN,1,7,4,0.0,1,0,0,0
Thomas Davis,CAR,1,7,0,0.0,3,0,0,0
Lawrence Timmons,PIT,1,6,2,0.0,0,0,1,0
Kiko Alonso,BUF,1,8,3,0.0,0,0,0,0
Karlos Dansby,ARI,1,8,1,0.0,1,0,0,0
Lamarr Houston,OAK,1,5,0,1.0,0,0,0,0
Ryan Kerrigan,WAS,1,2,0,1.0,0,0,1,0
Patrick Willis,SF,1,6,0,0.0,0,0,1,0
James Harrison,CIN,1,2,4,1.0,0,0,0,0
Dan Skuta,SF,1,6,0,0.0,0,0,0,1
Stephen Tulloch,DET,1,7,1,0.0,0,0,0,0
Marcus Benard,ARI,1,3,0,1.0,0,0,0,0
Curtis Lofton,NO,1,6,2,0.0,0,0,0,0
Joplo Bartu,ATL,1,4,1,0.5,0,0,0,0
Dannell Ellerbe,MIA,1,2,9,0.0,0,0,0,0
Rob Jackson,WAS,1,2,1,1.0,0,0,0,0
Luke Kuechly,CAR,1,5,3,0.0,0,0,0,0
Jamari Lattimore,GB,1,2,1,1.0,0,0,0,0
Shaun Phillips,DEN,1,0,1,0.0,1,1,0,0
DeMeco Ryans,PHI,1,5,1,0.0,1,0,0,0
Brandon Spikes,NE,1,4,5,0.0,0,0,0,0
Dane Fletcher,NE,1,1,2,1.0,0,0,0,0
Jerry Hughes,BUF,1,2,0,1.0,0,0,0,0
Paul Kruger,CLE,1,2,0,1.0,0,0,0,0
Paul Worrilow,ATL,1,6,0,0.0,0,0,0,0
London Fletcher,WAS,1,5,1,0.0,0,0,0,0
Geno Hayes,JAC,1,5,1,0.0,0,0,0,0
Nick Roach,OAK,1,3,3,0.0,1,0,0,0
Bobby Wagner,SEA,1,5,1,0.0,0,0,0,0
Russell Allen,JAC,1,3,0,0.0,0,0,0,1
Justin Houston,KC,1,1,0,1.0,0,0,0,0
Chandler Jones,NE,1,4,2,0.0,0,0,0,0
