,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Lavonte David,TB,1,6,0,0.0,2,2,0,0
D'Qwell Jackson,IND,1,6,1,1.0,1,1,0,0
Brandon Marshall,DEN,1,8,0,1.0,0,0,1,0
Rolando McClain,DAL,1,3,0,0.0,1,1,0,0
Deone Bucannon,ARI,1,8,0,1.0,0,0,0,1
Danny Trevathan,DEN,1,7,1,0.0,1,1,0,0
Courtney Upshaw,BAL,1,4,1,1.0,0,0,1,1
Tamba Hali,KC,1,5,0,2.0,0,0,0,0
Justin Houston,KC,1,1,0,0.0,1,1,0,0
Kelvin Sheppard,MIA,1,11,4,0.0,0,0,0,0
Paul Worrilow,ATL,1,4,2,0.0,1,1,0,1
Jerrell Freeman,IND,1,8,3,0.0,1,0,0,1
C.J. Mosley,BAL,1,7,5,0.0,0,0,0,1
Ben Heeney,OAK,1,5,2,1.0,1,0,0,0
Josh Mauga,KC,1,6,1,1.0,0,0,0,0
Brian Orakpo,TEN,1,2,1,1.0,1,0,1,0
Derrick Johnson,KC,1,8,1,0.0,1,0,0,0
Luke Kuechly,CAR,1,4,1,0.0,0,0,1,1
Kwon Alexander,TB,1,8,2,0.0,0,0,0,0
Neville Hewitt,MIA,1,2,2,0.0,1,1,0,0
Manti Te'o,SD,1,5,0,1.0,0,0,0,0
Wesley Woodyard,TEN,1,4,2,1.0,0,0,0,0
Thomas Davis,CAR,1,3,1,0.0,0,0,1,1
Kevin Minter,ARI,1,7,3,0.0,0,0,0,0
Denzel Perryman,SD,1,3,3,1.0,0,0,0,0
Malcolm Smith,OAK,1,4,1,1.0,0,0,0,0
Telvin Smith,JAC,1,8,1,0.0,0,0,0,0
Zach Brown,TEN,1,2,0,0.0,1,1,0,0
Justin Durant,ATL,1,7,2,0.0,0,0,0,0
Khalil Mack,OAK,1,8,0,0.0,0,0,0,0
Avery Williamson,TEN,1,3,2,1.0,0,0,0,0
K.J. Wright,SEA,1,2,4,0.0,1,0,1,0
Preston Brown,BUF,1,5,5,0.0,0,0,0,0
Vontaze Burfict,CIN,1,7,1,0.0,0,0,0,0
David Harris,NYJ,1,5,3,0.0,1,0,0,0
Mychal Kendricks,PHI,1,4,1,0.0,0,0,1,0
Nate Palmer,GB,1,3,1,1.0,0,0,0,0
Willie Young,CHI,1,3,1,1.0,0,0,0,0
Jonathan Freeny,NE,1,4,2,0.0,0,0,0,1
Christian Jones,CHI,1,6,2,0.0,0,0,0,0
Emmanuel Lamur,CIN,1,3,0,0.0,1,0,1,0
Paul Posluszny,JAC,1,7,0,0.0,0,0,0,0
Perry Riley,WAS,1,5,4,0.0,0,0,0,0
Navorro Bowman,SF,1,4,5,0.0,0,0,0,0
Ahmad Brooks,SF,1,2,1,1.0,0,0,0,0
Will Compton,WAS,1,2,7,0.0,1,0,0,0
Ryan Kerrigan,WAS,1,2,1,1.0,0,0,0,0
Manny Lawson,BUF,1,2,1,1.0,0,0,0,0
Bobby Wagner,SEA,1,3,5,0.0,1,0,0,0
Erik Walden,IND,1,3,1,0.0,0,0,1,0
