,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Thomas Davis,CAR,1,7,0,1.0,0,1,0,0
Uani Unga,NYG,1,10,2,0.0,0,1,0,0
C.J. Mosley,BAL,1,5,1,2.0,0,0,0,0
Paul Posluszny,JAC,1,8,1,0.0,0,1,0,0
Derrick Morgan,TEN,1,4,1,2.0,0,0,0,0
Alex Okafor,ARI,1,4,1,2.0,0,0,0,0
Nigel Bradham,BUF,1,7,1,1.0,0,0,0,0
Kyle Emanuel,SD,1,2,1,1.0,0,1,0,0
Anthony Barr,MIN,1,10,2,0.0,0,0,0,0
Navorro Bowman,SF,1,7,0,1.0,0,0,0,0
David Harris,NYJ,1,6,2,1.0,0,0,0,0
Dont'a Hightower,NE,1,6,2,1.0,0,0,0,0
Derrick Johnson,KC,1,6,2,1.0,0,0,0,0
Luke Kuechly,CAR,1,7,0,1.0,0,0,0,0
Clay Matthews,GB,1,6,0,0.0,0,1,0,0
Paul Worrilow,ATL,1,9,4,0.0,0,0,0,0
Brandon Marshall,DEN,1,6,1,1.0,0,0,0,0
Julius Peppers,GB,1,4,1,1.5,0,0,0,0
Dan Skuta,JAC,1,6,1,1.0,0,0,0,0
Kiko Alonso,PHI,1,4,2,0.0,0,1,0,0
Justin Houston,KC,1,3,0,1.0,0,0,1,0
Koa Misi,MIA,1,9,2,0.0,0,0,0,0
Jelani Jenkins,MIA,1,7,4,0.0,0,0,0,0
Brian Cushing,HOU,1,6,4,0.0,0,0,0,0
Sean Lee,DAL,1,7,2,0.0,0,0,0,0
Telvin Smith,JAC,1,7,2,0.0,0,0,0,0
Stephen Tulloch,DET,1,6,0,0.0,0,0,0,1
Mychal Kendricks,PHI,1,5,5,0.0,0,0,0,0
Hau'oli Kikaha,NO,1,4,1,0.0,0,0,1,0
Vincent Rey,CIN,1,6,3,0.0,0,0,0,0
Danny Trevathan,DEN,1,6,3,0.0,0,0,0,0
Josh Bynes,DET,1,6,2,0.0,0,0,0,0
Lavonte David,TB,1,3,2,0.0,0,0,1,0
D'Qwell Jackson,IND,1,5,4,0.0,0,0,0,0
Zach Brown,TEN,1,6,1,0.0,0,0,0,0
Deone Bucannon,ARI,1,6,1,0.0,0,0,0,0
Gerald Hodges,MIN,1,5,3,0.0,0,0,0,0
Nate Palmer,GB,1,6,1,0.0,0,0,0,0
Malcolm Smith,OAK,1,6,1,0.0,0,0,0,0
Bud Dupree,PIT,1,2,0,1.0,0,0,0,0
Justin Durant,ATL,1,4,4,0.0,0,0,0,0
Anthony Hitchens,DAL,1,4,4,0.0,0,0,0,0
A.J. Klein,CAR,1,6,0,0.0,0,0,0,0
Kevin Minter,ARI,1,5,2,0.0,0,0,0,0
Alec Ogletree,STL,1,5,2,0.0,0,0,0,0
Ryan Shazier,PIT,1,5,2,0.0,0,0,0,0
Bobby Wagner,SEA,1,5,2,0.0,0,0,0,0
Karlos Dansby,CLE,1,4,3,0.0,0,0,0,0
Christian Jones,CHI,1,4,3,0.0,0,0,0,0
James Laurinaitis,STL,1,4,3,0.0,0,0,0,0
