,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Kawann Short,CAR,1,6,2,3.0,1,0,1,0
Michael Bennett,SEA,1,4,1,3.5,0,0,0,0
Cameron Wake,MIA,1,2,0,2.0,1,0,2,0
William Hayes,STL,1,2,1,2.0,0,0,2,0
Ndamukong Suh,MIA,1,5,1,2.0,2,0,0,0
J.J. Watt,HOU,1,6,1,2.0,0,0,0,0
Cliff Avril,SEA,1,4,1,1.5,0,0,1,0
Aaron Lynch,SF,1,5,0,2.0,0,0,0,0
Cameron Jordan,NO,1,2,0,2.0,2,0,0,0
Jadeveon Clowney,HOU,1,7,1,1.0,0,0,0,0
Sheldon Richardson,NYJ,1,4,1,1.0,0,0,1,0
Ziggy Ansah,DET,1,4,0,1.0,0,0,1,0
Chris Clemons,JAC,1,2,0,0.0,0,0,0,1
Caraun Reid,DET,1,5,1,1.0,0,0,0,0
Andre Branch,JAC,1,2,0,1.0,0,0,1,0
Jacquies Smith,TB,1,2,0,1.0,0,0,1,0
Jared Allen,CAR,1,2,3,1.0,1,0,0,0
Aaron Donald,STL,1,3,0,1.0,1,0,0,0
Howard Jones,TB,1,0,0,0.0,0,0,0,1
Everson Griffen,MIN,1,1,1,1.5,0,0,0,0
Cameron Heyward,PIT,1,3,1,1.0,0,0,0,0
Devon Kennard,NYG,1,7,0,0.0,0,0,0,0
Jared Crick,HOU,1,3,1,0.0,0,0,1,0
Quinton Dial,SF,1,2,1,1.0,0,0,0,0
Greg Hardy,DAL,1,2,1,1.0,0,0,0,0
Thomas Johnson,MIN,1,2,1,1.0,0,0,0,0
Kendall Langford,IND,1,2,1,1.0,0,0,0,0
George Selvie,NYG,1,3,3,0.5,0,0,0,0
David Bass,TEN,1,0,0,0.0,1,1,0,0
Jack Crawford,DAL,1,2,0,1.0,0,0,0,0
Corey Liuget,SD,1,6,0,0.0,0,0,0,0
Robert Mathis,IND,1,2,0,1.0,0,0,0,0
Haloti Ngata,DET,1,2,0,1.0,0,0,0,0
O'Brien Schofield,ATL,1,2,0,1.0,0,0,0,0
Muhammad Wilkerson,NYJ,1,1,0,1.0,1,0,0,0
Mario Williams,BUF,1,2,0,1.0,0,0,0,0
Mario Addison,CAR,1,1,1,1.0,0,0,0,0
Chris Baker,WAS,1,1,5,0.0,0,0,0,1
Nick Fairley,STL,1,3,1,0.0,0,0,0,1
Linval Joseph,MIN,1,5,1,0.0,0,0,0,0
Rob Ninkovich,NE,1,1,1,0.0,4,0,0,0
Frostee Rucker,ARI,1,1,1,1.0,0,0,0,0
Randy Starks,CLE,1,1,1,1.0,0,0,0,0
Tyson Alualu,JAC,1,1,0,1.0,0,0,0,0
Desmond Bryant,CLE,1,1,0,1.0,0,0,0,0
Calais Campbell,ARI,1,5,0,0.0,0,0,0,0
Chris Canty,BAL,1,4,2,0.0,0,0,0,0
Jackson Jeffcoat,WAS,1,2,0,0.0,0,0,1,0
Abry Jones,JAC,1,1,0,1.0,0,0,0,0
Clinton McDonald,TB,1,4,2,0.0,0,0,0,0
