,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Doug Baldwin,SEA,1,8,6,145,3,0,0,0
Sammy Watkins,BUF,1,10,6,158,2,0,0,0
Calvin Johnson,DET,1,14,8,93,3,0,0,0
Markus Wheaton,PIT,1,13,9,201,1,0,0,0
Brandon Marshall,NYJ,1,11,9,131,2,0,0,0
Seth Roberts,OAK,1,7,6,113,2,0,0,0
Jarvis Landry,MIA,1,16,13,165,1,1,4,0
Jeremy Maclin,KC,1,11,9,160,1,0,0,0
T.Y. Hilton,IND,1,12,6,95,2,0,0,0
Odell Beckham Jr.,NYG,1,18,9,142,1,0,0,0
A.J. Green,CIN,1,8,6,61,2,0,0,0
Jermaine Kearse,SEA,1,5,4,47,2,0,0,0
Travis Benjamin,CLE,1,13,6,90,1,1,10,0
Tavon Austin,STL,1,6,6,33,0,4,63,1
Steve Johnson,SD,1,10,7,92,1,0,0,0
Kamar Aiken,BAL,1,10,6,80,1,0,0,0
Martavis Bryant,PIT,1,13,5,69,0,1,11,1
DeVante Parker,MIA,1,10,4,80,1,0,0,0
DeSean Jackson,WAS,1,4,2,66,1,0,0,0
Dontrelle Inman,SD,1,9,5,65,1,0,0,0
Eric Decker,NYJ,1,9,5,62,1,0,0,0
Jordan Matthews,PHI,1,5,3,60,1,0,0,0
Allen Robinson,JAC,1,11,5,56,1,0,0,0
Amari Cooper,OAK,1,12,7,115,0,0,0,0
Donte Moncrief,IND,1,9,8,114,0,0,0,0
Emmanuel Sanders,DEN,1,9,6,113,0,0,0,0
Golden Tate,DET,1,8,7,50,1,0,0,0
Cole Beasley,DAL,1,7,6,44,1,0,0,0
John Brown,ARI,1,7,5,99,0,0,0,0
Cecil Shorts,HOU,1,4,3,18,1,3,20,0
Rueben Randle,NYG,1,6,1,36,1,0,0,0
Anquan Boldin,SF,1,11,8,93,0,0,0,0
Devin Smith,NYJ,1,3,2,33,1,0,0,0
Alshon Jeffery,CHI,1,11,7,90,0,0,0,0
Harry Douglas,TEN,1,8,3,29,1,0,0,0
Michael Crabtree,OAK,1,8,4,19,1,0,0,0
Vincent Jackson,TB,1,10,4,76,0,0,0,0
Nick Williams,ATL,1,4,3,16,1,0,0,0
Randall Cobb,GB,1,7,6,74,0,0,0,0
Brian Hartline,CLE,1,12,8,74,0,0,0,0
Jerricho Cotchery,CAR,1,6,5,73,0,0,0,0
Marlon Moore,CLE,1,2,1,10,1,0,0,0
Greg Jennings,MIA,1,3,2,9,1,0,0,0
Andre Caldwell,DEN,1,4,2,8,1,0,0,0
Larry Fitzgerald,ARI,1,14,10,66,0,0,0,0
Mike Evans,TB,1,10,5,64,0,0,0,0
Kenny Britt,STL,1,11,6,63,0,0,0,0
Roddy White,ATL,1,8,6,60,0,0,0,0
Julio Jones,ATL,1,7,5,56,0,0,0,0
Marvin Jones,CIN,1,5,3,25,0,1,30,0
