,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Akiem Hicks,NE,1,2,2,1.0,0,0,0,1
Malik Jackson,DEN,1,4,1,2.0,0,0,0,0
Geno Atkins,CIN,1,4,0,2.0,0,0,0,0
Ian Williams,SF,1,6,0,1.0,0,0,0,1
Robert Ayers,NYG,1,5,1,1.5,0,0,0,0
Michael Bennett,SEA,1,4,1,1.0,0,0,1,0
Za'Darius Smith,BAL,1,3,1,2.0,0,0,0,0
Brian Robison,MIN,1,2,0,1.0,0,0,1,1
Markus Golden,ARI,1,3,1,1.0,0,0,1,0
Danielle Hunter,MIN,1,4,1,1.5,0,0,0,0
Demarcus Lawrence,DAL,1,6,1,1.0,0,0,0,0
Olivier Vernon,MIA,1,6,5,0.5,0,0,0,0
Robert Mathis,IND,1,3,0,1.0,0,0,1,0
Fletcher Cox,PHI,1,5,1,1.0,0,0,0,0
William Gholston,TB,1,7,4,0.0,0,0,0,0
Benson Mayowa,OAK,1,4,0,0.0,0,0,1,1
Desmond Bryant,CLE,1,1,2,1.5,0,0,0,0
Carlos Dunlap,CIN,1,3,0,0.0,0,0,1,1
Karl Klug,TEN,1,3,2,1.0,0,0,0,0
Jared Odrick,JAC,1,3,0,1.0,1,0,0,0
Jason Pierre-Paul,NYG,1,3,0,1.0,1,0,0,0
Jabaal Sheard,NE,1,3,1,1.0,0,0,0,0
Jason Hatcher,WAS,1,3,0,1.0,0,0,0,0
Thomas Johnson,MIN,1,3,0,1.0,0,0,0,0
Preston Smith,WAS,1,2,2,1.0,0,0,0,0
Jurrell Casey,TEN,1,2,1,1.0,0,0,0,0
Jaye Howard,KC,1,2,1,1.0,0,0,0,0
Cameron Jordan,NO,1,2,1,1.0,0,0,0,0
Kendall Langford,IND,1,2,1,1.0,0,0,0,0
Josh Mauro,ARI,1,3,1,0.0,0,0,1,0
Shea McClellin,CHI,1,5,3,0.0,0,0,0,0
Brandon Mebane,SEA,1,2,1,1.0,0,0,0,0
Jacquies Smith,TB,1,2,1,1.0,0,0,0,0
Tyrone Crawford,DAL,1,2,0,1.0,0,0,0,0
Damon Harrison,NYJ,1,4,4,0.0,0,0,0,0
Jason Jones,DET,1,1,2,1.0,0,0,0,0
Domata Peko,CIN,1,1,2,1.0,0,0,0,0
Shane Ray,DEN,1,2,0,1.0,0,0,0,0
Ndamukong Suh,MIA,1,4,0,0.5,0,0,0,0
Justin Trattou,MIN,1,0,0,0.0,1,1,0,0
Cameron Heyward,PIT,1,1,1,1.0,0,0,0,0
Ricky Jean-Francois,WAS,1,1,1,1.0,0,0,0,0
Mike Neal,GB,1,3,1,0.5,0,0,0,0
Danny Shelton,CLE,1,4,3,0.0,0,0,0,0
Leonard Williams,NYJ,1,3,1,0.5,0,0,0,0
Andre Branch,JAC,1,3,0,0.0,2,0,0,0
Adrian Clayborn,ATL,1,1,0,1.0,0,0,0,0
Quinton Dial,SF,1,4,2,0.0,0,0,0,0
Sharrif Floyd,MIN,1,1,2,0.5,1,0,0,0
Shelby Harris,OAK,1,5,0,0.0,0,0,0,0
