,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Carlos Hyde,SF,1,26,168,2,2,2,14,0
Matt Forte,CHI,1,24,141,1,8,5,25,0
Chris Ivory,NYJ,1,20,91,2,1,1,9,0
Bishop Sankey,TEN,1,12,74,1,4,2,12,1
Jeremy Hill,CIN,1,19,63,2,0,0,0,0
Danny Woodhead,SD,1,12,42,2,7,4,20,0
Jamaal Charles,KC,1,16,57,0,8,5,46,1
Eddie Lacy,GB,1,19,85,1,3,2,14,0
Ameer Abdullah,DET,1,7,50,1,4,4,44,0
Marcel Reece,OAK,1,0,0,0,4,3,26,2
DeMarco Murray,PHI,1,8,9,1,5,4,11,1
Andre Ellington,ARI,1,12,69,1,3,1,7,0
DeAngelo Williams,PIT,1,21,127,0,1,1,5,0
Darren Sproles,PHI,1,5,50,0,9,7,76,0
Benny Cunningham,STL,1,16,45,0,7,4,77,0
Mark Ingram,NO,1,9,24,0,9,8,98,0
Alfred Morris,WAS,1,25,121,0,0,0,0,0
Dion Lewis,NE,1,15,69,0,5,4,51,0
David Johnson,ARI,1,0,0,0,2,1,55,1
Karlos Williams,BUF,1,6,55,1,0,0,0,0
Rashad Jennings,NYG,1,13,52,1,0,0,0,0
Joseph Randle,DAL,1,16,65,0,3,3,42,0
Marshawn Lynch,SEA,1,18,73,0,7,5,31,0
Theo Riddick,DET,1,0,0,0,2,2,37,1
Giovani Bernard,CIN,1,8,63,0,6,6,25,0
Ryan Mathews,PHI,1,3,4,1,4,3,24,0
LeSean McCoy,BUF,1,17,41,0,4,3,46,0
Jonathan Stewart,CAR,1,18,56,0,4,4,25,0
Tevin Coleman,ATL,1,20,80,0,0,0,0,0
Latavius Murray,OAK,1,11,44,0,7,7,36,0
Bilal Powell,NYJ,1,12,62,0,4,2,16,0
Lamar Miller,MIA,1,13,53,0,1,1,22,0
Lance Dunbar,DAL,1,0,0,0,9,8,70,0
Khiry Robinson,NO,1,8,19,0,6,5,51,0
Melvin Gordon,SD,1,14,51,0,3,3,16,0
Will Johnson,PIT,1,4,7,1,0,0,0,0
T.J. Yeldon,JAC,1,12,51,0,4,3,16,0
Anthony Dixon,BUF,1,3,1,1,0,0,0,0
Shane Vereen,NYG,1,3,14,0,5,4,46,0
Justin Forsett,BAL,1,14,43,0,7,4,13,0
Doug Martin,TB,1,11,52,0,1,1,2,0
Adrian Peterson,MIN,1,10,31,0,3,3,21,0
Alfred Blue,HOU,1,9,42,0,2,1,7,0
C.J. Anderson,DEN,1,12,29,0,8,4,19,0
Devonta Freeman,ATL,1,10,18,0,4,3,29,0
Denard Robinson,JAC,1,5,19,0,2,2,26,0
Joique Bell,DET,1,6,14,0,2,2,27,0
Ronnie Hillman,DEN,1,12,41,0,0,0,0,0
Terrance West,TEN,1,13,41,0,0,0,0,0
Chris Johnson,ARI,1,10,37,0,0,0,0,0
