,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Whitney Mercilus,HOU,1,6,1,3.5,0,0,0,0
Kwon Alexander,TB,1,6,5,0.0,1,1,1,1
Luke Kuechly,CAR,1,9,5,0.0,3,1,0,0
Justin Houston,KC,1,2,1,1.5,1,1,0,0
Chandler Jones,NE,1,4,0,2.0,0,0,0,0
Melvin Ingram,SD,1,4,2,1.5,0,0,0,0
Brian Cushing,HOU,1,6,7,0.0,1,0,0,0
Daryl Smith,BAL,1,7,7,0.0,0,0,0,0
Navorro Bowman,SF,1,7,6,0.0,0,0,0,0
Stephone Anthony,NO,1,6,5,0.0,1,0,0,0
Khalil Mack,OAK,1,5,1,1.0,0,0,0,0
Karlos Dansby,CLE,1,5,2,0.0,0,0,1,0
Derrick Johnson,KC,1,5,0,1.0,0,0,0,0
Brandon Marshall,DEN,1,6,0,0.0,0,0,1,0
Ryan Shazier,PIT,1,6,2,0.5,0,0,0,0
Jerrell Freeman,IND,1,5,7,0.0,0,0,0,0
Dwight Freeney,ARI,1,1,0,1.0,0,0,1,0
Dont'a Hightower,NE,1,3,0,1.0,1,0,0,0
D'Qwell Jackson,IND,1,3,10,0.0,0,0,0,0
Sean Lee,DAL,1,5,6,0.0,0,0,0,0
David Harris,NYJ,1,6,3,0.0,0,0,0,0
James Laurinaitis,STL,1,4,3,0.0,0,0,0,0
Vincent Rey,CIN,1,5,3,0.0,1,0,0,0
Wesley Woodyard,TEN,1,7,1,0.0,0,0,0,0
K.J. Wright,SEA,1,6,3,0.0,0,0,0,0
Zach Brown,TEN,1,1,6,0.5,1,0,0,0
Brian Orakpo,TEN,1,2,0,1.0,1,0,0,0
Stephen Tulloch,DET,1,7,0,0.0,0,0,0,0
Kasim Edebali,NO,1,2,1,1.0,0,0,0,0
Eric Kendricks,MIN,1,6,1,0.0,0,0,0,0
C.J. Mosley,BAL,1,4,5,0.0,0,0,0,0
Kelvin Sheppard,MIA,1,5,3,0.0,0,0,0,0
Max Bullough,HOU,1,4,4,0.0,0,0,0,0
Jonathan Casillas,NYG,1,4,2,0.0,1,0,0,0
Ramon Humber,NO,1,2,0,1.0,0,0,0,0
Clay Matthews,GB,1,5,2,0.0,0,0,0,0
Pernell McPhee,CHI,1,1,2,1.0,0,0,0,0
Kevin Minter,ARI,1,5,2,0.0,0,0,0,0
John Simon,HOU,1,5,2,0.0,0,0,0,0
Trent Cole,IND,1,1,1,0.0,1,0,1,0
DeMario Davis,NYJ,1,5,1,0.0,0,0,0,0
Deone Bucannon,ARI,1,5,0,0.0,0,0,0,0
Vontaze Burfict,CIN,1,5,0,0.0,0,0,0,0
Lavonte David,TB,1,3,2,0.0,1,0,0,0
Bud Dupree,PIT,1,1,0,1.0,0,0,0,0
Von Miller,DEN,1,1,0,1.0,0,0,0,0
Nate Palmer,GB,1,4,2,0.0,0,0,0,0
Michael Wilhoite,SF,1,4,2,0.0,0,0,0,0
Koa Misi,MIA,1,3,3,0.0,0,0,0,0
Malcolm Smith,OAK,1,4,1,0.0,0,0,0,0
