,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Andre Hal,HOU,1,2,1,0.0,2,2,0,0
Nolan Carroll,PHI,1,6,1,0.0,2,1,0,0
Reshad Jones,MIA,1,5,3,0.0,1,1,0,0
Bashaud Breeland,WAS,1,3,1,0.0,2,1,1,2
Aqib Talib,DEN,1,2,1,0.0,2,1,0,0
Mike Adams,IND,1,1,2,0.0,1,1,0,0
A.J. Bouye,HOU,1,7,0,0.0,2,1,0,0
Kam Chancellor,SEA,1,6,4,0.0,1,1,0,0
Brandon Meriweather,NYG,1,6,0,0.0,2,1,0,0
Marcus Peters,KC,1,6,0,0.0,2,1,0,0
Antwon Blake,PIT,1,10,2,0.0,1,0,0,0
Pierre Desir,CLE,1,10,2,0.0,1,0,0,0
Earl Thomas,SEA,1,2,2,0.0,4,1,0,0
Ha'Sean Clinton-Dix,GB,1,7,1,0.0,1,0,1,0
Dashon Goldson,WAS,1,7,6,0.0,1,0,0,0
Reggie Nelson,CIN,1,8,4,0.0,1,0,0,0
Ron Parker,KC,1,4,0,0.0,2,1,0,0
Da'Norris Searcy,TEN,1,8,0,0.0,3,0,0,0
Landon Collins,NYG,1,4,1,0.0,1,1,0,0
Brent Grimes,MIA,1,1,1,0.0,4,1,0,0
Micah Hyde,GB,1,9,1,0.0,1,0,0,0
Dwight Lowery,IND,1,4,4,1.0,0,0,0,0
Mike Mitchell,PIT,1,2,0,0.0,1,1,0,1
Sam Shields,GB,1,8,0,0.0,2,0,0,0
Darius Slay,DET,1,6,0,0.0,4,0,0,0
Malcolm Butler,NE,1,7,1,0.0,2,0,0,0
Marcus Gilchrist,NYJ,1,2,1,0.0,2,1,0,0
Kyshoen Jarrett,WAS,1,6,1,0.0,0,0,1,0
Kenneth Acker,SF,1,2,0,0.0,2,1,0,0
Michael Griffin,TEN,1,2,2,0.0,1,1,0,0
Jayron Hosley,NYG,1,1,2,0.0,2,1,0,0
Damarious Randall,GB,1,7,0,0.0,2,0,0,0
David Bruton,DEN,1,1,1,0.0,2,1,0,0
Robert Golden,PIT,1,7,1,0.0,1,0,0,0
Darrelle Revis,NYJ,1,2,1,0.0,1,1,0,0
Logan Ryan,NE,1,6,3,0.0,1,0,0,0
Coty Sensabaugh,TEN,1,2,1,0.0,1,1,0,0
Davon House,JAC,1,5,0,0.0,3,0,0,0
Devin McCourty,NE,1,7,2,0.0,0,0,0,0
Andrew Sendejo,MIN,1,7,0,0.0,1,0,0,0
Josh Evans,JAC,1,7,1,0.0,0,0,0,0
Kyle Fuller,CHI,1,7,1,0.0,0,0,0,0
Sherrick McManis,CHI,1,7,1,0.0,0,0,0,0
T.J. Ward,DEN,1,6,1,0.0,1,0,0,0
Ricardo Allen,ATL,1,6,0,0.0,1,0,0,0
Brandon Browner,NO,1,4,2,0.0,0,0,0,1
Craig Dahl,NYG,1,6,2,0.0,0,0,0,0
Stephon Gilmore,BUF,1,5,0,0.0,2,0,0,0
Malcolm Jenkins,PHI,1,4,0,0.0,0,0,1,0
Dre Kirkpatrick,CIN,1,6,0,0.0,1,0,0,0
