,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Harrison Smith,MIN,1,4,1,0.0,1,1,0,0
DeAngelo Hall,WAS,1,4,0,0.0,0,0,1,1
Justin Bethel,ARI,1,8,0,0.0,1,1,0,0
Harold Jones-Quartey,CHI,1,3,1,0.0,2,1,1,0
Delvin Breaux,NO,1,4,0,0.0,4,1,0,0
Jerraud Powers,ARI,1,2,1,0.0,0,0,0,2
Morgan Burnett,GB,1,8,2,0.0,1,0,0,1
Quintin Demps,HOU,1,4,0,0.0,0,0,0,1
Dashon Goldson,WAS,1,9,1,0.0,0,0,0,1
Deji Olatoye,DAL,1,5,1,0.0,1,1,0,0
Brandon Boykin,PIT,1,4,4,1.0,1,0,0,0
Trumaine Johnson,STL,1,4,0,0.0,2,1,0,0
Bradley McDougald,TB,1,10,2,0.0,0,0,0,0
Kenny Vaccaro,NO,1,3,0,2.0,0,0,0,0
Vontae Davis,IND,1,4,1,0.0,1,1,0,0
Corey Graham,BUF,1,9,3,0.0,0,0,0,0
Michael Griffin,TEN,1,9,2,0.0,0,0,0,0
Isa Abdul-Quddus,DET,1,4,2,1.0,0,0,0,0
Barry Church,DAL,1,5,2,0.0,0,0,1,0
Kareem Jackson,HOU,1,5,0,0.0,1,0,1,0
Captain Munnerlyn,MIN,1,3,0,0.0,1,1,0,0
Eddie Pleasant,HOU,1,3,0,0.0,1,1,0,0
Jordan Richards,NE,1,5,2,0.0,0,0,1,0
Andrew Sendejo,MIN,1,3,0,0.0,1,1,0,0
Jimmy Smith,BAL,1,2,0,0.0,2,1,0,0
Robert Alford,ATL,1,6,1,0.0,2,0,0,0
Brandon Carr,DAL,1,5,1,0.0,1,0,0,1
Kelcie McCray,SEA,1,5,5,0.0,1,0,0,0
Keith Tandy,TB,1,7,3,0.0,0,0,0,0
Jahleel Addae,SD,1,4,0,1.0,0,0,0,0
John Cyprien,JAC,1,7,2,0.0,0,0,0,0
Marcus Gilchrist,NYJ,1,8,0,0.0,0,0,0,0
Kyshoen Jarrett,WAS,1,6,2,0.0,1,0,0,0
Dre Kirkpatrick,CIN,1,7,0,0.0,1,0,0,0
Marcus Peters,KC,1,1,0,0.0,2,1,0,0
DeShawn Shead,SEA,1,3,2,0.0,1,0,1,0
Kurt Coleman,CAR,1,7,1,0.0,0,0,0,0
Landon Collins,NYG,1,7,1,0.0,0,0,0,0
Taylor Mays,OAK,1,5,1,0.0,2,0,0,0
Prince Amukamara,NYG,1,6,0,0.0,1,0,0,0
Bashaud Breeland,WAS,1,3,0,0.0,1,0,1,0
Ron Brooks,BUF,1,5,0,0.0,2,0,0,0
Brandon Browner,NO,1,7,0,0.0,0,0,0,0
Aaron Colvin,JAC,1,5,4,0.0,0,0,0,0
D.J. Hayden,OAK,1,5,0,0.0,2,0,0,0
Malcolm Jenkins,PHI,1,6,0,0.0,1,0,0,0
Josh Norman,CAR,1,4,0,0.0,1,0,0,1
Ron Parker,KC,1,7,0,0.0,0,0,0,0
Tyvon Branch,KC,1,6,0,0.0,0,0,0,0
Robert Golden,PIT,1,4,4,0.0,0,0,0,0
