,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Quinten Rollins,GB,1,2,0,0.0,2,2,0,0
Robert Alford,ATL,1,1,0,0.0,2,2,0,0
Rashad Johnson,ARI,1,2,3,0.0,2,2,0,1
Tony Jefferson,ARI,1,8,4,0.0,1,0,2,0
Chris Harris,DEN,1,3,1,0.0,2,1,0,0
Bashaud Breeland,WAS,1,6,2,0.0,4,1,0,0
Jerraud Powers,ARI,1,10,2,1.0,1,0,0,0
Mike Adams,IND,1,3,1,0.0,2,2,0,0
Adam Jones,CIN,1,4,1,1.0,1,1,0,0
Charles Woodson,OAK,1,1,3,0.0,2,2,0,0
Antwon Blake,PIT,1,2,0,0.0,1,1,0,0
Tramaine Brock,SF,1,6,2,0.0,1,1,0,0
Brandon Browner,NO,1,7,0,0.0,1,1,0,0
Micah Hyde,GB,1,6,0,0.0,2,1,0,0
Ha'Sean Clinton-Dix,GB,1,6,0,0.0,1,1,0,0
Delvin Breaux,NO,1,5,0,0.0,1,1,0,0
Corey Graham,BUF,1,10,2,0.0,0,0,0,0
Trumaine Johnson,STL,1,5,0,0.0,1,1,0,0
Walter Thurmond,PHI,1,4,0,0.0,2,1,0,0
Stephon Gilmore,BUF,1,1,0,0.0,4,1,0,0
Patrick Peterson,ARI,1,4,0,0.0,1,1,0,0
Trenton Robinson,WAS,1,3,2,0.0,1,1,0,0
Kenny Vaccaro,NO,1,9,2,0.0,0,0,0,0
Jimmy Wilson,SD,1,2,2,0.0,2,1,0,0
Will Blackmon,WAS,1,5,1,0.0,1,0,1,0
Kam Chancellor,SEA,1,8,3,0.0,0,0,0,0
DeShawn Shead,SEA,1,5,1,1.0,0,0,0,0
T.J. Ward,DEN,1,6,1,0.0,0,0,1,0
Antoine Bethea,SF,1,6,4,0.0,1,0,0,0
Aaron Colvin,JAC,1,5,0,1.0,0,0,0,0
Dashon Goldson,WAS,1,8,2,0.0,0,0,0,0
Marcus Peters,KC,1,8,0,0.0,1,0,0,0
Dominique Rodgers-Cromartie,NYG,1,4,2,0.0,1,0,1,0
Lamarcus Joyner,STL,1,6,1,0.0,0,0,0,1
Devin McCourty,NE,1,7,1,0.0,1,0,0,0
Bradley McDougald,TB,1,2,1,0.0,1,1,0,0
Logan Ryan,NE,1,2,1,0.0,1,1,0,0
Jimmy Smith,BAL,1,8,1,0.0,0,0,0,0
Phillip Adams,ATL,1,5,0,0.0,0,0,1,0
Richard Sherman,SEA,1,6,2,0.0,1,0,0,0
Earl Thomas,SEA,1,2,0,0.0,1,1,0,0
Greg Toler,IND,1,8,0,0.0,0,0,0,0
Donte Whitner,CLE,1,5,4,0.0,1,0,0,0
Will Hill,BAL,1,7,1,0.0,0,0,0,0
Jimmie Ward,SF,1,7,1,0.0,0,0,0,0
Patrick Chung,NE,1,5,2,0.0,1,0,0,0
Ross Cockrell,PIT,1,7,0,0.0,0,0,0,0
Landon Collins,NYG,1,6,0,0.0,1,0,0,0
Brandon Flowers,SD,1,6,0,0.0,1,0,0,0
Mike Mitchell,PIT,1,7,0,0.0,0,0,0,0
