,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Preston Brown,BUF,1,3,4,0.0,2,2,0,0
Jordan Hicks,PHI,1,9,1,0.0,1,1,0,1
Uani Unga,NYG,1,6,3,0.0,2,1,1,0
Paul Posluszny,JAC,1,14,4,0.0,0,0,0,0
Alec Ogletree,STL,1,5,4,2.0,0,0,0,0
Kwon Alexander,TB,1,5,5,0.0,2,1,0,0
Khalil Mack,OAK,1,3,1,2.0,0,0,1,0
Pernell McPhee,CHI,1,6,1,2.0,0,0,0,0
C.J. Mosley,BAL,1,4,2,0.0,1,0,0,1
Anthony Barr,MIN,1,6,0,1.0,0,0,1,0
Chad Greenway,MIN,1,1,0,0.0,1,1,0,0
Jerrell Freeman,IND,1,7,3,1.0,0,0,0,0
Sean Lee,DAL,1,7,3,1.0,0,0,0,0
Jonathan Casillas,NYG,1,7,1,1.0,0,0,0,0
Jamie Collins,NE,1,4,1,1.0,0,0,1,0
DeMario Davis,NYJ,1,6,7,0.0,0,0,0,1
Keenan Robinson,WAS,1,10,3,0.0,0,0,0,0
Malcolm Smith,OAK,1,6,1,1.0,1,0,0,0
Thomas Davis,CAR,1,6,4,0.0,0,0,1,0
Brandon Marshall,DEN,1,10,2,0.0,0,0,0,0
Clay Matthews,GB,1,3,0,2.0,0,0,0,0
David Harris,NYJ,1,5,5,0.0,0,0,1,0
Zach Brown,TEN,1,3,2,0.0,1,1,0,0
D'Qwell Jackson,IND,1,8,4,0.0,0,0,0,0
Nick Perry,GB,1,3,0,1.0,0,0,1,0
Will Compton,WAS,1,8,3,0.0,0,0,0,0
Kevin Minter,ARI,1,7,1,0.0,0,0,0,0
Elvis Dumervil,BAL,1,2,0,1.0,0,0,1,0
Derrick Johnson,KC,1,8,0,0.0,1,0,0,0
Eric Kendricks,MIN,1,9,0,0.0,0,0,0,0
Hau'oli Kikaha,NO,1,4,2,1.0,0,0,0,0
Telvin Smith,JAC,1,7,4,0.0,0,0,0,0
Shaq Thompson,CAR,1,3,4,1.0,0,0,0,0
Stephen Tulloch,DET,1,7,4,0.0,0,0,0,0
Lavonte David,TB,1,3,11,0.0,0,0,0,0
Justin Durant,ATL,1,8,1,0.0,0,0,0,0
Shaquil Barrett,DEN,1,1,0,1.0,0,0,1,0
Navorro Bowman,SF,1,7,2,0.0,0,0,0,0
Jayrone Elliott,GB,1,4,0,1.0,0,0,0,0
Christian Kirksey,CLE,1,3,4,0.0,0,0,1,0
A.J. Klein,CAR,1,6,4,0.0,0,0,0,0
Joe Thomas,GB,1,4,0,1.0,0,0,0,0
Melvin Ingram,SD,1,6,1,0.0,1,0,0,0
K.J. Wright,SEA,1,5,5,0.0,0,0,0,0
Neiron Ball,OAK,1,1,0,1.0,0,0,0,1
Karlos Dansby,CLE,1,5,4,0.0,0,0,0,0
Tamba Hali,KC,1,3,0,1.0,0,0,0,0
Danny Lansanah,TB,1,3,0,0.0,1,0,1,0
Ramon Humber,NO,1,4,5,0.0,0,0,0,0
Bobby Wagner,SEA,1,2,5,0.5,0,0,0,0
