,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Jordan Hicks,PHI,1,6,1,0.0,1,1,0,0
Jerry Hughes,BUF,1,3,0,2.0,0,0,1,1
Thomas Davis,CAR,1,4,2,1.0,1,1,0,0
Danny Trevathan,DEN,1,6,13,0.0,1,0,0,0
Brian Orakpo,TEN,1,3,1,2.0,1,0,0,0
Melvin Ingram,SD,1,5,0,1.0,0,0,1,0
Jonathan Anderson,CHI,1,11,1,0.0,0,0,0,0
Navorro Bowman,SF,1,6,1,1.0,1,0,0,0
Keenan Robinson,WAS,1,4,3,0.0,1,1,0,0
Jasper Brinkley,NYG,1,5,2,0.0,0,0,1,1
Lorenzo Mauldin,NYJ,1,2,2,2.0,0,0,0,0
Calvin Pace,NYJ,1,1,2,1.0,0,0,1,1
Telvin Smith,JAC,1,5,2,0.0,2,0,1,0
Wesley Woodyard,TEN,1,6,2,1.0,0,0,0,0
Lamarr Houston,CHI,1,2,0,2.0,0,0,0,0
Ryan Shazier,PIT,1,6,1,0.0,0,0,1,0
Karlos Dansby,CLE,1,7,4,0.0,0,0,0,0
Chad Greenway,MIN,1,8,2,0.0,0,0,0,0
Christian Jones,CHI,1,5,2,0.0,1,0,0,1
Mychal Kendricks,PHI,1,5,0,1.0,0,0,0,0
Philip Wheeler,ATL,1,8,2,0.0,0,0,0,0
Kavell Conner,SD,1,7,1,0.0,1,0,0,0
Lavonte David,TB,1,6,5,0.0,0,0,0,0
Luke Kuechly,CAR,1,6,3,0.0,1,0,0,0
Michael Mauti,NO,1,6,4,0.0,0,0,0,0
Jake Ryan,GB,1,6,4,0.0,0,0,0,0
Kwon Alexander,TB,1,5,5,0.0,0,0,0,0
Chandler Jones,NE,1,3,1,1.0,0,0,0,0
Akeem Ayers,STL,1,4,0,0.0,0,0,1,0
Preston Brown,BUF,1,5,2,0.0,1,0,0,0
Will Compton,WAS,1,4,6,0.0,0,0,0,0
James Laurinaitis,STL,1,6,2,0.0,0,0,0,0
Aldon Smith,OAK,1,3,0,1.0,0,0,0,0
Anthony Barr,MIN,1,5,1,0.0,1,0,0,0
David Hawthorne,NO,1,3,1,0.0,0,0,1,0
Jonathan Casillas,NYG,1,6,0,0.0,0,0,0,0
Jonathan Freeny,NE,1,2,2,0.0,0,0,1,0
Paul Kruger,CLE,1,2,0,1.0,0,0,0,0
Brandon Marshall,DEN,1,3,6,0.0,0,0,0,0
Nick Perry,GB,1,3,4,0.0,1,0,0,0
Vincent Rey,CIN,1,5,0,0.0,1,0,0,0
Stephone Anthony,NO,1,3,5,0.0,0,0,0,0
Nigel Bradham,BUF,1,4,3,0.0,0,0,0,0
Lawrence Timmons,PIT,1,4,1,0.0,1,0,0,0
Avery Williamson,TEN,1,4,3,0.0,0,0,0,0
Zach Brown,TEN,1,5,0,0.0,0,0,0,0
Koa Misi,MIA,1,5,0,0.0,0,0,0,0
Paul Posluszny,JAC,1,3,4,0.0,0,0,0,0
Paul Worrilow,ATL,1,5,0,0.0,0,0,0,0
Willie Young,CHI,1,4,0,0.0,1,0,0,0
