,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Cameron Wake,MIA,1,4,0,4.0,0,0,2,0
Cameron Jordan,NO,1,5,1,3.0,0,0,1,1
Allen Bailey,KC,1,5,3,1.0,0,0,1,0
Kawann Short,CAR,1,3,2,2.0,1,0,0,0
Bruce Irvin,SEA,1,4,1,2.0,0,0,0,0
Fletcher Cox,PHI,1,4,0,1.0,0,0,1,0
Damontre Moore,NYG,1,3,1,1.0,0,0,0,1
Carlos Dunlap,CIN,1,1,2,1.5,1,0,0,0
Lawrence Guy,BAL,1,5,0,1.0,0,0,0,0
Danielle Hunter,MIN,1,3,1,0.5,0,0,1,0
Corey Liuget,SD,1,4,1,1.0,0,0,0,0
Calais Campbell,ARI,1,3,2,1.0,0,0,0,0
Vinny Curry,PHI,1,1,1,1.5,0,0,0,0
Malik Jackson,DEN,1,3,1,1.0,0,0,0,0
Mike Neal,GB,1,2,1,0.5,0,0,1,0
Olivier Vernon,MIA,1,3,1,1.0,0,0,0,0
Datone Jones,GB,1,2,0,1.0,1,0,0,0
Wes Horton,CAR,1,2,1,1.0,0,0,0,0
Adrian Clayborn,ATL,1,2,0,1.0,0,0,0,0
Eddie Goldman,CHI,1,3,2,0.5,0,0,0,0
Aaron Lynch,SF,1,5,0,0.0,1,0,0,0
Brandon Graham,PHI,1,3,1,0.5,0,0,0,0
Kroy Biermann,ATL,1,4,2,0.0,0,0,0,0
Chris Clemons,JAC,1,2,0,0.0,0,0,1,0
Markus Golden,ARI,1,4,2,0.0,0,0,0,0
Desmond Bryant,CLE,1,4,1,0.0,0,0,0,0
Jurrell Casey,TEN,1,3,1,0.0,1,0,0,0
Sharrif Floyd,MIN,1,2,1,0.5,0,0,0,0
Brian Robison,MIN,1,2,1,0.0,0,0,0,1
Muhammad Wilkerson,NYJ,1,0,3,0.5,1,0,0,0
Damon Harrison,NYJ,1,2,4,0.0,0,0,0,0
Timmy Jernigan,BAL,1,1,2,0.5,0,0,0,0
Michael Johnson,CIN,1,4,0,0.0,0,0,0,0
Caraun Reid,DET,1,4,0,0.0,0,0,0,0
Vance Walker,DEN,1,3,2,0.0,0,0,0,0
Kerry Wynn,NYG,1,3,0,0.0,1,0,0,0
Chris Baker,WAS,1,2,3,0.0,0,0,0,0
Marcell Dareus,BUF,1,3,1,0.0,0,0,0,0
Mike Devito,KC,1,3,1,0.0,0,0,0,0
Johnathan Hankins,NYG,1,2,1,0.0,1,0,0,0
Sheldon Richardson,NYJ,1,0,3,0.5,0,0,0,0
Frostee Rucker,ARI,1,3,1,0.0,0,0,0,0
Michael Bennett,JAC,1,0,2,0.5,0,0,0,0
Andre Branch,JAC,1,2,0,0.0,1,0,0,0
Mike Daniels,GB,1,0,2,0.5,0,0,0,0
Quinton Dial,SF,1,1,4,0.0,0,0,0,0
Letroy Guion,GB,1,2,2,0.0,0,0,0,0
Tyson Jackson,ATL,1,2,2,0.0,0,0,0,0
Bennie Logan,PHI,1,3,0,0.0,0,0,0,0
Jay Ratliff,CHI,1,3,0,0.0,0,0,0,0
