,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Tony Jefferson,ARI,1,9,0,0.0,1,1,0,0
Marcus Peters,KC,1,5,0,0.0,4,1,0,0
Chris Conte,TB,1,6,0,0.0,1,1,1,0
Darrelle Revis,NYJ,1,3,1,0.0,1,1,0,2
Antwon Blake,PIT,1,11,0,0.0,1,0,0,0
Neiko Thorpe,OAK,1,3,1,0.0,3,1,0,0
Malcolm Butler,NE,1,4,2,0.0,1,1,0,0
James Ihedigbo,DET,1,7,2,0.0,0,0,1,0
Corey Graham,BUF,1,7,3,0.0,0,0,0,1
Chris Harris,DEN,1,4,1,0.0,1,1,0,0
Will Hill,BAL,1,3,1,0.0,2,1,0,0
Malcolm Jenkins,PHI,1,8,0,0.0,0,0,0,1
Adam Jones,CIN,1,7,2,0.0,2,0,0,0
Rahim Moore,HOU,1,3,0,0.0,2,1,0,0
Calvin Pryor,NYJ,1,3,2,0.0,1,1,0,0
Jimmy Smith,BAL,1,5,0,1.0,1,0,0,0
K'Waun Williams,CLE,1,3,0,1.0,0,0,1,0
Mike Adams,IND,1,3,1,0.0,1,1,0,0
Reshad Jones,MIA,1,8,3,0.0,0,0,0,0
Captain Munnerlyn,MIN,1,6,1,0.0,0,0,1,0
Logan Ryan,NE,1,3,1,0.0,1,1,0,0
Marcus Gilchrist,NYJ,1,2,2,0.0,1,1,0,0
Micah Hyde,GB,1,7,0,0.0,0,0,0,1
Brandon Meriweather,NYG,1,6,2,0.0,2,0,0,0
Patrick Peterson,ARI,1,3,0,0.0,1,1,0,0
Aqib Talib,DEN,1,2,0,0.0,2,1,0,0
Kenny Vaccaro,NO,1,6,3,0.0,1,0,0,0
Eric Weddle,SD,1,7,3,0.0,0,0,0,0
David Bruton,DEN,1,5,0,0.0,0,0,1,0
Ha'Sean Clinton-Dix,GB,1,7,2,0.0,0,0,0,0
Joe Haden,CLE,1,4,2,0.0,1,0,0,1
Dre Kirkpatrick,CIN,1,7,0,0.0,1,0,0,0
Bradley Roby,DEN,1,0,0,0.0,0,0,0,1
Harrison Smith,MIN,1,5,0,0.0,0,0,1,0
Lardarius Webb,BAL,1,5,0,0.0,3,0,0,0
Donte Whitner,CLE,1,4,4,0.5,0,0,0,0
Sergio Brown,JAC,1,5,1,0.5,0,0,0,0
Brent Grimes,MIA,1,5,1,0.0,2,0,0,0
Byron Maxwell,PHI,1,3,1,0.0,1,0,1,0
William Moore,ATL,1,5,3,0.0,1,0,0,0
Buster Skrine,NYJ,1,7,1,0.0,0,0,0,0
Marcus Burley,SEA,1,7,0,0.0,0,0,0,0
Kurt Coleman,CAR,1,5,4,0.0,0,0,0,0
Quintin Demps,HOU,1,2,6,0.5,0,0,0,0
Bradley Fletcher,NE,1,4,0,0.0,0,0,1,0
D.J. Hayden,OAK,1,4,2,0.0,2,0,0,0
Jayron Hosley,NYG,1,6,2,0.0,0,0,0,0
Rashad Johnson,ARI,1,7,0,0.0,0,0,0,0
Eric Reid,SF,1,6,0,0.0,1,0,0,0
Andrew Sendejo,MIN,1,5,0,0.0,0,0,0,1
