,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Josh Norman,CAR,1,4,0,0.0,3,2,0,0
T.J. Ward,DEN,1,6,0,2.0,1,0,1,0
Desmond Trufant,ATL,1,2,0,0.0,3,0,0,2
John Cyprien,JAC,1,11,3,0.0,0,0,0,1
Corey Graham,BUF,1,8,5,1.0,0,0,0,0
James Ihedigbo,DET,1,7,1,1.0,0,0,1,0
Prince Amukamara,NYG,1,5,1,0.0,2,0,1,1
Janoris Jenkins,STL,1,5,0,0.0,2,1,0,0
Chris Conte,TB,1,7,1,0.0,1,0,1,0
Trumaine Johnson,STL,1,7,1,0.0,2,0,0,1
Eric Weddle,SD,1,7,4,0.5,0,0,0,0
Charles Woodson,OAK,1,5,0,0.0,1,1,0,0
Darius Butler,IND,1,6,3,0.0,0,0,1,0
Reshad Jones,MIA,1,10,1,0.0,0,0,0,0
David Amerson,OAK,1,5,2,0.0,1,0,1,0
Tyrann Mathieu,ARI,1,6,0,0.0,1,0,1,0
Reggie Nelson,CIN,1,6,4,0.0,0,0,0,1
Kam Chancellor,SEA,1,6,1,0.0,0,0,1,0
Kurt Coleman,CAR,1,3,1,0.0,1,1,0,0
Aaron Colvin,JAC,1,5,1,1.0,0,0,0,0
T.J. McDonald,STL,1,5,1,1.0,0,0,0,0
Marcus Williams,NYJ,1,3,1,0.0,1,1,0,0
Stephon Gilmore,BUF,1,2,0,0.0,2,1,0,0
Bradley Roby,DEN,1,5,0,0.0,1,0,1,0
Brandon Flowers,SD,1,6,1,0.0,2,0,0,0
Lamarcus Joyner,STL,1,4,1,1.0,0,0,0,0
Will Allen,PIT,1,7,0,0.0,1,0,0,0
Antwon Blake,PIT,1,4,4,0.0,2,0,0,0
Zackary Bowman,MIA,1,1,0,0.0,2,1,0,0
Barry Church,DAL,1,7,2,0.0,0,0,0,0
Ross Cockrell,PIT,1,0,0,0.0,1,1,0,1
Malcolm Jenkins,PHI,1,7,2,0.0,0,0,0,0
William Moore,ATL,1,4,0,0.0,1,0,1,0
Sam Shields,GB,1,2,0,0.0,1,1,0,0
Mark Barron,STL,1,4,1,0.0,0,0,1,0
Pierre Desir,CLE,1,4,1,0.0,3,0,0,0
Harrison Smith,MIN,1,1,1,0.0,1,1,0,0
Ha'Sean Clinton-Dix,GB,1,7,0,0.0,0,0,0,0
Ronald Darby,BUF,1,4,0,0.0,3,0,0,0
Chris Harris,DEN,1,6,2,0.0,0,0,0,0
Rodney McLeod,STL,1,3,2,0.0,0,0,1,0
Donte Whitner,CLE,1,7,0,0.0,0,0,0,0
Mike Adams,IND,1,3,5,0.0,1,0,0,0
E.J. Biggers,PHI,1,5,3,0.0,0,0,0,0
Brandon Browner,NO,1,5,1,0.0,1,0,0,0
Nolan Carroll,PHI,1,6,1,0.0,0,0,0,0
Josh Evans,JAC,1,2,3,0.0,0,0,1,0
Marcus Gilchrist,NYJ,1,4,1,0.0,2,0,0,0
Ron Parker,KC,1,5,3,0.0,0,0,0,0
Eric Rowe,PHI,1,5,1,0.0,1,0,0,0
