,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
James Harrison,PIT,1,6,1,3.0,0,0,1,0
Derrick Johnson,KC,1,13,1,1.0,0,0,1,0
Telvin Smith,JAC,1,7,2,2.0,0,0,1,0
Stephone Anthony,NO,1,4,6,0.0,0,0,1,1
Von Miller,DEN,1,4,0,2.0,1,0,1,1
Kwon Alexander,TB,1,6,4,1.0,1,0,1,0
Lavonte David,TB,1,6,5,0.0,1,1,0,0
Khalil Mack,OAK,1,5,3,2.0,0,0,0,0
Thomas Davis,CAR,1,7,0,1.0,0,0,1,0
Danny Trevathan,DEN,1,2,0,0.0,1,1,0,0
Navorro Bowman,SF,1,13,1,0.0,0,0,0,0
Sean Lee,DAL,1,6,7,1.0,0,0,0,0
D'Qwell Jackson,IND,1,11,0,0.0,2,0,0,0
Daryl Smith,BAL,1,9,0,1.0,0,0,0,0
Frank Zombo,KC,1,4,1,2.0,0,0,0,0
Paul Posluszny,JAC,1,10,3,0.0,0,0,0,0
Paul Worrilow,ATL,1,6,4,0.0,0,0,1,0
Mason Foster,WAS,1,4,3,0.0,0,0,1,1
Melvin Ingram,SD,1,6,1,1.0,0,0,0,0
Julius Peppers,GB,1,3,0,1.0,0,0,1,0
Denzel Perryman,SD,1,10,0,0.0,0,0,0,0
Jake Ryan,GB,1,6,4,0.0,0,0,0,1
Jamie Collins,NE,1,3,5,0.0,1,0,1,0
K.J. Wright,SEA,1,9,1,0.0,0,0,0,0
James Anderson,NO,1,7,4,0.0,0,0,0,0
Jerry Hughes,BUF,1,4,2,1.0,0,0,0,0
Josh Mauga,KC,1,3,0,0.0,1,1,0,0
Wesley Woodyard,TEN,1,0,2,0.0,0,0,0,1
Willie Young,CHI,1,2,1,1.5,0,0,0,0
Shaquil Barrett,DEN,1,3,0,1.0,1,0,0,0
Jasper Brinkley,NYG,1,5,0,0.0,0,0,1,0
Jerod Mayo,NE,1,2,2,1.0,1,0,0,0
Vince Williams,PIT,1,5,2,0.0,0,0,0,1
Manny Lawson,BUF,1,7,1,0.0,0,0,0,0
Rolando McClain,DAL,1,5,5,0.0,0,0,0,0
Arthur Moats,PIT,1,2,1,1.0,1,0,0,0
Craig Robertson,CLE,1,6,3,0.0,0,0,0,0
Lawrence Timmons,PIT,1,7,1,0.0,0,0,0,0
Preston Brown,BUF,1,5,4,0.0,0,0,0,0
Vontaze Burfict,CIN,1,6,2,0.0,0,0,0,0
Jonathan Casillas,NYG,1,7,0,0.0,0,0,0,0
Jarvis Jones,PIT,1,1,0,0.0,1,1,0,0
Malcolm Smith,OAK,1,4,0,0.0,0,0,1,0
Bobby Wagner,SEA,1,7,0,0.0,0,0,0,0
David Harris,NYJ,1,4,5,0.0,0,0,0,0
Nate Irving,IND,1,2,1,0.0,1,0,1,0
Kelvin Sheppard,MIA,1,5,3,0.0,0,0,0,0
Akeem Ayers,STL,1,6,0,0.0,0,0,0,0
Will Compton,WAS,1,4,4,0.0,0,0,0,0
Jelani Jenkins,MIA,1,3,4,0.0,1,0,0,0
