,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Deone Bucannon,ARI,1,9,2,0.0,1,1,0,0
Vontaze Burfict,CIN,1,5,2,1.0,3,1,0,0
Melvin Ingram,SD,1,4,2,2.0,1,0,1,0
Jamie Collins,NE,1,4,4,1.0,1,1,0,0
Paul Posluszny,JAC,1,9,1,0.0,1,1,0,0
Chandler Jones,NE,1,2,2,2.0,0,0,1,0
Kasim Edebali,NO,1,5,1,2.0,0,0,0,0
Luke Kuechly,CAR,1,10,5,0.0,1,0,0,0
Julius Peppers,GB,1,3,1,2.5,0,0,0,0
Derrick Johnson,KC,1,7,5,0.0,0,0,1,0
Ryan Shazier,PIT,1,3,3,0.0,3,1,0,0
Kelvin Sheppard,MIA,1,11,1,0.0,1,0,0,0
Brandon Marshall,DEN,1,4,3,0.0,1,1,0,0
Stephen Tulloch,DET,1,7,2,0.0,0,0,1,0
Jeremiah Attaochu,SD,1,5,3,1.0,0,0,0,0
Navorro Bowman,SF,1,8,4,0.0,0,0,0,0
Mychal Kendricks,PHI,1,9,2,0.0,0,0,0,0
Ryan Kerrigan,WAS,1,3,0,1.0,0,0,1,0
Gerald Hodges,SF,1,9,1,0.0,0,0,0,0
Jerry Hughes,BUF,1,4,3,1.0,0,0,0,0
Benardrick McKinney,HOU,1,3,4,1.0,0,0,0,0
Lawrence Timmons,PIT,1,4,2,1.0,0,0,0,0
Philip Wheeler,ATL,1,2,0,1.0,0,0,1,0
Thomas Davis,CAR,1,6,3,0.0,1,0,0,0
Jerrell Freeman,IND,1,5,7,0.0,0,0,0,0
Chad Greenway,MIN,1,4,1,1.0,0,0,0,0
Rey Maualuga,CIN,1,7,3,0.0,0,0,0,0
John Timu,CHI,1,8,1,0.0,0,0,0,0
Ahmad Brooks,SF,1,3,2,1.0,0,0,0,0
J.T. Thomas,NYG,1,4,4,0.5,0,0,0,0
Stephone Anthony,NO,1,3,3,0.0,0,0,1,0
Preston Brown,BUF,1,4,7,0.0,0,0,0,0
Ben Heeney,OAK,1,3,1,1.0,0,0,0,0
Anthony Hitchens,DAL,1,5,5,0.0,0,0,0,0
Nathan Stupar,ATL,1,6,1,0.0,1,0,0,0
Karlos Dansby,CLE,1,4,6,0.0,0,0,0,0
Lavonte David,TB,1,6,2,0.0,0,0,0,0
Eric Kendricks,MIN,1,7,0,0.0,0,0,0,0
Sean Lee,DAL,1,4,4,0.0,1,0,0,0
Jake Ryan,GB,1,7,0,0.0,0,0,0,0
John Simon,HOU,1,3,0,1.0,0,0,0,0
Malcolm Smith,OAK,1,7,0,0.0,0,0,0,0
Manti Te'o,SD,1,7,0,0.0,0,0,0,0
Danny Trevathan,DEN,1,6,2,0.0,0,0,0,0
Bobby Wagner,SEA,1,2,4,0.0,0,0,1,0
Avery Williamson,TEN,1,5,4,0.0,0,0,0,0
Jasper Brinkley,NYG,1,4,5,0.0,0,0,0,0
Justin Durant,ATL,1,6,1,0.0,0,0,0,0
Danny Lansanah,TB,1,3,5,0.0,1,0,0,0
C.J. Mosley,BAL,1,4,5,0.0,0,0,0,0
