,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
William Hayes,STL,1,7,2,3.0,0,0,0,0
Preston Smith,WAS,1,3,1,3.0,0,0,1,0
Carlos Dunlap,CIN,1,5,1,3.0,0,0,0,0
Calais Campbell,ARI,1,5,1,2.5,0,0,0,0
Kawann Short,CAR,1,7,0,2.0,0,0,0,0
Fletcher Cox,PHI,1,5,2,2.0,0,0,0,0
Kendall Langford,IND,1,4,1,2.0,1,0,0,0
Thomas Johnson,MIN,1,4,1,2.0,0,0,0,0
Vic Beasley,ATL,1,4,0,1.0,1,0,1,0
T.Y. McGill,IND,1,2,0,2.0,0,0,0,0
Nate Orchard,CLE,1,2,0,1.0,1,1,0,0
Robert Ayers,NYG,1,5,1,1.5,0,0,0,0
Robert Mathis,IND,1,3,1,2.0,0,0,0,0
Jabaal Sheard,NE,1,4,1,1.0,0,0,1,0
Mike Pennel,GB,1,3,0,1.0,0,0,1,0
J.J. Watt,HOU,1,2,0,1.0,1,0,1,0
Kendall Reyes,SD,1,2,0,0.0,2,1,0,0
Michael Johnson,CIN,1,5,1,0.0,0,0,1,0
Eugene Sims,STL,1,2,3,0.5,0,0,1,0
Vance Walker,DEN,1,4,1,1.0,0,0,0,0
Denico Autry,OAK,1,2,0,1.0,0,0,0,0
Mike Daniels,GB,1,2,0,0.0,1,1,0,0
Gerald McCoy,TB,1,4,0,1.0,0,0,0,0
Danielle Hunter,MIN,1,3,0,1.0,0,0,0,0
Za'Darius Smith,BAL,1,2,2,1.0,0,0,0,0
Devin Taylor,DET,1,3,0,1.0,0,0,0,0
Derek Wolfe,DEN,1,3,0,1.0,0,0,0,0
David Bass,TEN,1,4,1,0.0,0,0,0,1
Demarcus Lawrence,DAL,1,2,1,1.0,0,0,0,0
Ian Williams,SF,1,5,1,0.0,1,0,0,0
Ricky Jean-Francois,WAS,1,2,0,1.0,0,0,0,0
Damontre Moore,MIA,1,2,0,1.0,0,0,0,0
Bobby Richardson,NO,1,0,0,0.0,1,1,0,0
Ndamukong Suh,MIA,1,1,2,1.0,0,0,0,0
Cameron Heyward,PIT,1,5,1,0.0,0,0,0,0
Zach Kerr,IND,1,4,1,0.0,1,0,0,0
Dontari Poe,KC,1,5,1,0.0,0,0,0,0
Sheldon Richardson,NYJ,1,1,1,1.0,0,0,0,0
Frostee Rucker,ARI,1,1,1,1.0,0,0,0,0
George Selvie,NYG,1,2,1,0.5,1,0,0,0
Jurrell Casey,TEN,1,4,2,0.0,0,0,0,0
Timmy Jernigan,BAL,1,1,0,1.0,0,0,0,0
Mike Neal,GB,1,1,0,1.0,0,0,0,0
Brian Robison,MIN,1,1,0,1.0,0,0,0,0
Beau Allen,PHI,1,4,1,0.0,0,0,0,0
Ziggy Ansah,DET,1,4,1,0.0,0,0,0,0
John Jenkins,NO,1,3,3,0.0,0,0,0,0
Chris Long,STL,1,1,1,0.0,0,0,1,0
Stephon Tuitt,PIT,1,3,3,0.0,0,0,0,0
DeMarcus Ware,DEN,1,2,1,0.0,0,0,0,1
