,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Davon House,JAC,1,3,5,0.0,4,2,0,0
Reshad Jones,MIA,1,7,2,1.0,1,1,0,0
Terence Newman,MIN,1,2,2,0.0,5,2,0,0
Dashon Goldson,WAS,1,5,0,0.0,1,1,0,0
Bacarri Rambo,BUF,1,3,0,0.0,1,1,2,1
Ha'Sean Clinton-Dix,GB,1,9,2,0.0,1,1,0,0
Walter Thurmond,PHI,1,5,1,1.0,0,0,1,0
Jeff Heath,DAL,1,2,0,0.0,2,2,0,0
Tyrann Mathieu,ARI,1,5,1,0.0,3,1,0,0
Will Allen,PIT,1,9,2,0.0,0,0,1,0
Kam Chancellor,SEA,1,7,12,0.0,0,0,0,0
Mike Mitchell,PIT,1,5,0,0.0,2,1,0,0
Reggie Nelson,CIN,1,3,4,0.0,2,1,0,0
Ron Parker,KC,1,4,1,0.0,2,1,0,0
Eric Berry,KC,1,2,0,0.0,4,1,0,0
Craig Dahl,NYG,1,5,2,1.0,1,0,0,0
Johnathan Joseph,HOU,1,4,0,0.0,2,1,0,0
Bradley McDougald,TB,1,5,0,0.0,1,1,0,0
Sean Smith,KC,1,3,0,0.0,3,1,0,0
Earl Thomas,SEA,1,5,0,0.0,1,1,0,0
Lardarius Webb,BAL,1,5,0,0.0,1,1,0,0
Bashaud Breeland,WAS,1,6,3,0.0,0,0,1,0
Barry Church,DAL,1,9,2,0.0,0,0,0,0
Corey Graham,BUF,1,3,2,0.0,1,1,0,0
Malcolm Jenkins,PHI,1,8,2,0.0,1,0,0,0
Duke Williams,BUF,1,2,0,0.0,0,0,0,1
Kurt Coleman,CAR,1,2,3,0.0,1,1,0,0
Glover Quin,DET,1,6,1,0.0,0,0,1,0
Patrick Chung,NE,1,6,6,0.0,0,0,0,0
Quintin Demps,HOU,1,2,4,0.0,0,0,1,1
Michael Griffin,TEN,1,4,2,1.0,0,0,0,0
Marcus Peters,KC,1,2,0,0.0,2,1,0,0
Jordan Poyer,CLE,1,2,2,0.0,1,1,0,0
Walt Aikens,MIA,1,8,1,0.0,0,0,0,0
Jairus Byrd,NO,1,3,3,1.0,0,0,0,0
Rodney McLeod,STL,1,5,1,0.0,0,0,1,0
Isa Abdul-Quddus,DET,1,8,0,0.0,0,0,0,0
Charles Gaines,CLE,1,5,0,0.0,0,0,1,0
William Gay,PIT,1,7,0,0.0,1,0,0,0
Nevin Lawson,DET,1,7,0,0.0,1,0,0,0
Captain Munnerlyn,MIN,1,7,1,0.0,0,0,0,0
Dominique Rodgers-Cromartie,NYG,1,7,0,0.0,0,0,0,0
K'Waun Williams,CLE,1,5,0,0.0,0,0,0,1
Mark Barron,STL,1,6,1,0.0,0,0,0,0
Justin Coleman,NE,1,3,1,0.0,1,0,0,1
Andrew Sendejo,MIN,1,6,1,0.0,0,0,0,0
Daimion Stafford,TEN,1,2,1,1.0,0,0,0,0
Jude Adjei-Barimah,TB,1,6,0,0.0,0,0,0,0
Morgan Burnett,GB,1,4,4,0.0,0,0,0,0
John Cyprien,JAC,1,5,2,0.0,0,0,0,0
