,,,,,,,,,
Player,Team,G,Tackle,Assist,Sack,PD,INT,FF,FR
Jamie Collins,NE,1,8,3,2.5,0,0,1,0
Ryan Shazier,PIT,1,11,4,1.0,0,0,1,1
Sean Lee,DAL,1,9,5,0.0,2,1,0,0
Chandler Jones,NE,1,5,1,3.0,0,0,0,0
Preston Brown,BUF,1,7,5,0.0,0,0,1,1
Justin Houston,KC,1,5,1,2.0,1,0,0,0
Jordan Hicks,PHI,1,7,0,1.0,0,0,1,0
Hau'oli Kikaha,NO,1,4,3,1.0,0,0,1,0
Derrick Morgan,TEN,1,5,1,1.0,0,0,1,0
K.J. Wright,SEA,1,6,3,0.0,0,0,1,1
Dont'a Hightower,NE,1,8,4,0.5,0,0,0,0
Curtis Lofton,OAK,1,7,6,0.0,0,0,0,1
Alec Ogletree,STL,1,8,8,0.0,0,0,0,0
Karlos Dansby,CLE,1,5,4,0.0,1,0,1,0
Justin Durant,ATL,1,9,1,0.0,1,0,0,0
Jerry Hughes,BUF,1,2,1,1.0,1,0,1,0
D'Qwell Jackson,IND,1,6,3,0.0,0,0,1,0
Jelani Jenkins,MIA,1,9,3,0.0,0,0,0,0
Donald Butler,SD,1,3,4,0.0,0,0,1,1
Kasim Edebali,NO,1,4,0,1.0,0,0,0,1
Bobby Wagner,SEA,1,6,6,0.0,1,0,0,0
David Harris,NYJ,1,6,1,0.0,0,0,1,0
C.J. Mosley,BAL,1,8,1,0.0,1,0,0,0
Malcolm Smith,OAK,1,7,5,0.0,0,0,0,0
Jayrone Elliott,GB,1,1,0,0.0,1,1,0,1
A.J. Klein,CAR,1,2,2,0.0,1,1,0,0
Vincent Rey,CIN,1,2,2,0.0,1,1,0,0
Wesley Woodyard,TEN,1,2,0,1.0,0,0,1,0
Thomas Davis,CAR,1,6,3,0.0,1,0,0,0
Telvin Smith,JAC,1,6,3,0.0,1,0,0,0
Manti Te'o,SD,1,5,5,0.0,1,0,0,0
Lawrence Timmons,PIT,1,6,3,0.0,1,0,0,0
Lavonte David,TB,1,4,4,0.0,2,0,0,0
Von Miller,DEN,1,4,0,1.0,0,0,0,0
Bud Dupree,PIT,1,3,1,1.0,0,0,0,0
Anthony Hitchens,DAL,1,2,3,1.0,0,0,0,0
Brandon Marshall,DEN,1,4,1,0.0,0,0,1,0
Daryl Smith,BAL,1,7,1,0.0,0,0,0,0
Kwon Alexander,TB,1,4,4,0.0,1,0,0,0
Deone Bucannon,ARI,1,4,0,0.0,0,0,1,0
Mychal Kendricks,PHI,1,7,0,0.0,0,0,0,0
Paul Posluszny,JAC,1,7,0,0.0,0,0,0,0
Danny Trevathan,DEN,1,7,0,0.0,0,0,0,0
Brian Cushing,HOU,1,4,3,0.0,1,0,0,0
Jerrell Freeman,IND,1,3,7,0.0,0,0,0,0
James Laurinaitis,STL,1,4,5,0.0,0,0,0,0
Craig Robertson,CLE,1,4,3,0.0,1,0,0,0
Nathan Stupar,ATL,1,6,1,0.0,0,0,0,0
Zach Brown,TEN,1,5,2,0.0,0,0,0,0
Ryan Kerrigan,WAS,1,2,2,0.0,0,0,1,0
