Team,G,Sack,FR,INT,DefTD,PA,PaYd/G,RuYd/G,Safety,KickTD,Home or Away,Opponent,Week
Philadelphia Eagles,1,4,0,1,1,27,299.0,134.0,0,0,Home,Dallas Cowboys,9
New York Jets,1,6,2,2,0,23,381.0,98.0,0,0,Away,Jacksonville Jaguars,9
New York Giants,1,0,3,0,1,18,249.0,136.0,0,0,Home,Tampa Bay Buccaneers,9
San Diego Chargers,1,1,1,1,1,22,345.0,109.0,0,0,Away,Chicago Bears,9
Carolina Panthers,1,5,1,1,0,29,369.0,71.0,0,0,Away,Green Bay Packers,9
Denver Broncos,1,1,0,0,0,27,252.0,120.0,0,1,Home,Indianapolis Colts,9
Tennessee Titans,1,4,1,1,0,28,389.0,59.0,0,0,Home,New Orleans Saints,9
Buffalo Bills,1,2,1,0,0,17,318.0,106.0,1,0,Away,Miami Dolphins,9
Pittsburgh Steelers,1,0,3,1,0,35,301.0,139.0,0,0,Away,Oakland Raiders,9
Miami Dolphins,1,3,0,0,0,33,181.0,266.0,0,0,Home,Buffalo Bills,9
New England Patriots,1,1,1,1,0,10,217.0,37.0,0,0,Away,Washington Redskins,9
Chicago Bears,1,2,1,0,0,19,280.0,77.0,0,0,Home,San Diego Chargers,9
Cincinnati Bengals,1,3,0,0,0,10,168.0,69.0,0,0,Away,Cleveland Browns,9
Oakland Raiders,1,1,1,1,0,38,413.0,195.0,0,0,Home,Pittsburgh Steelers,9
Indianapolis Colts,1,1,0,2,0,24,281.0,35.0,0,0,Away,Denver Broncos,9
San Francisco 49ers,1,2,0,0,0,16,303.0,17.0,0,0,Away,Atlanta Falcons,9
Atlanta Falcons,1,0,0,2,0,17,185.0,133.0,0,0,Home,San Francisco 49ers,9
St. Louis Rams,1,1,0,1,0,21,159.0,145.0,0,0,Home,Minnesota Vikings,9
Tampa Bay Buccaneers,1,0,0,2,0,32,213.0,114.0,0,0,Away,New York Giants,9
Washington Redskins,1,0,1,1,0,27,299.0,161.0,0,0,Home,New England Patriots,9
Cleveland Browns,1,2,0,0,0,31,234.0,152.0,0,0,Home,Cincinnati Bengals,9
Jacksonville Jaguars,1,2,0,0,0,28,272.0,29.0,0,0,Home,New York Jets,9
Minnesota Vikings,1,1,0,0,0,18,168.0,160.0,0,0,Away,St. Louis Rams,9
New Orleans Saints,1,0,1,0,0,34,371.0,112.0,0,0,Away,Tennessee Titans,9
Dallas Cowboys,1,1,0,0,0,33,295.0,172.0,0,0,Away,Philadelphia Eagles,9
Green Bay Packers,1,0,0,1,0,37,297.0,130.0,0,0,Home,Carolina Panthers,9
