,player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
19,Drew Stanton,QB,0.092,0.0,0.092,0.092,0.092,0.092
33,Matt Cassel,QB,0.092,0.0,0.092,0.092,0.092,0.092
75,Paxton Lynch,QB,0.088,0.0,0.088,0.088,0.08800000000000002,0.088
22,Shaun Hill,QB,0.088,0.088,-0.088,0.264,0.17600000000000002,0.088
48,E.J. Manuel,QB,0.084,0.0,0.084,0.084,0.084,0.084
38,Nick Foles,QB,0.076,0.0,0.076,0.076,0.07599999999999998,0.076
77,Jared Goff,QB,0.044,0.044,-0.044,0.132,0.08800000000000002,0.044
74,Jeff Driskel,QB,0.0,0.0,0.0,0.0,--,0.0
76,Connor Cook,QB,0.0,0.0,0.0,0.0,--,0.0
79,Christian Hackenberg,QB,0.0,0.0,0.0,0.0,--,0.0
80,Cardale Jones,QB,0.0,0.0,0.0,0.0,--,0.0
41,Brandon Weeden,QB,0.0,0.0,0.0,0.0,--,0.0
66,Bryce Petty,QB,0.0,0.0,0.0,0.0,--,0.0
64,Stephen Morris,QB,0.0,0.0,0.0,0.0,--,0.0
63,Keith Wenning,QB,0.0,0.0,0.0,0.0,--,0.0
62,Logan Thomas,QB,0.0,0.0,0.0,0.0,--,0.0
61,David Fales,QB,0.0,0.0,0.0,0.0,--,0.0
59,Zach Mettenberger,QB,0.0,0.0,0.0,0.0,--,0.0
58,Aaron Murray,QB,0.0,0.0,0.0,0.0,--,0.0
53,Ryan Griffin,QB,0.0,0.0,0.0,0.0,--,0.0
47,Matt Simms,QB,0.0,0.0,0.0,0.0,--,0.0
46,Alex Tanney,QB,0.0,0.0,0.0,0.0,--,0.0
44,Austin Davis,QB,0.0,0.0,0.0,0.0,--,0.0
1,Josh Johnson,QB,0.0,0.0,0.0,0.0,--,0.0
20,Charlie Whitehurst,QB,0.0,0.0,0.0,0.0,--,0.0
13,Christian Ponder,QB,0.0,0.0,0.0,0.0,--,0.0
11,Jerrod Johnson,QB,0.0,0.0,0.0,0.0,--,0.0
82,Joe Callahan,QB,0.0,0.0,0.0,0.0,--,0.0
