,player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
20,Saints,DST,543.3,0.0,543.3,543.3,543.3,543.3
19,Patriots,DST,537.2,0.0,537.2,537.2,537.2,537.2
0,Falcons,DST,529.1,0.0,529.1,529.1,529.1,529.1
12,Texans,DST,519.0,0.0,519.0,519.0,519.0,519.0
36,Browns,DST,304.45,297.45,-290.45,899.35,64.9099376059,304.45
6,Browns,DST,304.45,297.45,-290.45,899.35,64.9099376059,304.45
39,Lions,DST,299.0,291.0,-283.0,881.0,68.7022561493,299.0
9,Lions,DST,299.0,291.0,-283.0,881.0,68.7022561493,299.0
18,Vikings,DST,290.85,284.65,-278.45,860.15,59.7335751483,290.85
48,Vikings,DST,290.85,284.65,-278.45,860.15,59.7335751483,290.85
14,Jaguars,DST,283.5,276.1,-268.7,835.7,64.3509129694,283.5
43,Jaguars,DST,283.5,276.1,-268.7,835.7,64.3509129694,283.5
8,Broncos,DST,281.85,273.35,-264.85,828.55,68.6964336774,281.85
38,Broncos,DST,281.85,273.35,-264.85,828.55,68.6964336774,281.85
49,Giants,DST,281.5,274.3,-267.1,830.1,63.2594656949,281.5
21,Giants,DST,281.5,274.3,-267.1,830.1,63.2594656949,281.5
4,Bears,DST,279.15,274.35,-269.55,827.85,51.5441558278,279.15
34,Bears,DST,279.15,274.35,-269.55,827.85,51.5441558278,279.15
51,Eagles,DST,277.85,270.55,-263.25,818.95,63.271794664,277.85
23,Eagles,DST,277.85,270.55,-263.25,818.95,63.271794664,277.85
27,49ers,DST,277.45,272.75,-268.05,822.95,50.8521385981,277.45
55,49ers,DST,277.45,272.75,-268.05,822.95,50.8521385981,277.45
45,Rams,DST,277.45,269.15,-260.85,815.75,67.3556233733,277.45
31,Ravens,DST,275.7,269.2,-262.7,814.1,59.5134438593,275.7
1,Ravens,DST,275.7,269.2,-262.7,814.1,59.5134438593,275.7
57,Buccaneers,DST,272.55,265.05,-257.55,802.65,63.4980314656,272.55
29,Buccaneers,DST,272.55,265.05,-257.55,802.65,63.4980314656,272.55
24,Cardinals,DST,269.95,262.35,-254.75,794.65,63.6040879189,269.95
52,Cardinals,DST,269.95,262.35,-254.75,794.65,63.6040879189,269.95
22,Jets,DST,269.55,261.65,-253.75,792.85,64.780243902,269.55
50,Jets,DST,269.55,261.65,-253.75,792.85,64.780243902,269.55
35,Bengals,DST,267.25,259.55,-251.85,786.35,63.689559584,267.25
5,Bengals,DST,267.25,259.55,-251.85,786.35,63.689559584,267.25
41,Titans,DST,265.95,259.35,-252.75,784.65,58.8810665664,265.95
11,Titans,DST,265.95,259.35,-252.75,784.65,58.8810665664,265.95
25,Steelers,DST,265.6,258.4,-251.2,782.4,61.4231226819,265.6
53,Steelers,DST,265.6,258.4,-251.2,782.4,61.4231226819,265.6
56,Seahawks,DST,265.35,256.75,-248.15,778.85,67.0079099808,265.35
28,Seahawks,DST,265.35,256.75,-248.15,778.85,67.0079099808,265.35
26,Chargers,DST,261.45,254.95,-248.45,771.35,57.9361717755,261.45
54,Chargers,DST,261.45,254.95,-248.45,771.35,57.9361717755,261.45
58,Redskins,DST,258.45,250.45,-242.45,759.35,63.8059558349,258.45
30,Redskins,DST,258.45,250.45,-242.45,759.35,63.8059558349,258.45
16,Raiders,DST,257.85,249.65,-241.45,757.15,64.5096891947,257.85
46,Raiders,DST,257.85,249.65,-241.45,757.15,64.5096891947,257.85
7,Cowboys,DST,257.0,251.9,-246.8,760.8,50.9449703111,257.0
37,Cowboys,DST,257.0,251.9,-246.8,760.8,50.9449703111,257.0
2,Bills,DST,256.9,251.0,-245.1,758.9,54.7413006787,256.9
32,Bills,DST,256.9,251.0,-245.1,758.9,54.7413006787,256.9
44,Chiefs,DST,254.4,246.2,-238.0,746.8,64.069649601,254.4
15,Chiefs,DST,254.4,246.2,-238.0,746.8,64.069649601,254.4
33,Panthers,DST,252.4,242.8,-233.2,738.0,68.9486765645,252.4
3,Panthers,DST,252.4,242.8,-233.2,738.0,68.9486765645,252.4
42,Colts,DST,250.0,243.1,-236.2,736.2,58.3300094291,250.0
13,Colts,DST,250.0,243.1,-236.2,736.2,58.3300094291,250.0
17,Dolphins,DST,246.15,239.25,-232.35,724.65,57.8727915345,246.15
47,Dolphins,DST,246.15,239.25,-232.35,724.65,57.8727915345,246.15
40,Packers,DST,244.95,236.15,-227.35,717.25,65.0667349726,244.95
10,Packers,DST,244.95,236.15,-227.35,717.25,65.0667349726,244.95
