Player,Team,Games Played,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Yards,Interception Touchdowns,Interception Return Long,Forced Fumbles,Fumbles Recovered,Fumble Recovery Touchdowns,Passes Defensed,Safeties,Stuffs,Stuff Yards
"Bowman, NaVorro",SF,16,154,116,38,2.5,18,0,0,0,0,1,0,0,2,0,7.0,12.0
"Jackson, D'Qwell",IND,16,150,89,61,3.0,12,1,6,1,6,1,0,0,9,0,8.0,20.5
"David, Lavonte",TB,16,147,85,62,3.0,17,3,19,1,20,2,2,0,13,0,7.0,14.5
"Jones, Reshad",MIA,16,135,106,29,2.0,13,5,104,2,42,0,1,0,10,0,6.0,12.0
"Posluszny, Paul",JAX,14,133,103,30,1.0,10,3,25,0,19,0,0,0,6,0,9.5,23.5
"Lee, Sean",DAL,14,128,76,52,2.5,16,1,0,0,0,0,0,0,5,0,9.0,21.5
"Smith, Telvin",JAX,14,128,99,29,2.5,3,1,26,1,26,2,0,0,7,0,10.5,30.5
"Graham, Corey",BUF,16,122,91,31,1.0,1,2,60,1,44,0,2,0,4,0,2.5,2.5
"Smith, Malcolm",OAK,16,122,99,23,4.0,22,1,27,0,27,2,0,0,6,0,7.0,22.0
"Smith, Daryl",BAL,16,121,72,49,3.0,20,1,-1,0,-1,0,0,0,3,0,2.5,3.5
"Timmons, Lawrence",PIT,16,119,77,42,5.0,36,1,0,0,0,1,0,0,6,0,4.0,6.0
"Kuechly, Luke",CAR,13,118,76,42,1.0,5,4,48,1,32,2,1,0,10,0,7.0,16.0
"Brown, Preston",BUF,16,117,63,54,0.0,0,2,46,1,43,1,1,0,4,0,3.0,3.0
"Johnson, Derrick",KC,16,116,95,21,4.0,23,2,23,0,18,2,0,0,8,0,3.0,7.0
"Wright, K.J.",SEA,16,116,71,45,1.0,11,0,0,0,0,4,2,0,3,0,0.5,0.5
"Mosley, C.J.",BAL,16,116,76,40,4.0,18,0,0,0,0,1,2,1,7,0,6.0,10.0
"Wagner, Bobby",SEA,15,114,67,47,0.5,4,0,0,0,0,2,3,2,7,0,2.0,6.5
"Church, Barry",DAL,15,113,75,38,0.0,0,0,0,0,0,1,0,0,0,0,4.0,9.5
"Barron, Mark",STL,16,113,76,37,1.0,5,0,0,0,0,3,0,0,5,0,15.5,28.5
"Freeman, Jerrell",IND,13,112,66,46,3.0,33,1,23,1,23,0,1,0,2,0,2.0,6.5
"Anthony, Stephone",NO,16,112,70,42,1.0,8,1,5,0,5,2,1,1,5,0,4.5,12.0
"Cushing, Brian",HOU,16,110,63,47,0.0,0,0,0,0,0,1,0,0,3,0,2.5,3.5
"Laurinaitis, James",STL,16,109,61,48,1.0,4,1,0,0,0,1,0,0,1,1,3.0,3.0
"Trevathan, Danny",DEN,15,109,73,36,0.0,0,2,39,1,25,0,0,0,6,0,1.0,2.0
"Bucannon, Deone",ARZ,16,109,90,19,3.0,18,1,39,1,39,3,2,0,3,0,8.0,21.5
"Dansby, Karlos",CLE,16,108,62,46,0.0,0,3,93,2,52,2,0,0,6,0,6.0,9.5
"Harris, David",NYJ,16,108,67,41,4.5,20,0,0,0,0,2,0,0,4,0,5.0,12.0
"Goldson, Dashon",WSH,15,108,69,39,0.0,0,1,35,1,35,1,2,0,3,0,0.5,1.0
"Collins, Landon",NYG,16,108,80,28,0.0,0,1,0,0,0,1,0,0,9,0,6.5,15.5
"Tulloch, Stephen",DET,16,107,74,33,1.0,8,0,0,0,0,1,2,0,1,0,6.5,12.5
"Cyprien, Johnathan",JAX,14,107,77,30,0.0,0,1,48,0,48,1,1,0,2,0,1.5,1.5
"Davis, Thomas",CAR,16,105,75,30,5.5,44,4,22,0,22,4,1,0,7,0,2.0,2.0
"Jenkins, Malcolm",PHI,16,104,86,18,0.0,0,2,99,1,99,3,1,0,10,0,4.5,10.5
"Vaccaro, Kenny",NO,16,104,71,33,3.0,36,0,0,0,0,1,1,0,5,0,3.0,5.5
"Sheppard, Kelvin",MIA,16,102,72,30,0.0,0,0,0,0,0,0,0,0,2,0,11.5,19.0
"Williamson, Avery",TEN,15,102,63,39,3.5,28,1,0,0,0,0,0,0,1,0,2.5,3.5
"Marshall, Brandon",DEN,16,101,76,25,1.5,10,1,0,0,0,2,0,0,4,0,3.5,6.0
"Griffin, Michael",TEN,15,99,65,34,1.0,7,1,29,0,29,0,0,0,3,0,2.5,4.5
"Clinton-Dix, Ha Ha",GB,16,99,82,17,3.0,14,2,2,0,2,1,0,0,3,0,1.0,3.0
"Rey, Vincent",CIN,16,95,62,33,1.0,8,1,0,0,0,0,0,0,5,0,1.0,1.0
"Worrilow, Paul",ATL,15,95,67,28,0.0,0,2,22,0,11,1,1,0,4,0,3.0,6.0
"Minter, Kevin",ARZ,16,94,72,22,0.5,4,0,0,0,0,1,0,0,2,1,6.5,19.5
"Compton, Will",WSH,16,93,51,42,1.0,7,1,24,0,24,0,1,0,3,0,1.0,1.5
"Alexander, Kwon",TB,12,93,59,34,3.0,22,2,15,0,15,2,1,0,9,0,6.0,15.5
"Kendricks, Eric",MIN,14,92,72,20,4.0,23,0,0,0,0,0,0,0,1,0,4.0,4.5
"Davis, Demario",NYJ,16,89,57,32,2.0,14,0,0,0,0,0,1,0,2,0,5.5,10.5
"Collins, Jamie",NE,12,89,51,38,5.5,32,1,51,0,51,5,1,1,6,0,4.5,12.5
"Mathieu, Tyrann",ARZ,14,89,80,9,1.0,9,5,92,1,33,1,0,0,17,0,5.0,15.0
"Coleman, Kurt",CAR,15,88,53,35,1.0,7,7,89,1,36,0,0,0,9,0,2.5,9.5
"McDougald, Bradley",TB,16,87,67,20,0.0,0,2,1,0,1,0,0,0,4,0,2.0,3.0
"Diggs, Quandre",DET,16,35,28,7,0.0,0,0,0,0,0,1,1,0,6,0,1.0,4.0
"Robison, Brian",MIN,16,34,30,4,5.0,31,0,0,0,0,1,2,0,3,0,6.5,14.0
"McCoy, Gerald",TB,15,34,26,8,8.5,60,0,0,0,0,0,0,0,1,0,1.0,4.0
"Liuget, Corey",SD,11,34,28,6,3.0,14,0,0,0,0,0,0,0,0,0,1.5,6.0
"Foster, Mason",WSH,13,34,24,10,0.0,0,0,0,0,0,1,1,0,0,0,1.5,6.5
"Floyd, Sharrif",MIN,13,34,19,15,2.5,12,0,0,0,0,0,0,0,1,0,1.5,2.5
"Spence, Sean",PIT,15,34,27,7,1.0,6,0,0,0,0,0,0,0,0,0,2.0,9.0
"Alexander, Maurice",STL,14,34,27,7,2.0,20,0,0,0,0,0,1,0,1,0,0.0,0.0
"Hal, Andre",HOU,16,34,26,8,0.0,0,4,54,1,31,0,0,0,10,0,1.0,3.0
"Anderson, Jonathan",CHI,11,34,30,4,0.0,0,1,0,0,0,0,0,0,2,0,0.5,1.0
"Flowers, Brandon",SD,11,33,29,4,1.0,7,0,0,0,0,0,0,0,4,0,0.0,0.0
"Walker, Vance",DEN,15,33,23,10,2.0,16,0,0,0,0,0,0,0,0,0,2.0,3.0
"Bryant, Desmond",CLE,14,33,24,9,6.0,26,0,0,0,0,1,0,0,0,0,2.5,4.5
"Peterson, Patrick",ARZ,16,33,33,0,0.0,0,2,41,0,40,1,0,0,8,0,0.0,0.0
"Thornton, Cedric",PHI,13,33,17,16,1.0,6,0,0,0,0,0,0,0,1,0,2.5,5.0
"Bethel, Justin",ARZ,16,33,31,2,0.0,0,2,21,1,21,2,1,0,9,0,0.0,0.0
"Meder, Jamie",CLE,16,33,16,17,1.0,6,0,0,0,0,0,0,0,0,0,2.5,3.5
"Heeney, Ben",OAK,15,33,27,6,2.5,18,0,0,0,0,1,0,0,1,0,1.0,6.0
"Williams, Kevin",NO,16,32,18,14,0.0,0,0,0,0,0,2,0,0,3,0,3.5,8.5
"Allen, Jared",[],15,32,19,13,2.0,13,1,2,0,2,0,0,0,3,0,1.5,5.0
"Cole, Trent",IND,14,32,20,12,3.0,24,0,0,0,0,2,0,0,3,0,5.5,7.0
"McKelvin, Leodis",BUF,9,32,25,7,0.0,0,2,0,0,0,0,0,0,9,0,0.0,0.0
"Acho, Sam",CHI,15,32,24,8,0.0,0,0,0,0,0,1,1,0,1,0,1.5,9.0
"Lamur, Emmanuel",CIN,16,32,20,12,0.5,4,0,0,0,0,1,1,0,3,0,0.0,0.0
"Reyes, Kendall",SD,16,32,25,7,2.0,9,1,1,0,1,0,0,0,4,0,1.0,1.0
"Jenkins, Jarvis",CHI,15,32,22,10,4.0,22,0,0,0,0,0,0,0,1,0,1.0,1.0
"Murphy, Trent",WSH,16,32,12,20,3.5,24,0,0,0,0,1,2,0,0,0,1.0,1.0
"Ealy, Kony",CAR,16,32,15,17,5.0,30,0,0,0,0,3,2,0,2,0,2.0,7.0
"Hewitt, Neville",MIA,16,32,22,10,0.0,0,1,0,0,0,0,0,0,3,0,2.0,2.0
"Mathis, Rashean",DET,7,31,28,3,0.0,0,1,0,0,0,1,0,0,4,0,0.0,0.0
"Wilson, Josh",DET,8,31,26,5,0.5,0,0,0,0,0,0,1,0,1,0,1.0,1.0
"Jones, Jason",DET,15,31,27,4,4.5,30,0,0,0,0,1,0,0,1,0,3.5,11.0
"Henderson, Erin",NYJ,16,31,23,8,0.0,0,0,0,0,0,1,0,0,1,0,1.5,2.0
"Hawthorne, David",NO,11,31,19,12,0.0,0,0,0,0,0,2,0,0,0,0,1.0,1.5
"Jackson, Tyson",ATL,16,31,14,17,0.0,0,0,0,0,0,0,0,0,0,0,1.0,1.5
"McDonald, Clinton",TB,6,31,21,10,0.0,0,0,0,0,0,0,0,0,0,0,2.5,4.5
"Perry, Nick",GB,14,31,16,15,3.5,22,0,0,0,0,1,0,0,1,0,3.0,17.0
"Bass, David",TEN,16,31,20,11,1.5,12,1,8,0,8,0,2,0,4,0,2.0,2.0
"Okafor, Alex",ARZ,13,31,25,6,2.0,1,0,0,0,0,0,1,0,1,0,2.0,3.0
"Stupar, Nate",ATL,16,31,25,6,1.0,0,0,0,0,0,0,1,1,2,0,2.0,3.5
"Anderson, Henry",IND,9,31,19,12,1.0,1,0,0,0,0,0,0,0,2,0,5.0,9.5
"Parry, David",IND,16,31,15,16,1.0,8,0,0,0,0,0,0,0,0,0,4.0,6.0
"Therezie, Robenson",ATL,13,31,25,6,0.0,0,1,10,0,10,0,0,0,2,0,0.0,0.0
"Babineaux, Jonathan",ATL,16,30,22,8,1.5,14,1,-1,0,-1,1,0,0,2,0,6.0,24.5
"Melton, Henry",TB,16,30,18,12,2.0,1,0,0,0,0,1,2,0,2,0,0.5,1.0
"Cox, Perrish",TEN,13,30,26,4,0.0,0,1,27,0,27,0,0,0,7,0,0.0,0.0
"Young, Willie",CHI,15,30,24,6,6.5,50,1,39,0,39,0,0,0,2,0,5.0,9.0
"Houston, Justin",KC,11,30,25,5,7.5,54,2,16,1,17,1,0,0,6,0,2.0,5.0
"Hankins, Johnathan",NYG,9,30,21,9,0.0,0,0,0,0,0,1,0,0,1,0,0.5,1.0
"Smith, Preston",WSH,16,30,20,10,8.0,77,0,0,0,0,3,1,0,4,0,0.5,2.0
"Rowe, Eric",PHI,16,30,24,6,0.0,0,1,0,0,0,0,0,0,5,0,0.0,0.0
"Golden, Markus",ARZ,15,30,20,10,4.0,29,0,0,0,0,2,0,0,0,0,3.0,8.0
"Smith, Za'Darius",BAL,15,30,20,10,5.5,24,0,0,0,0,0,0,0,1,0,2.0,5.0
"Starks, Randy",CLE,15,29,14,15,1.0,9,0,0,0,0,0,1,0,0,0,3.5,6.0
"Cromartie, Antonio",NYJ,15,29,26,3,0.0,0,0,0,0,0,0,1,0,12,0,2.0,2.0
"Wheeler, Philip",ATL,9,29,21,8,1.0,5,0,0,0,0,1,0,0,0,0,1.5,2.5
"Knighton, Terrance",WSH,15,29,17,12,1.5,11,0,0,0,0,0,0,0,0,0,4.0,4.5
"Odrick, Jared",JAX,16,29,23,6,5.5,36,0,0,0,0,1,0,0,3,0,5.5,12.0
"Fairley, Nick",STL,15,29,18,11,0.5,2,0,0,0,0,0,1,0,1,0,1.5,2.0
"Hosley, Jayron",NYG,14,29,20,9,0.0,0,1,17,0,17,0,0,0,6,0,0.0,0.0
"Reid, Caraun",DET,14,29,23,6,2.0,12,0,0,0,0,0,1,1,0,0,4.0,10.0
"Kerr, Zach",IND,12,29,16,13,0.0,0,0,0,0,0,0,0,0,1,0,2.5,5.5
"Hunter, Danielle",MIN,14,29,25,4,6.0,42,0,0,0,0,1,0,0,0,0,2.5,8.5
"Rucker, Frostee",ARZ,13,28,20,8,3.0,26,0,0,0,0,1,1,0,0,1,4.0,8.0
"Arrington, Kyle",BAL,15,28,22,6,0.0,0,0,0,0,0,1,0,0,3,0,0.0,0.0
"Schofield, O'Brien",ATL,16,28,22,6,2.0,12,0,0,0,0,1,0,0,0,0,2.5,5.0
"Smith, Aldon",OAK,9,28,21,7,3.5,24,0,0,0,0,0,0,0,3,0,2.5,7.5
"Siliga, Sealver",NE,13,28,11,17,0.0,0,0,0,0,0,0,0,0,0,0,1.0,2.0
"Pleasant, Eddie",HOU,16,28,18,10,0.5,6,2,-1,0,0,0,1,0,6,0,0.0,0.0
"Williams, Shawn",CIN,16,28,22,6,0.0,0,2,14,0,14,0,0,0,5,0,0.0,0.0
"Mauti, Michael",NO,16,28,19,9,0.0,0,0,0,0,0,0,0,0,0,0,2.5,3.5
"Allen, Beau",PHI,16,28,18,10,0.0,0,0,0,0,0,0,0,0,2,0,1.0,1.0
"Geathers, Clayton",IND,15,28,22,6,0.0,0,0,0,0,0,0,1,0,1,0,0.5,1.0
"Abdullah, Husain",KC,11,27,22,5,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Kruger, Paul",CLE,16,27,16,11,2.5,16,0,0,0,0,0,0,0,0,0,2.0,6.0
"Wilson, Kyle",NO,15,27,25,2,0.0,0,1,20,0,20,0,1,0,4,0,0.0,0.0
"Blanton, Robert",MIN,16,27,23,4,0.0,0,0,0,0,0,0,0,0,3,0,0.0,0.0
"Jones, Jarvis",PIT,15,27,14,13,2.0,12,1,5,0,5,1,2,0,2,0,1.0,2.5
"Gratz, Dwayne",JAX,12,27,21,6,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Hageman, Ra'Shede",ATL,16,27,17,10,1.0,8,0,0,0,0,0,0,0,1,0,1.5,2.5
"Hart, Taylor",PHI,14,27,12,15,0.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
"Roberson, Marcus",STL,16,27,24,3,0.0,0,0,0,0,0,1,0,0,6,0,0.0,0.0
"Rollins, Quinten",GB,14,27,24,3,1.0,11,2,48,1,45,0,0,0,6,0,0.0,0.0
"Jenkins, Cullen",NYG,16,26,15,11,3.0,16,0,0,0,0,0,0,0,2,0,0.5,0.5
"Tapp, Darryl",DET,16,26,19,7,2.0,6,0,0,0,0,2,0,0,0,0,3.5,8.5
"McBride, Trumaine",NYG,15,26,23,3,0.0,0,3,84,1,63,1,0,0,4,0,1.0,3.0
"Selvie, George",NYG,12,26,15,11,1.0,4,0,0,0,0,0,1,0,0,0,0.0,0.0
"Pierre-Paul, Jason",NYG,8,26,21,5,1.0,9,0,0,0,0,0,2,0,6,0,2.0,3.5
"Alualu, Tyson",JAX,16,26,18,8,2.0,17,0,0,0,0,0,1,0,2,0,3.5,11.5
"Johnson, Dontae",SF,16,26,24,2,0.0,0,0,0,0,0,0,0,0,5,0,0.0,0.0
"Beasley Jr., Vic",ATL,16,26,20,6,4.0,35,1,0,0,0,2,0,0,3,0,1.0,7.0
"Dupree, Bud",PIT,16,26,17,9,4.0,7,0,0,0,0,0,0,0,1,0,1.5,5.5
"Ware, DeMarcus",DEN,11,25,17,8,7.5,58,0,0,0,0,1,1,0,0,0,1.5,3.5
"McDaniel, Tony",TB,14,25,13,12,1.0,6,0,0,0,0,0,0,0,1,0,2.0,7.0
"Jean Francois, Ricky",WSH,16,25,9,16,2.0,10,0,0,0,0,0,0,0,1,0,3.5,10.0
"Wright, Major",TB,9,25,16,9,0.0,0,0,0,0,0,0,0,0,3,0,1.0,4.0
"Asante, Larry",OAK,16,25,19,6,0.0,0,0,0,0,0,0,0,0,3,0,1.0,1.0
"Williams, Sylvester",DEN,15,25,18,7,3.0,10,0,0,0,0,0,0,0,0,0,3.5,3.5
"McCray, Kelcie",SEA,16,25,16,9,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
"Banks, Johnthan",TB,14,25,19,6,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Butler, Donald",SD,16,40,24,16,0.5,3,0,0,0,0,1,1,0,0,0,2.0,11.0
"Wright, Shareece",BAL,11,40,34,6,0.0,0,0,0,0,0,0,0,0,5,0,0.0,0.0
"Bryant, Armonty",CLE,14,40,28,12,5.5,46,0,0,0,0,2,1,0,0,0,4.5,8.0
"Clowney, Jadeveon",HOU,13,40,27,13,4.5,44,0,0,0,0,1,0,0,6,0,5.0,9.0
"Roby, Bradley",DEN,16,40,34,6,0.0,0,1,19,0,19,1,1,1,10,0,0.0,0.0
"Richardson, Bobby",NO,15,40,20,20,0.5,2,1,13,0,13,0,0,0,1,0,4.5,15.5
"Adjei-Barimah, Jude",TB,13,40,33,7,0.0,0,0,0,0,0,0,0,0,1,0,0.5,2.0
"Revis, Darrelle",NYJ,14,39,30,9,0.0,0,5,48,0,24,0,4,0,9,0,0.0,0.0
"Ellerbe, Dannell",NO,6,39,34,5,0.0,0,0,0,0,0,1,1,0,1,0,0.0,0.0
"McCain, Brice",MIA,14,39,31,8,0.0,0,1,0,0,0,0,0,0,10,0,0.0,0.0
"Shields, Sam",GB,12,39,37,2,0.0,0,3,15,0,15,0,1,0,13,0,1.0,7.0
"Biggers, E.J.",PHI,16,39,31,8,0.0,0,0,0,0,0,0,0,0,7,0,0.0,0.0
"Carter, Bruce",TB,14,39,25,14,2.0,23,0,0,0,0,0,0,0,2,0,1.0,1.0
"Poe, Dontari",KC,15,39,29,10,1.0,2,0,0,0,0,1,1,0,0,0,1.5,2.5
"Langford, Kendall",IND,16,38,23,15,7.0,57,0,0,0,0,0,0,0,3,0,4.5,13.0
"Bailey, Allen",KC,12,38,26,12,4.5,22,0,0,0,0,2,1,0,0,0,3.5,4.0
"Irvin, Bruce",SEA,15,38,22,16,5.5,42,0,0,0,0,1,1,0,2,0,2.5,5.0
"Tandy, Keith",TB,14,38,24,14,1.0,10,0,0,0,0,0,0,0,1,0,0.5,0.5
"Lynch, Aaron",SF,14,38,30,8,6.5,50,0,0,0,0,0,0,0,3,0,4.5,8.0
"Williams, K'Waun",CLE,13,38,30,8,1.0,8,0,0,0,0,3,2,0,2,0,1.0,6.0
"Peppers, Julius",GB,16,37,25,12,10.5,57,0,0,0,0,2,0,0,0,0,2.5,4.0
"Skuta, Dan",JAX,13,37,31,6,1.5,9,0,0,0,0,1,0,0,1,0,3.5,8.5
"Adams, Phillip",ATL,13,37,31,6,0.0,0,1,2,0,2,1,0,0,4,0,1.5,5.0
"Sheard, Jabaal",NE,13,37,28,9,8.0,83,0,0,0,0,4,0,0,2,0,4.5,9.5
"Claiborne, Morris",DAL,11,37,30,7,0.0,0,0,0,0,0,0,0,0,7,0,0.0,0.0
"Shelby, Derrick",MIA,16,37,25,12,3.5,38,1,22,1,22,2,0,0,4,0,4.0,9.0
"Poyer, Jordan",CLE,14,37,25,12,1.0,0,2,24,0,12,0,1,0,4,0,1.0,4.0
"Jernigan, Timmy",BAL,15,37,18,19,4.0,36,0,0,0,0,0,0,0,0,0,1.5,2.5
"Rubin, Ahtyba",SEA,16,36,20,16,2.0,9,1,2,0,2,0,0,0,1,0,0.0,0.0
"Neal, Mike",GB,16,36,24,12,4.0,28,0,0,0,0,1,0,0,0,0,8.0,20.0
"Brown, Sergio",JAX,15,36,29,7,1.5,6,0,0,0,0,0,0,0,2,0,1.0,3.0
"Johnson, Tom",MIN,16,36,25,11,5.5,52,0,0,0,0,0,0,0,1,0,3.5,6.5
"Gilmore, Stephon",BUF,12,36,36,0,0.0,0,3,33,0,29,0,0,0,18,0,0.0,0.0
"Thorpe, Neiko",OAK,14,36,33,3,0.0,0,1,-12,0,-12,0,0,0,6,0,0.0,0.0
"Golden, Robert",PIT,16,36,27,9,0.0,0,1,27,0,27,0,0,0,4,0,1.0,6.0
"Bromley, Jay",NYG,16,36,19,17,0.0,0,0,0,0,0,0,0,0,0,0,1.0,1.5
"Desir, Pierre",CLE,14,36,29,7,0.0,0,0,0,0,0,0,0,0,5,0,0.0,0.0
"Shelton, Danny",CLE,16,36,19,17,0.0,0,0,0,0,0,0,0,0,0,0,4.0,13.0
"Orchard, Nate",CLE,15,36,24,12,3.0,15,1,46,0,46,1,0,0,4,0,2.0,7.0
"Rolle, Antrel",CHI,7,35,30,5,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Peko, Domata",CIN,16,35,17,18,5.0,32,0,0,0,0,0,0,0,1,0,2.0,2.0
"Branch, Alan",NE,16,35,22,13,1.0,5,0,0,0,0,2,0,0,2,0,2.5,2.5
"Porter, Tracy",CHI,14,35,34,1,0.0,0,1,2,0,2,1,0,0,12,0,0.0,0.0
"Moats, Arthur",PIT,16,35,24,11,4.0,32,0,0,0,0,0,2,0,2,0,1.5,2.5
"Hardy, Greg",DAL,12,35,23,12,6.0,34,1,9,0,9,1,0,0,1,0,4.5,9.5
"Miller, Von",DEN,16,35,30,5,11.0,78,0,0,0,0,4,3,0,1,0,2.0,2.5
"Crawford, Tyrone",DAL,16,35,23,12,5.0,33,0,0,0,0,0,0,0,1,0,2.5,3.5
"Taylor, Devin",DET,15,35,28,7,7.0,62,0,0,0,0,1,0,0,1,0,4.0,6.0
"Richardson, Sheldon",NYJ,11,35,20,15,5.0,28,0,0,0,0,2,0,0,2,0,2.5,6.5
"Williams, Vince",PIT,16,35,25,10,0.5,3,0,0,0,0,0,2,0,1,0,0.5,0.5
"Hodges Jr., Gerald",[],14,69,53,16,0.0,0,0,0,0,0,0,0,0,1,0,3.0,5.0
"Donald, Aaron",STL,16,69,44,25,11.0,60,0,0,0,0,0,1,0,1,0,13.5,40.0
"Pryor, Calvin",NYJ,13,69,50,19,0.0,0,2,47,0,29,1,0,0,6,0,0.5,1.0
"Greenway, Chad",MIN,16,68,55,13,2.5,9,1,91,1,91,0,0,0,1,0,1.0,1.0
"Burnett, Morgan",GB,11,68,47,21,0.0,0,0,0,0,0,2,1,0,5,0,4.0,9.0
"Barr, Anthony",MIN,14,68,54,14,3.5,20,1,32,0,32,3,0,0,7,0,2.0,6.0
"Allen, Ricardo",ATL,15,68,59,9,1.0,0,3,13,0,13,0,1,0,5,0,0.0,0.0
"Darby, Ronald",BUF,15,68,61,7,0.0,0,2,48,0,27,0,0,0,21,0,1.0,2.0
"Quin, Glover",DET,16,67,56,11,0.0,0,4,77,1,31,1,0,0,5,0,0.0,0.0
"Gholston, William",TB,16,67,47,20,3.0,7,0,0,0,0,1,0,0,2,0,5.5,8.0
"Butler, Malcolm",NE,16,67,56,11,0.0,0,2,9,0,9,0,0,0,15,0,2.0,3.0
"Perryman, Denzel",SD,14,67,58,9,2.0,23,0,0,0,0,1,0,0,0,0,7.5,18.0
"Amos, Adrian",CHI,16,67,57,10,1.0,7,0,0,0,0,0,0,0,2,0,1.0,1.0
"Matthews, Clay",GB,16,66,49,17,6.5,40,1,42,0,42,0,1,0,3,0,5.5,12.5
"Brinkley, Jasper",NYG,15,66,48,18,1.0,0,0,0,0,0,4,1,0,0,0,5.5,8.5
"Smith, Harrison",MIN,13,66,49,17,1.5,11,2,35,1,35,1,0,0,3,0,2.0,5.0
"Reid, Eric",SF,16,66,56,10,1.0,3,0,0,0,0,1,0,0,7,0,0.0,0.0
"Hitchens, Anthony",DAL,16,66,39,27,2.0,14,0,0,0,0,1,0,0,1,0,2.5,5.5
"Williams, Ian",SF,16,65,45,20,1.0,6,0,0,0,0,1,1,0,1,0,2.0,9.0
"Ingram, Melvin",SD,16,65,52,13,10.5,74,0,0,0,0,3,1,0,6,0,5.0,11.0
"Jones, Byron",DAL,16,65,47,18,0.0,0,0,0,0,0,0,0,0,8,0,2.0,3.0
"Lofton, Curtis",OAK,16,64,45,19,1.0,0,0,0,0,0,0,1,0,0,0,2.5,4.5
"Wilkerson, Muhammad",NYJ,16,64,39,25,12.0,98,0,0,0,0,2,0,0,7,0,4.0,8.0
"Maxwell, Byron",PHI,14,64,53,11,0.0,0,2,22,0,22,2,1,0,10,0,0.0,0.0
"Jenkins, Janoris",STL,15,64,56,8,0.0,0,3,0,0,0,1,0,0,15,0,1.5,2.5
"Hill III, Will",BAL,16,64,49,15,1.0,8,1,25,0,25,0,0,0,6,0,2.0,5.0
"Palmer, Nate",GB,16,64,44,20,1.0,0,0,0,0,0,0,0,0,2,0,1.5,2.5
"Addae, Jahleel",SD,13,64,54,10,1.0,12,0,0,0,0,0,1,0,4,0,1.0,3.0
"Tartt, Jaquiski",SF,15,64,51,13,2.0,22,1,25,0,25,1,0,0,3,0,1.5,5.5
"Amukamara, Prince",NYG,11,63,55,8,0.0,0,1,6,0,6,1,1,0,10,0,1.5,1.5
"Hayward, Casey",GB,16,63,55,8,0.0,0,0,0,0,0,0,0,0,7,0,3.0,5.5
"Acker, Kenneth",SF,15,63,53,10,0.0,0,3,45,0,45,0,0,0,8,0,1.0,5.0
"Williams, Leonard",NYJ,16,63,29,34,3.0,16,0,0,0,0,0,0,0,0,0,7.0,13.5
"Newman, Terence",MIN,16,62,52,10,0.0,0,3,4,0,4,0,0,0,12,0,1.0,2.0
"Jones, Adam",CIN,14,62,53,9,1.0,1,3,14,0,14,1,0,0,12,0,0.0,0.0
"Ihedigbo, James",DET,15,62,46,16,1.0,9,1,0,0,0,3,0,0,2,0,3.5,11.0
"McCourty, Devin",NE,14,62,49,13,1.0,13,1,27,0,27,0,0,0,5,0,0.5,1.0
"Robinson, Keenan",WSH,12,62,35,27,0.0,0,1,44,0,44,0,1,0,3,0,1.0,1.0
"McDonald, T.J.",STL,11,62,38,24,1.0,6,0,0,0,0,1,1,0,1,0,3.5,5.5
"Demps, Quintin",HOU,14,61,35,26,0.5,6,1,0,0,0,1,2,1,6,0,1.0,1.0
"Campbell, Calais",ARZ,16,61,46,15,5.0,36,0,0,0,0,0,1,0,3,0,10.0,20.0
"Ward, T.J.",DEN,12,61,50,11,2.0,18,0,0,0,0,2,0,0,6,0,2.0,6.0
"Suh, Ndamukong",MIA,16,61,39,22,6.0,41,0,0,0,0,0,0,0,5,0,11.5,42.0
"Berry, Eric",KC,16,61,55,6,0.0,0,2,40,0,25,0,0,0,10,0,0.0,0.0
"Thomas, Earl",SEA,16,61,42,19,0.0,0,5,67,0,32,1,0,0,9,0,0.0,0.0
"Vernon, Olivier",MIA,16,61,41,20,7.5,56,0,0,0,0,0,0,0,0,0,8.5,24.5
"Hightower, Dont'a",NE,12,61,51,10,3.5,26,0,0,0,0,0,1,0,2,0,1.0,1.0
"Lewis, Kendrick",BAL,15,60,37,23,0.0,0,0,0,0,0,1,0,0,5,0,1.0,1.0
"House, Davon",JAX,16,60,49,11,0.0,0,4,21,0,15,1,1,0,23,0,1.0,1.0
"Gipson, Tashaun",CLE,13,60,42,18,0.0,0,2,0,0,0,0,0,0,2,0,1.5,5.0
"Pennel, Mike",GB,16,25,16,9,1.0,0,0,0,0,0,1,0,0,0,0,2.5,2.5
"Hawk, A.J.",CIN,16,24,16,8,1.0,8,0,0,0,0,0,0,0,0,0,1.0,3.0
"Ngata, Haloti",DET,14,24,15,9,2.5,16,0,0,0,0,0,0,0,3,0,5.0,13.0
"Mebane, Brandon",SEA,15,24,14,10,1.5,12,0,0,0,0,0,0,0,0,0,2.0,5.0
"Morgan, Derrick",TEN,10,24,17,7,4.5,34,0,0,0,0,1,0,0,2,0,1.0,1.0
