Player,Team,Games Played,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Yards,Interception Touchdowns,Interception Return Long,Forced Fumbles,Fumbles Recovered,Fumble Recovery Touchdowns,Passes Defensed,Safeties,Stuffs,Stuff Yards
"Worthington, Doug",STL,2,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Meeks, Jonathan",BUF,14,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Martin, Eric",NE,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Staples, Justin",TEN,12,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
"White, Myles",NYG,12,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Stacy, Zac",NYJ,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Taylor, Stepfan",ARZ,16,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Compton, Tom",WSH,13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Supernaw, Phillip",TEN,16,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Davis, Akeem",[],6,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Huff, Josh",PHI,15,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Ellington, Bruce",SF,13,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Barrow, Lamin",CHI,16,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Blue, Alfred",HOU,16,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Fowler, Bennie",DEN,16,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Couplin, Jerome",PHI,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Nix, Roosevelt",PIT,15,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Smith, D'Joun",IND,4,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Fowler, Jalston",TEN,16,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Mount, Deiontrez",TEN,4,0,0,0,0.0,0,1,8,0,8,0,0,0,1,0,0.0,0.0
"Mayo, David",CAR,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Chickillo, Anthony",PIT,7,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0
"Murphy, Marcus",NO,13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"King, Akeem",ATL,5,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"McBride, Tre",TEN,7,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Glenn, Jacoby",CHI,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Lambert, Keenan",OAK,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"King, Brandon",NE,13,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Marquez, Bradley",STL,16,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
